pmid,title,url,domain,intro_source
34415321,"GAMMA: a tool for the rapid identification, classification and annotation of translated gene matches from sequencing data.",https://github.com/rastanton/GAMMA,github.com,high_linguistic_score
34432052,3'aQTL-atlas: an atlas of 3'UTR alternative polyadenylation quantitative trait loci across human normal tissues.,https://wlcb.oit.uci.edu/3aQTLatlas,wlcb.oit.uci.edu,high_linguistic_score
34459872,FIVEx: an interactive eQTL browser across public datasets.,https://fivex.sph.umich.edu,fivex.sph.umich.edu,high_linguistic_score
34459872,FIVEx: an interactive eQTL browser across public datasets.,https://github.com/statgen/fivex,github.com,high_linguistic_score
34469532,"OlfactionBase: a repository to explore odors, odorants, olfactory receptors and odorant-receptor interactions.",https://bioserver.iiita.ac.in/olfactionbase/,bioserver.iiita.ac.in,high_linguistic_score
34469540,DIANA-miTED: a microRNA tissue expression database.,http://www.microrna.gr/mited,www.microrna.gr,high_linguistic_score
34500458,gutMGene: a comprehensive database for target genes of gut microbes and microbial metabolites.,http://bio-annotation.cn/gutmgene,bio-annotation.cn,high_linguistic_score
34500460,CancerMIRNome: an interactive analysis and visualization database for miRNome profiles of human cancer.,http://bioinfo.jialab-ucr.org/CancerMIRNome,bioinfo.jialab-ucr.org,high_linguistic_score
34500462,"ViMIC: a database of human disease-related virus mutations, integration sites and cis-effects.",http://bmtongji.cn/ViMIC/index.php,bmtongji.cn,high_linguistic_score
34508353,GRAND: a database of gene regulatory network models across human conditions.,https://grand.networkmedicine.org,grand.networkmedicine.org,high_linguistic_score
34508354,scAPAdb: a comprehensive database of alternative polyadenylation at single-cell resolution.,http://www.bmibig.cn/scAPAdb,www.bmibig.cn,high_linguistic_score
34529036,BioDynaMo: a modular platform for high-performance agent-based simulation.,http://www.biodynamo.org,www.biodynamo.org,high_linguistic_score
34530446,"circMine: a comprehensive database to integrate, analyze and visualize human disease-related circRNA transcriptome.",http://hpcc.siat.ac.cn/circmine,hpcc.siat.ac.cn,high_linguistic_score
34530446,"circMine: a comprehensive database to integrate, analyze and visualize human disease-related circRNA transcriptome.",http://www.biomedical-web.com/circmine/,www.biomedical-web.com,high_linguistic_score
34534336,GPEdit: the genetic and pharmacogenomic landscape of A-to-I RNA editing in cancers.,https://hanlab.uth.edu/GPEdit/,hanlab.uth.edu,high_linguistic_score
34534340,PlantGSAD: a comprehensive gene set annotation database for plant species.,http://systemsbiology.cau.edu.cn/PlantGSEAv2/,systemsbiology.cau.edu.cn,high_linguistic_score
34534350,TISMO: syngeneic mouse tumor database to model tumor immunity and immunotherapy response.,http://tismo.cistrome.org,tismo.cistrome.org,high_linguistic_score
34546290,ATPdock: a template-based method for ATP-specific protein-ligand docking.,https://jun-csbio.github.io/atpdock/,jun-csbio.github.io,high_linguistic_score
34551433,Animal-eRNAdb: a comprehensive animal enhancer RNA database.,http://gong_lab.hzau.edu.cn/Animal-eRNAdb/,gong_lab.hzau.edu.cn,high_linguistic_score
34551437,CSCD2: an integrated interactional database of cancer-specific circular RNAs.,http://geneyun.net/CSCD2,geneyun.net,high_linguistic_score
34551437,CSCD2: an integrated interactional database of cancer-specific circular RNAs.,http://gb.whu.edu.cn/CSCD2,gb.whu.edu.cn,high_linguistic_score
34551440,RNALocate v2.0: an updated resource for RNA subcellular localization with increased coverage and annotation.,http://www.rnalocate.org/,www.rnalocate.org,high_linguistic_score
34551440,RNALocate v2.0: an updated resource for RNA subcellular localization with increased coverage and annotation.,http://www.rna-society.org/rnalocate/,www.rna-society.org,high_linguistic_score
34554251,OncoSplicing: an updated database for clinically relevant alternative splicing in 33 human cancers.,http://www.oncosplicing.com,www.oncosplicing.com,high_linguistic_score
34554254,PmiREN2.0: from data annotation to functional exploration of plant microRNAs.,https://pmiren.com/,pmiren.com,high_linguistic_score
34554255,COVID19db: a comprehensive database platform to discover potential drugs and targets of COVID-19 at whole transcriptomic scale.,http://hpcc.siat.ac.cn/covid19db,hpcc.siat.ac.cn,high_linguistic_score
34554255,COVID19db: a comprehensive database platform to discover potential drugs and targets of COVID-19 at whole transcriptomic scale.,http://www.biomedical-web.com/covid19db,www.biomedical-web.com,high_linguistic_score
34570216,SPENCER: a comprehensive database for small peptides encoded by noncoding RNAs in cancer patients.,http://spencer.renlab.org,spencer.renlab.org,high_linguistic_score
34570217,VannoPortal: multiscale functional annotation of human genetic variants for interrogating molecular mechanism of traits and diseases.,http://mulinlab.org/vportal,mulinlab.org,high_linguistic_score
34570219,"The G protein database, GproteinDb.",https://gproteindb.org,gproteindb.org,high_linguistic_score
34570220,TransLnc: a comprehensive resource for translatable lncRNAs extends immunopeptidome.,http://bio-bigdata.hrbmu.edu.cn/TransLnc/,bio-bigdata.hrbmu.edu.cn,high_linguistic_score
34570230,"CTR-DB, an omnibus for patient-derived gene expression signatures correlated with cancer drug response.",http://ctrdb.ncpsb.org.cn/,ctrdb.ncpsb.org.cn,high_linguistic_score
34570235,scMethBank: a database for single-cell whole genome DNA methylation maps.,https://ngdc.cncb.ac.cn/methbank/scm/,ngdc.cncb.ac.cn,high_linguistic_score
34570238,miRNATissueAtlas2: an update to the human miRNA tissue atlas.,https://www.ccb.uni-saarland.de/tissueatlas2,www.ccb.uni-saarland.de,high_linguistic_score
34581813,CovPDB: a high-resolution coverage of the covalent protein-ligand interactome.,http://www.pharmbioinf.uni-freiburg.de/covpdb/,www.pharmbioinf.uni-freiburg.de,high_linguistic_score
34581824,CPLM 4.0: an updated database with rich annotations for protein lysine modifications.,http://cplm.biocuckoo.cn/,cplm.biocuckoo.cn,high_linguistic_score
34585247,A versatile and scalable single-cell data integration algorithm based on domain-adversarial and variational approximation.,https://github.com/jhu99/scbean,github.com,high_linguistic_score
34585247,A versatile and scalable single-cell data integration algorithm based on domain-adversarial and variational approximation.,https://github.com/jhu99/davae_paper,github.com,high_linguistic_score
34586352,AlphaMap: an open-source Python package for the visual annotation of proteomics data with sequence-specific knowledge.,https://github.com/MannLabs/alphamap,github.com,high_linguistic_score
34586379,Multiomix: a cloud-based platform to infer cancer genomic and epigenomic events associated with gene expression modulation.,https://www.multiomix.org,www.multiomix.org,high_linguistic_score
34586379,Multiomix: a cloud-based platform to infer cancer genomic and epigenomic events associated with gene expression modulation.,https://github.com/omics-datascience/multiomix,github.com,high_linguistic_score
34586393,MuWU: Mutant-seq library analysis and annotation.,https://github.com/tgstoecker/MuWU,github.com,high_linguistic_score
34591957,Gene Expression Nebulas (GEN): a comprehensive data portal integrating transcriptomic profiles across multiple species at both bulk and single-cell levels.,https://ngdc.cncb.ac.cn/gen/,ngdc.cncb.ac.cn,high_linguistic_score
34591960,Regeneration Roadmap: database resources for regenerative biology.,https://ngdc.cncb.ac.cn/regeneration/index,ngdc.cncb.ac.cn,high_linguistic_score
34601581,PaReBrick: PArallel REarrangements and BReaks identification toolkit.,https://github.com/ctlab/parallel-rearrangements,github.com,high_linguistic_score
34606614,ProNAB: database for binding affinities of protein-nucleic acid complexes and their mutants.,https://web.iitm.ac.in/bioinfo2/pronab/,web.iitm.ac.in,high_linguistic_score
34606615,SBSA: an online service for somatic binding sequence annotation.,http://innovebioinfo.com/Annotation/SBSA/SBSA.php,innovebioinfo.com,high_linguistic_score
34606616,huARdb: human Antigen Receptor database for interactive clonotype-transcriptome analysis at the single-cell level.,https://huarc.net/database,huarc.net,high_linguistic_score
34611863,GlycoStore: A Platform for H/UPLC and Capillary Electrophoresis Glycan Data.,http://www.glycostore.org,www.glycostore.org,high_linguistic_score
34611863,GlycoStore: A Platform for H/UPLC and Capillary Electrophoresis Glycan Data.,https://unicarbkb.freshdesk.com/,unicarbkb.freshdesk.com,high_linguistic_score
34614159,CyanoOmicsDB: an integrated omics database for functional genomic analysis of cyanobacteria.,http://www.cyanoomics.cn/,www.cyanoomics.cn,high_linguistic_score
34634793,TYGS and LPSN: a database tandem for fast and reliable genome-based classification and nomenclature of prokaryotes.,https://lpsn.dsmz.de,lpsn.dsmz.de,high_linguistic_score
34634793,TYGS and LPSN: a database tandem for fast and reliable genome-based classification and nomenclature of prokaryotes.,https://tygs.dsmz.de,tygs.dsmz.de,high_linguistic_score
34634794,CeDR Atlas: a knowledgebase of cellular drug response.,https://ngdc.cncb.ac.cn/cedr,ngdc.cncb.ac.cn,high_linguistic_score
34634795,ZOVER: the database of zoonotic and vector-borne viruses.,http://www.mgc.ac.cn/ZOVER,www.mgc.ac.cn,high_linguistic_score
34634797,The Ensembl COVID-19 resource: ongoing integration of public SARS-CoV-2 data.,https://covid-19.ensembl.org,covid-19.ensembl.org,high_linguistic_score
34634800,DDInter: an online drug-drug interaction database towards improving clinical decision-making and patient safety.,http://ddinter.scbdd.com/,ddinter.scbdd.com,high_linguistic_score
34634807,VThunter: a database for single-cell screening of virus target cells in the animal kingdom.,https://db.cngb.org/VThunter/,db.cngb.org,high_linguistic_score
34634810,SignaLink3: a multi-layered resource to uncover tissue-specific signaling networks.,http://signalink.org/,signalink.org,high_linguistic_score
34634815,SomaMutDB: a database of somatic mutations in normal human tissues.,https://vijglab.einsteinmed.org/SomaMutDB,vijglab.einsteinmed.org,high_linguistic_score
34634820,SCovid: single-cell atlases for exposing molecular characteristics of COVID-19 across 10 human tissues.,http://bio-annotation.cn/scovid,bio-annotation.cn,high_linguistic_score
34636883,MS2AI: automated repurposing of public peptide LC-MS data for machine learning applications.,https://gitlab.com/roettgerlab/ms2ai,gitlab.com,high_linguistic_score
34643700,dNTPpoolDB: a manually curated database of experimentally determined dNTP pools and pool changes in biological samples.,https://dntppool.org/,dntppool.org,high_linguistic_score
34643704,ESC: a comprehensive resource for SARS-CoV-2 immune escape variants.,http://clingen.igib.res.in/esc/,clingen.igib.res.in,high_linguistic_score
34643708,RGD v2.0: a major update of the ruminant functional and evolutionary genomics database.,http://animal.nwsuaf.edu.cn/RGD,animal.nwsuaf.edu.cn,high_linguistic_score
34643709,Kincore: a web resource for structural classification of protein kinases and their inhibitors.,http://dunbrack.fccc.edu/kincore,dunbrack.fccc.edu,high_linguistic_score
34643715,LIRBase: a comprehensive database of long inverted repeats in eukaryotic genomes.,https://venyao.xyz/lirbase/,venyao.xyz,high_linguistic_score
34643725,CancerSCEM: a database of single-cell expression map across various human cancers.,https://ngdc.cncb.ac.cn/cancerscem,ngdc.cncb.ac.cn,high_linguistic_score
34643729,scAPAatlas: an atlas of alternative polyadenylation across cell types in human and mouse.,http://www.bioailab.com:3838/scAPAatlas,www.bioailab.com:3838,high_linguistic_score
34647978,PMCE: efficient inference of expressive models of cancer evolution with high prognostic power.,https://github.com/BIMIB-DISCo/PMCE,github.com,high_linguistic_score
34648031,NCATS Inxight Drugs: a comprehensive and curated portal for translational research.,https://drugs.ncats.io,drugs.ncats.io,high_linguistic_score
34657153,T4SEfinder: a bioinformatics tool for genome-scale prediction of bacterial type IV secreted effectors using pre-trained protein language model.,https://tool2-mml.sjtu.edu.cn/T4SEfinder_TAPE/,tool2-mml.sjtu.edu.cn,high_linguistic_score
34664632,Accurate inference of gene regulatory interactions from spatial gene expression with deep contrastive learning.,https://github.com/lugimzheng/ConGRI,github.com,high_linguistic_score
34664660,PopHumanVar: an interactive application for the functional characterization and prioritization of adaptive genomic variants in humans.,https://pophumanvar.uab.cat,pophumanvar.uab.cat,high_linguistic_score
34664666,ASMdb: a comprehensive database for allele-specific DNA methylation in diverse organisms.,http://www.dna-asmdb.com,www.dna-asmdb.com,high_linguistic_score
34664671,"The current state of SubtiWiki, the database for the model organism Bacillus subtilis.",http://subtiwiki.uni-goettingen.de/,subtiwiki.uni-goettingen.de,high_linguistic_score
34668516,AncestralClust: clustering of divergent nucleotide sequences by ancestral sequence reconstruction using phylogenetic trees.,https://github.com/lpipes/ancestralclust,github.com,high_linguistic_score
34669946,webTWAS: a resource for disease candidate susceptibility genes identified by transcriptome-wide association study.,http://www.webtwas.net,www.webtwas.net,high_linguistic_score
34669962,UbiBrowser 2.0: a comprehensive resource for proteome-wide known and predicted ubiquitin ligase/deubiquitinase-substrate interactions in eukaryotic species.,http://ubibrowser.ncpsb.org.cn,ubibrowser.ncpsb.org.cn,high_linguistic_score
34671807,Somatic variant analysis suite: copy number variation clonal visualization online platform for large-scale single-cell genomics.,https://sc.deepomics.org,sc.deepomics.org,high_linguistic_score
34672337,GPSmatch: an R package for comparing Genomic-binding Profile Similarity among transcriptional regulators using customizable databases.,https://github.com/Bao-Lab/GPSmatch,github.com,high_linguistic_score
34677586,PMLB v1.0: an open-source dataset collection for benchmarking machine learning methods.,https://github.com/EpistasisLab/pmlb,github.com,high_linguistic_score
34694372,DULoc: quantitatively unmixing protein subcellular location patterns in immunofluorescence images based on deep learning features.,https://github.com/PRBioimages/DULoc,github.com,high_linguistic_score
34709630,Geptop 2.0: Accurately Select Essential Genes from the List of Protein-Coding Genes in Prokaryotic Genomes.,http://guolab.whu.edu.cn/geptop,guolab.whu.edu.cn,high_linguistic_score
34718406,MZINBVA: variational approximation for multilevel zero-inflated negative-binomial models for association analysis in microbiome surveys.,https://github.com/liudoubletian/MZINBVA,github.com,high_linguistic_score
34718410,Importance-Penalized Joint Graphical Lasso (IPJGL): differential network inference via GGMs.,https://github.com/Wu-Lab/IPJGL,github.com,high_linguistic_score
34718689,ARTS-DB: a database for antibiotic resistant targets.,https://arts-db.ziemertlab.com/,arts-db.ziemertlab.com,high_linguistic_score
34718696,Proteome-pI 2.0: proteome isoelectric point database update.,http://isoelectricpointdb2.org,isoelectricpointdb2.org,high_linguistic_score
34718705,The UCSC Genome Browser database: 2022 update.,https://genome.ucsc.edu,genome.ucsc.edu,high_linguistic_score
34718710,The Natural Products Atlas 2.0: a database of microbially-derived natural products.,https://www.npatlas.org,www.npatlas.org,high_linguistic_score
34718712,PCMDB: a curated and comprehensive resource of plant cell markers.,http://www.tobaccodb.org/pcmdb/,www.tobaccodb.org,high_linguistic_score
34718713,mBodyMap: a curated database for microbes across human body and their associations with health and diseases.,https://mbodymap.microbiome.cloud,mbodymap.microbiome.cloud,high_linguistic_score
34718715,OncoDB: an interactive online database for analysis of gene expression and viral infection in cancer.,http://oncodb.org,oncodb.org,high_linguistic_score
34718717,Therapeutic target database update 2022: facilitating drug discovery with enriched comparative data of targeted agents.,https://idrblab.org/ttd/,idrblab.org,high_linguistic_score
34718719,MetazExp: a database for gene expression and alternative splicing profiles and their analyses based on 53 615 public RNA-seq samples in 72 metazoan species.,https://bioinfo.njau.edu.cn/metazExp,bioinfo.njau.edu.cn,high_linguistic_score
34718720,BrainBase: a curated knowledgebase for brain diseases.,https://ngdc.cncb.ac.cn/brainbase,ngdc.cncb.ac.cn,high_linguistic_score
34718726,RNAInter v4.0: RNA interactome repository with redefined confidence scoring system and improved accessibility.,http://www.rnainter.org,www.rnainter.org,high_linguistic_score
34718726,RNAInter v4.0: RNA interactome repository with redefined confidence scoring system and improved accessibility.,http://www.rna-society.org/rnainter/,www.rna-society.org,high_linguistic_score
34718728,"VEuPathDB: the eukaryotic pathogen, vector and host bioinformatics resource center.",https://veupathdb.org,veupathdb.org,high_linguistic_score
34718729,Complex Portal 2022: new curation frontiers.,http://www.ebi.ac.uk/complexportal,www.ebi.ac.uk,high_linguistic_score
34718731,"Database Resources of the National Genomics Data Center, China National Center for Bioinformation in 2022.",https://ngdc.cncb.ac.cn,ngdc.cncb.ac.cn,high_linguistic_score
34718734,RPS: a comprehensive database of RNAs involved in liquid-liquid phase separation.,http://rps.renlab.org,rps.renlab.org,high_linguistic_score
34718738,The Eukaryotic Linear Motif resource: 2022 release.,http://elm.eu.org,elm.eu.org,high_linguistic_score
34718739,The European Variation Archive: a FAIR resource of genomic variation for all species.,https://www.ebi.ac.uk/eva/,www.ebi.ac.uk,high_linguistic_score
34718740,RNAPhaSep: a resource of RNAs undergoing phase separation.,http://www.rnaphasep.cn,www.rnaphasep.cn,high_linguistic_score
34718741,qPTMplants: an integrative database of quantitative post-translational modifications in plants.,http://qptmplants.omicsbio.info,qptmplants.omicsbio.info,high_linguistic_score
34718745,CompoDynamics: a comprehensive database for characterizing sequence composition dynamics.,https://ngdc.cncb.ac.cn/compodynamics/,ngdc.cncb.ac.cn,high_linguistic_score
34718746,G4LDB 2.2: a database for discovering and studying G-quadruplex and i-Motif ligands.,http://www.g4ldb.com,www.g4ldb.com,high_linguistic_score
34718747,TcoFBase: a comprehensive database for decoding the regulatory transcription co-factors in human and mouse.,http://tcof.liclab.net/TcoFbase,tcof.liclab.net,high_linguistic_score
34718748,MVIP: multi-omics portal of viral infection.,https://mvip.whu.edu.cn/,mvip.whu.edu.cn,high_linguistic_score
34718752,"EWAS Open Platform: integrated data, knowledge and toolkit for epigenome-wide association study.",https://ngdc.cncb.ac.cn/ewas,ngdc.cncb.ac.cn,high_linguistic_score
34718760,PhylomeDB V5: an expanding repository for genome-wide catalogues of annotated gene phylogenies.,http://www.phylomedb.org,www.phylomedb.org,high_linguistic_score
34723317,3DSNP 2.0: update and expansion of the noncoding genomic variant annotation database.,https://omic.tech/3dsnpv2/,omic.tech,high_linguistic_score
34723319,The PRIDE database resources in 2022: a hub for mass spectrometry-based proteomics evidences.,https://www.ebi.ac.uk/pride/,www.ebi.ac.uk,high_linguistic_score
34723320,ViRBase v3.0: a virus and host ncRNA-associated interaction repository with increased coverage and annotation.,http://www.virbase.org/,www.virbase.org,high_linguistic_score
34723320,ViRBase v3.0: a virus and host ncRNA-associated interaction repository with increased coverage and annotation.,http://www.rna-society.org/virbase/,www.rna-society.org,high_linguistic_score
34723326,GreeNC 2.0: a comprehensive database of plant long non-coding RNAs.,http://greenc.sequentiabiotech.com/wiki2/Main_Page,greenc.sequentiabiotech.com,high_linguistic_score
34734974,Peakhood: individual site context extraction for CLIP-seq peak regions.,https://github.com/BackofenLab/Peakhood,github.com,high_linguistic_score
34734986,PhyloCSF++: a fast and user-friendly implementation of PhyloCSF with annotation tools.,https://github.com/cpockrandt/PhyloCSFpp,github.com,high_linguistic_score
34747465,Hymenoptera Genome Database: new genomes and annotation datasets for improved go enrichment and orthologue analyses.,http://HymenopteraGenome.org,hymenopteragenome.org,high_linguistic_score
34747466,"Pol3Base: a resource for decoding the interactome, expression, evolution, epitranscriptome and disease variations of Pol III-transcribed ncRNAs.",http://rna.sysu.edu.cn/pol3base/,rna.sysu.edu.cn,high_linguistic_score
34747468,HumanNet v3: an improved database of human gene networks for disease research.,https://www.inetbio.org/humannet/,www.inetbio.org,high_linguistic_score
34747470,AMDB: a database of animal gut microbial communities with manually curated metadata.,http://leb.snu.ac.kr/amdb,leb.snu.ac.kr,high_linguistic_score
34747477,SPICA: Swiss portal for immune cell analysis.,https://spica.unil.ch,spica.unil.ch,high_linguistic_score
34747480,Nanobase.org: a repository for DNA and RNA nanostructures.,https://nanobase.org/,nanobase.org,high_linguistic_score
34747487,INDI-integrated nanobody database for immunoinformatics.,http://naturalantibody.com/nanobodies,naturalantibody.com,high_linguistic_score
34747489,BioSamples database: FAIRer samples metadata to accelerate research data management.,http://www.ebi.ac.uk/biosamples,www.ebi.ac.uk,high_linguistic_score
34747489,BioSamples database: FAIRer samples metadata to accelerate research data management.,https://www.ebi.ac.uk/about/terms-of-use,www.ebi.ac.uk,high_linguistic_score
34747489,BioSamples database: FAIRer samples metadata to accelerate research data management.,https://github.com/EBIBioSamples/biosamples-v4,github.com,high_linguistic_score
34751388,CEBS update: curated toxicology database with enhanced tools for data integration.,https://cebs.niehs.nih.gov/cebs/,cebs.niehs.nih.gov,high_linguistic_score
34751395,LncRNAWiki 2.0: a knowledgebase of human long non-coding RNAs with enhanced curation model and database system.,https://ngdc.cncb.ac.cn/lncrnawiki,ngdc.cncb.ac.cn,high_linguistic_score
34751399,Priority index: database of genetic targets in immune-mediated disease.,http://pi.well.ox.ac.uk,pi.well.ox.ac.uk,high_linguistic_score
34751401,"ReMap 2022: a database of Human, Mouse, Drosophila and Arabidopsis regulatory regions from an integrative analysis of DNA-binding sequencing experiments.",https://remap.univ-amu.fr,remap.univ-amu.fr,high_linguistic_score
34751403,ViroidDB: a database of viroids and viroid-like circular RNAs.,https://viroids.org,viroids.org,high_linguistic_score
34755844,T2-DAG: a powerful test for differentially expressed gene pathways via graph-informed structural equation modeling.,https://github.com/Jin93/T2DAG,github.com,high_linguistic_score
34755848,"tsRFun: a comprehensive platform for decoding human tsRNA expression, functions and prognostic value by high-throughput small RNA-Seq and CLIP-Seq data.",http://rna.sysu.edu.cn/tsRFun/,rna.sysu.edu.cn,high_linguistic_score
34755848,"tsRFun: a comprehensive platform for decoding human tsRNA expression, functions and prognostic value by high-throughput small RNA-Seq and CLIP-Seq data.",http://biomed.nscc-gz.cn/DB/tsRFun/,biomed.nscc-gz.cn,high_linguistic_score
34755867,PDBe-KB: collaboratively defining the biological context of structural data.,https://pdbe-kb.org,pdbe-kb.org,high_linguistic_score
34755871,BRAD V3.0: an upgraded Brassicaceae database.,http://brassicadb.cn,brassicadb.cn,high_linguistic_score
34755877,"IID 2021: towards context-specific protein interaction analyses by increased coverage, enhanced annotation and enrichment analysis.",http://ophid.utoronto.ca/iid,ophid.utoronto.ca,high_linguistic_score
34755879,Factorbook: an updated catalog of transcription factor motifs and candidate regulatory motif sites.,http://www.factorbook.org,www.factorbook.org,high_linguistic_score
34755880,"Rhea, the reaction knowledgebase in 2022.",https://www.rhea-db.org,www.rhea-db.org,high_linguistic_score
34755880,"Rhea, the reaction knowledgebase in 2022.",https://www.ebi.ac.uk/chebi,www.ebi.ac.uk,high_linguistic_score
34755880,"Rhea, the reaction knowledgebase in 2022.",https://www.uniprot.org,www.uniprot.org,high_linguistic_score
34761257,SCoV2-MD: a database for the dynamics of the SARS-CoV-2 proteome and variant impact predictions.,http://www.scov2-md.org,www.scov2-md.org,high_linguistic_score
34761267,The IntAct database: efficient access to fine-grained molecular interaction data.,https://www.ebi.ac.uk/intact,www.ebi.ac.uk,high_linguistic_score
34761274,scEnhancer: a single-cell enhancer resource with annotation across hundreds of tissue/cell types in three species.,http://enhanceratlas.net/scenhancer/,enhanceratlas.net,high_linguistic_score
34762062,Lessons From a Rapid Project Management Exercise in the Time of Pandemic: Methodology for a Global COVID-19 VIRUS Registry Database.,https://clinicaltrials.gov/ct2/show/NCT04323787,clinicaltrials.gov,high_linguistic_score
34773623,qPrimerDB: A Powerful and User-Friendly Database for qPCR Primer Design.,http://biodb.swu.edu.cn/qprimerdb,biodb.swu.edu.cn,high_linguistic_score
34788791,PheneBank: a literature-based database of phenotypes.,http://www.phenebank.org,www.phenebank.org,high_linguistic_score
34788791,PheneBank: a literature-based database of phenotypes.,https://github.com/pilehvar/phenebank,github.com,high_linguistic_score
34788800,Limits and potential of combined folding and docking.,https://github.com/ElofssonLab/bioinfo-toolbox/,github.com,high_linguistic_score
34788800,Limits and potential of combined folding and docking.,https://gitlab.com/ElofssonLab/benchmark5/,gitlab.com,high_linguistic_score
34788826,PHI-base in 2022: a multi-species phenotype database for Pathogen-Host Interactions.,http://www.phi-base.org,www.phi-base.org,high_linguistic_score
34788838,GMrepo v2: a curated human gut microbiome database with special focus on disease markers and cross-dataset comparison.,https://gmrepo.humangut.info,gmrepo.humangut.info,high_linguistic_score
34788852,dbPTM in 2022: an updated database for exploring regulatory networks and functional associations of protein post-translational modifications.,https://awi.cuhk.edu.cn/dbPTM/,awi.cuhk.edu.cn,high_linguistic_score
34791029,Biobox: a toolbox for biomolecular modelling.,https://github.com/degiacom/biobox,github.com,high_linguistic_score
34791067,Variant Library Annotation Tool (VaLiAnT): an oligonucleotide library design and annotation tool for saturation genome editing and other deep mutational scanning experiments.,https://github.com/cancerit/VaLiAnT,github.com,high_linguistic_score
34791067,Variant Library Annotation Tool (VaLiAnT): an oligonucleotide library design and annotation tool for saturation genome editing and other deep mutational scanning experiments.,https://github.com/cancerit/VaLiAnT/wiki,github.com,high_linguistic_score
34791371,AlphaFold Protein Structure Database: massively expanding the structural coverage of protein-sequence space with high-accuracy models.,https://alphafold.ebi.ac.uk,alphafold.ebi.ac.uk,high_linguistic_score
34791375,DISCO: a database of Deeply Integrated human Single-Cell Omics data.,https://www.immunesinglecell.org/,www.immunesinglecell.org,high_linguistic_score
34791383,Echinobase: leveraging an extant model organism database to build a knowledgebase supporting research on the genomics and biology of echinoderms.,http://www.echinobase.org,www.echinobase.org,high_linguistic_score
34791407,The European Genome-phenome Archive in 2021.,https://ega-archive.org/,ega-archive.org,high_linguistic_score
34791415,Ensembl Genomes 2022: an expanding genome resource for non-vertebrates.,https://www.ensemblgenomes.org,www.ensemblgenomes.org,high_linguistic_score
34791415,Ensembl Genomes 2022: an expanding genome resource for non-vertebrates.,https://www.ensembl.org,www.ensembl.org,high_linguistic_score
34791419,lncRNAfunc: a knowledgebase of lncRNA function in human cancer.,https://ccsm.uth.edu/lncRNAfunc,ccsm.uth.edu,high_linguistic_score
34791421,ProteomicsDB: toward a FAIR open-source resource for life-science research.,https://www.ProteomicsDB.org,www.proteomicsdb.org,high_linguistic_score
34791429,NP-MRD: the Natural Products Magnetic Resonance Database.,https://np-mrd.org,np-mrd.org,high_linguistic_score
34792145,DiseaseMeth version 3.0: a major expansion and update of the human disease methylation database.,http://diseasemeth.edbc.org/,diseasemeth.edbc.org,high_linguistic_score
34792158,InsectBase 2.0: a comprehensive gene resource for insects.,http://v2.insect-genome.com/,v2.insect-genome.com,high_linguistic_score
34792163,R-loopBase: a knowledgebase for genome-wide R-loop formation and regulation.,https://rloopbase.nju.edu.cn,rloopbase.nju.edu.cn,high_linguistic_score
34792166,CircleBase: an integrated resource and analysis platform for human eccDNAs.,http://circlebase.maolab.org,circlebase.maolab.org,high_linguistic_score
