url,domain,resource_name,url_source
https://github.com/NIGMS/NIGMS-Sandbox,github.com,KEGG,original
https://github.com/Reed-CompBio/pathway-reconciliation,github.com,KEGG,original
https://github.com/SysBioGTU/iDrosophila,github.com,KEGG,original
https://github.com/WatsonLab/KOunt,github.com,KEGG,original
https://github.com/alperuzun/VGC,github.com,KEGG,original
https://github.com/chentianlu/BiOFI,github.com,KEGG,original
https://github.com/datapplab/SBGNview,github.com,KEGG,original
https://github.com/free1234hm/CLAM,github.com,KEGG,original
https://github.com/jp-um/machine_learning_for_metabolomic_pathway_analyses,github.com,KEGG,original
https://github.com/noriakis/ggkegg,github.com,KEGG,original
https://github.com/raw-lab/metacerberus,github.com,KEGG,original
https://github.com/styvon/PRSbils,github.com,KEGG,original
https://github.com/sychen9584/MAGNET,github.com,KEGG,original
https://kaabil.net/hupoxnet/,kaabil.net,KEGG,original
https://magnet-winterlab.herokuapp.com,magnet-winterlab.herokuapp.com,KEGG,original
https://mbgd.nibb.ac.jp/,mbgd.nibb.ac.jp,KEGG,original
https://microbiomics.io/tools/mbarq-app,microbiomics.io,KEGG,original
https://mvip.whu.edu.cn/,mvip.whu.edu.cn,KEGG,original
https://paintomics.org/,paintomics.org,KEGG,original
https://prosimat.heinzelab.de/,prosimat.heinzelab.de,KEGG,original
https://reactome.org/,reactome.org,KEGG,original
https://rgd.mcw.edu/rgdweb/enrichment/start.html,rgd.mcw.edu,KEGG,original
https://roadv2.khu.ac.kr,roadv2.khu.ac.kr,KEGG,original
https://sudarna.website/,sudarna.website,KEGG,original
https://www.ebi.ac.uk/pride/,www.ebi.ac.uk,KEGG,original
https://www.gsea-msigdb.org/gsea/msigdb/human/search.jsp,www.gsea-msigdb.org,KEGG,original
https://www.kegg.jp,www.kegg.jp,KEGG,original
https://www.kegg.jp/,www.kegg.jp,KEGG,original
https://www.kegg.jp/kegg/,www.kegg.jp,KEGG,original
https://www.sdklab-biophysics-dzu.net/PotatoBSLnc,www.sdklab-biophysics-dzu.net,KEGG,original
https://www.way2drug.com/digep-pred,www.way2drug.com,KEGG,original
https://xenabrowser.net/datapages/?dataset=TCGA.DLBC.sampleMap%2FHiSeqV2_PANCAN&host=https%3A%2F%2Ftcga.xenahubs.net&removeHub=https%3A%2F%2Fxena.treehouse.gi.ucsc.edu%3A44,xenabrowser.net,KEGG,original
http://allomaps.bii.a-star.edu.sg,allomaps.bii.a-star.edu.sg,AlphaFold,original
http://biocomp.chem.uw.edu.pl/A3D2/hproteome,biocomp.chem.uw.edu.pl,AlphaFold,original
http://bioinf.cs.ucl.ac.uk/psipred,bioinf.cs.ucl.ac.uk,AlphaFold,original
http://bitterdb.agri.huji.ac.il,bitterdb.agri.huji.ac.il,AlphaFold,original
http://conglab.swmed.edu/AFTM,conglab.swmed.edu,AlphaFold,original
http://dravp.cpu-bioinfor.org/,dravp.cpu-bioinfor.org,AlphaFold,original
http://ekhidna2.biocenter.helsinki.fi/ISS_ProtSci/,ekhidna2.biocenter.helsinki.fi,AlphaFold,original
http://ekhidna2.biocenter.helsinki.fi/dali,ekhidna2.biocenter.helsinki.fi,AlphaFold,original
http://funcptm.jysw.suda.edu.cn/str,funcptm.jysw.suda.edu.cn,AlphaFold,original
http://github.com/ELELAB/PDBminer,github.com,AlphaFold,original
http://insilab.org,insilab.org,AlphaFold,original
http://listiwiki.uni-goettingen.de/,listiwiki.uni-goettingen.de,AlphaFold,original
http://loschmidt.chemi.muni.cz/fireprotweb,loschmidt.chemi.muni.cz,AlphaFold,original
http://predgo.denglab.org/,predgo.denglab.org,AlphaFold,original
http://probis-fold.insilab.org,probis-fold.insilab.org,AlphaFold,original
http://prodata.swmed.edu/DPAM-pfam/,prodata.swmed.edu,AlphaFold,original
http://prodata.swmed.edu/DrugDomain/,prodata.swmed.edu,AlphaFold,original
http://prodata.swmed.edu/ecod,prodata.swmed.edu,AlphaFold,original
http://sh2db.ttk.hu,sh2db.ttk.hu,AlphaFold,original
http://webs.iiitd.edu.in/raghava/cancerppd2/,webs.iiitd.edu.in,AlphaFold,original
http://www.bonvinlab.org/haddock3-user-manual,www.bonvinlab.org,AlphaFold,original
http://www.oxfordjournals.org/nar/database/c/,www.oxfordjournals.org,AlphaFold,original
http://www.subtiwiki.uni-goettingen.de/v4/paeViewerDemo,www.subtiwiki.uni-goettingen.de,AlphaFold,original
http://zhanglab-bioinf.com/DeepIDDP/,zhanglab-bioinf.com,AlphaFold,original
https://academic.oup.com/nar,academic.oup.com,AlphaFold,original
https://alphafold.ebi.ac.uk,alphafold.ebi.ac.uk,AlphaFold,original
https://alphafold.ebi.ac.uk/,alphafold.ebi.ac.uk,AlphaFold,original
https://alphaknot.cent.uw.edu.pl/,alphaknot.cent.uw.edu.pl,AlphaFold,original
https://analysistools.cancer.gov/3dvizsnp,analysistools.cancer.gov,AlphaFold,original
https://appris.bioinfo.cnio.es,appris.bioinfo.cnio.es,AlphaFold,original
https://bcb.unl.edu/dbAPIS,bcb.unl.edu,AlphaFold,original
https://biocomp.chem.uw.edu.pl/a4d/,biocomp.chem.uw.edu.pl,AlphaFold,original
https://biodataai.uth.edu/ASpdb/,biodataai.uth.edu,AlphaFold,original
https://bioinfo.crbm.cnrs.fr/index.php?route=tools&tool=32,bioinfo.crbm.cnrs.fr,AlphaFold,original
https://bioserver3.physics.iisc.ac.in/cgi-bin/cssp-2/,bioserver3.physics.iisc.ac.in,AlphaFold,original
https://cansar.ai,cansar.ai,AlphaFold,original
https://cbp60db.wlu.ca/,cbp60db.wlu.ca,AlphaFold,original
https://channelsdb2.biodata.ceitec.cz,channelsdb2.biodata.ceitec.cz,AlphaFold,original
https://cloud.ccp4.ac.uk,cloud.ccp4.ac.uk,AlphaFold,original
https://curtain.proteo.info,curtain.proteo.info,AlphaFold,original
https://curtainptm.proteo.info,curtainptm.proteo.info,AlphaFold,original
https://es-ndd.broadinstitute.org,es-ndd.broadinstitute.org,AlphaFold,original
https://foldcomp.foldseek.com,foldcomp.foldseek.com,AlphaFold,original
https://galaxy.seoklab.org/hproteome-bsite/database,galaxy.seoklab.org,AlphaFold,original
https://galaxy.seoklab.org/sagittarius_af,galaxy.seoklab.org,AlphaFold,original
https://genemutation.org/,genemutation.org,AlphaFold,original
https://github.com/BSDExabio/SAFA,github.com,AlphaFold,original
https://github.com/BioinfoMachineLearning/ATOMRefine,github.com,AlphaFold,original
https://github.com/CBIIT-CGBB/3DVizSNP,github.com,AlphaFold,original
https://github.com/CongLabCode/DPAM,github.com,AlphaFold,original
https://github.com/GPCR-ModSim/,github.com,AlphaFold,original
https://github.com/Graylab/AlphaRED,github.com,AlphaFold,original
https://github.com/Graylab/GeoDock,github.com,AlphaFold,original
https://github.com/Jsauce5p/DPAM/tree/dpam_ai,github.com,AlphaFold,original
https://github.com/KatjaLuckLab/DDI_manuscript,github.com,AlphaFold,original
https://github.com/ML-Bioinfo-CEITEC/genomic_benchmarks,github.com,AlphaFold,original
https://github.com/Zhaonan99/Antibody-antigen-complex-structure-benchmark-dataset,github.com,AlphaFold,original
https://github.com/amyfrancis97/DrivR-Base,github.com,AlphaFold,original
https://github.com/haddocking/haddock3,github.com,AlphaFold,original
https://github.com/haddocking/haddock3-paper-data,github.com,AlphaFold,original
https://github.com/huiwenke/MineProt,github.com,AlphaFold,original
https://github.com/hychim/molpc2,github.com,AlphaFold,original
https://github.com/psipred/merizo_search,github.com,AlphaFold,original
https://github.com/vibbits/snpeffect,github.com,AlphaFold,original
https://github.com/wrigjz/ppihotspotid/,github.com,AlphaFold,original
https://gitlab.com/mcfeemat/eudockscore,gitlab.com,AlphaFold,original
https://gitlab.com/sbgunq/publications/af2confdiv-oct2021,gitlab.com,AlphaFold,original
https://gpcrdb.org,gpcrdb.org,AlphaFold,original
https://heligeom.galaxy.ibpc.fr,heligeom.galaxy.ibpc.fr,AlphaFold,original
https://honiglab.c2b2.columbia.edu/PrePPI,honiglab.c2b2.columbia.edu,AlphaFold,original
https://humap3.proteincomplexes.org/,humap3.proteincomplexes.org,AlphaFold,original
https://idrblab.org/ttd/,idrblab.org,AlphaFold,original
https://iimcb.genesilico.pl/modomics/,iimcb.genesilico.pl,AlphaFold,original
https://knotprot.cent.uw.edu.pl/alphafold,knotprot.cent.uw.edu.pl,AlphaFold,original
https://membranome.org,membranome.org,AlphaFold,original
https://memprot.gpcr-modsim.org/,memprot.gpcr-modsim.org,AlphaFold,original
https://modelarchive.org/,modelarchive.org,AlphaFold,original
https://modelarchive.org/doi/10.5452/ma-ornl-sphdiv,modelarchive.org,AlphaFold,original
https://neurobioinfo.github.io/MTSvieweR/,neurobioinfo.github.io,AlphaFold,original
https://pcddb.cryst.bbk.ac.uk,pcddb.cryst.bbk.ac.uk,AlphaFold,original
https://platform.opentargets.org/,platform.opentargets.org,AlphaFold,original
https://possum.cbrc.pj.aist.go.jp/PoSSuM/,possum.cbrc.pj.aist.go.jp,AlphaFold,original
https://ppihotspotid.limlab.dnsalias.org/,ppihotspotid.limlab.dnsalias.org,AlphaFold,original
https://prankweb.cz/,prankweb.cz,AlphaFold,original
https://pro.unl.edu/CAZyme3D/,pro.unl.edu,AlphaFold,original
https://probis.nih.gov,probis.nih.gov,AlphaFold,original
https://proteins.plus,proteins.plus,AlphaFold,original
https://research.nhgri.nih.gov/mnemiopsis,research.nhgri.nih.gov,AlphaFold,original
https://sliman2.cbs.cnrs.fr,sliman2.cbs.cnrs.fr,AlphaFold,original
https://uniprot3d.org/atlas/AFDB90v4,uniprot3d.org,AlphaFold,original
https://veeninglab.com/pneumobrowse,veeninglab.com,AlphaFold,original
https://webs.iiitd.edu.in/raghava/cancerppd2/api/rest.html,webs.iiitd.edu.in,AlphaFold,original
https://www.cathdb.info,www.cathdb.info,AlphaFold,original
https://www.ebi.ac.uk/complexportal/home,www.ebi.ac.uk,AlphaFold,original
https://www.ebi.ac.uk/interpro,www.ebi.ac.uk,AlphaFold,original
https://www.ebi.ac.uk/interpro/,www.ebi.ac.uk,AlphaFold,original
https://www.ebi.ac.uk/pdbe/pdbe-kb/3dbeacons/,www.ebi.ac.uk,AlphaFold,original
https://www.ebi.ac.uk/thornton-srv/databases/profunc,www.ebi.ac.uk,AlphaFold,original
https://www.ensembl.org,www.ensembl.org,AlphaFold,original
https://www.ensemblgenomes.org,www.ensemblgenomes.org,AlphaFold,original
https://www.flyrnai.org/tools/fly_phone_v2/,www.flyrnai.org,AlphaFold,original
https://www.herpesfolds.org/herpesfolds,www.herpesfolds.org,AlphaFold,original
https://www.sbg.bio.ic.ac.uk/phyre2/,www.sbg.bio.ic.ac.uk,AlphaFold,original
https://www.uniprot.org/,www.uniprot.org,AlphaFold,original
https://www.wass-michaelislab.org/3dligandsite,www.wass-michaelislab.org,AlphaFold,original
https://www.youtube.com/@CURTAIN-me6hl,www.youtube.com,AlphaFold,original
http://HymenopteraGenome.org,HymenopteraGenome.org,UniProt,original
http://conglab.swmed.edu/AFTM,conglab.swmed.edu,UniProt,original
http://crdd.osdd.net/raghava/hmrbase/,crdd.osdd.net,UniProt,original
http://dunbrack2.fccc.edu/protcad,dunbrack2.fccc.edu,UniProt,original
http://funindb.lbqc.org,funindb.lbqc.org,UniProt,original
http://giftdb.agroda.cn,giftdb.agroda.cn,UniProt,original
http://github.com/ELELAB/PDBminer,github.com,UniProt,original
http://hit2.badd-cao.net,hit2.badd-cao.net,UniProt,original
http://i.uestc.edu.cn/BBPpredict/cgi-bin/BBPpredict.pl,i.uestc.edu.cn,UniProt,original
http://idppub.ptmax.org,idppub.ptmax.org,UniProt,original
http://isoelectricpointdb2.org,isoelectricpointdb2.org,UniProt,original
http://kurata35.bio.kyutech.ac.jp/iACVP,kurata35.bio.kyutech.ac.jp,UniProt,original
http://orthoq.bioinf.fbb.msu.ru,orthoq.bioinf.fbb.msu.ru,UniProt,original
http://predgo.denglab.org/,predgo.denglab.org,UniProt,original
http://prosightannotator.northwestern.edu,prosightannotator.northwestern.edu,UniProt,original
http://srv00.recas.ba.infn.it/atlas/,srv00.recas.ba.infn.it,UniProt,original
http://sz.bjfskj.com/,sz.bjfskj.com,UniProt,original
http://www.cyanomapdb.msbio.pro/,www.cyanomapdb.msbio.pro,UniProt,original
http://www.geneontology.org,www.geneontology.org,UniProt,original
http://www.gzybioinformatics.cn/ASAP,www.gzybioinformatics.cn,UniProt,original
http://www.oxfordjournals.org/nar/database/c/,www.oxfordjournals.org,UniProt,original
http://www.s-bioinformatics.cn/epdrna,www.s-bioinformatics.cn,UniProt,original
http://www.swissbiopics.org,www.swissbiopics.org,UniProt,original
http://www.unimd.org/PLM-ARG,www.unimd.org,UniProt,original
http://www.uniprot.org,www.uniprot.org,UniProt,original
http://www.uniprot.org/help/api,www.uniprot.org,UniProt,original
http://www.wwpdb.org/ftp/pdb-nextgen-archive-site,www.wwpdb.org,UniProt,original
https://academic.oup.com/nar,academic.oup.com,UniProt,original
https://alphafold.ebi.ac.uk,alphafold.ebi.ac.uk,UniProt,original
https://b-amp.karishmakaushiklab.com,b-amp.karishmakaushiklab.com,UniProt,original
https://bblserver.org.in/avrissa/,bblserver.org.in,UniProt,original
https://bblserver.org.in/iampdb/,bblserver.org.in,UniProt,original
https://channelsdb2.biodata.ceitec.cz,channelsdb2.biodata.ceitec.cz,UniProt,original
https://diced.lerner.ccf.org/,diced.lerner.ccf.org,UniProt,original
https://efi.igb.illinois.edu/,efi.igb.illinois.edu,UniProt,original
https://ehubio.ehu.eus/wregex3/,ehubio.ehu.eus,UniProt,original
https://folding.biofold.org/k-pro,folding.biofold.org,UniProt,original
https://ftp.uniprot.org/pub/databases/uniprot/,ftp.uniprot.org,UniProt,original
https://fuzdb.org,fuzdb.org,UniProt,original
https://galaxy.seoklab.org/hproteome-bsite/database,galaxy.seoklab.org,UniProt,original
https://genemutation.org/,genemutation.org,UniProt,original
https://github.com/Junwu302/PLM-ARG,github.com,UniProt,original
https://github.com/MannLabs/alphamap,github.com,UniProt,original
https://github.com/ParkinsonLab/Architect,github.com,UniProt,original
https://github.com/comp-medchem/LigExtract,github.com,UniProt,original
https://github.com/dibyansu24-maker/Histify,github.com,UniProt,original
https://github.com/fountao/protwiz/tree/main/seqwiz,github.com,UniProt,original
https://github.com/khanhlee/adaptor-dnn,github.com,UniProt,original
https://github.com/ktamura2021/triterpene_rdf/,github.com,UniProt,original
https://github.com/ncbi/GNorm2,github.com,UniProt,original
https://github.com/pachterlab/gget,github.com,UniProt,original
https://github.com/seungjinna/deephos,github.com,UniProt,original
https://glycomb.glycosmos.org,glycomb.glycosmos.org,UniProt,original
https://glyconnect.expasy.org/glycoql/,glyconnect.expasy.org,UniProt,original
https://histify.streamlit.app/&,histify.streamlit.app,UniProt,original
https://ibs.renlab.org,ibs.renlab.org,UniProt,original
https://multifacetedprotdb.biocomp.unibo.it/,multifacetedprotdb.biocomp.unibo.it,UniProt,original
