publication_id,title,abstract,predicted_label,confidence,v2_positive,pycaret_prediction,pycaret_score,pycaret_positive,union_positive,pmid,ling_score,ling_evidence,ling_has_intro_pattern,ling_has_title_pattern,ling_has_url,ling_impl_keywords,ling_usage_keywords,setfit_prediction,setfit_confidence,confidence_tier,prediction_label,inclusion_reason
38043852.0,The Society of Thoracic Surgeons General Thoracic Surgery Database: 2023 Update on Outcomes and Research.,"The Society of Thoracic Surgeons General Thoracic Surgery Database (GTSD) continues its trajectory of growth and enhancement, solidifying its stature as a premier global thoracic surgical database. The past year witnessed a notable expansion with the inclusion of 10 additional participating sites, now totaling 287, augmenting the database's repository to more than 800,000 procedures. A significant stride was made in refining the data audit process, thereby elevating the accuracy and completeness metrics, a testament to the relentless pursuit of data integrity. The GTSD further broadened its research apparatus, with 15 scholarly publications, a 50% uptick from the preceding year. These publications underscore the database's instrumental role in advancing thoracic surgical knowledge. In a concerted effort to alleviate data entry exigencies, the GTSD Task Force also instituted streamlined data submission protocols, a move lauded by participant sites. This report delineates the recent advancements, volume trajectories, and outcome metrics and encapsulates the prolific research output emanating from the GTSD, reflecting a year of substantial progress and academic fecundity.",bio-resource,0.99713707,1,0,0.5867,0,1,38043852,1.0,title_pattern,False,True,False,0,0,0,0.49699172,low,USAGE,v2_classifier_positive
38221168.0,"Mantodea (Insecta) in the Invertebrate Collection of Instituto Nacional de Pesquisas da Amaznia (INPA), Manaus, Brazil.","Increasingly, scientific collections play a fundamental role in the conservation and analysis of biodiversity as a witness and repository of ecosystem organisms at risk of losing their species. The Invertebrate Collection of the Instituto Nacional de Pesquisas da Amaznia (INPA) safeguards biological information, mainly from the Amazon biome, one of the most diverse and threatened ecosystems on the planet. Mantodea specimens deposited dry in the INPA Collection were reviewed. A total of 2,721 specimens were found deposited until the year 2019. A total of 194 species and 81 genera were found with representatives of all the neotropical and several ""Old-World"" families. Families such as Mantidae, Photinaidae, and Thespidae represented the highest percentages of specimens collected within the sample, with 30%, 11%, and 9%, respectively. Four genera and fourteen species are recorded for the first time for Brazil, bringing the number of species to 247. This officially makes Brazil the most diverse country in terms of Mantodea fauna on the planet. The Collection stands out for being the most diverse reported in Latin America, even with several species yet to be described. Presently it has seven primary type specimens and 26 secondary type specimens. The excellent state of conservation of the specimens, the number of specimens, and the diversity represented have made the INPA Collection an international benchmark for Amazonian and Neotropical studies on Mantodea.",bio-resource,0.98953515,1,0,0.5867,0,1,38221168,0.0,none,False,False,False,0,0,0,0.49677595,low,USAGE,v2_classifier_positive
39445159.0,The current status and improvement directions of legal rules regarding Chinese national gene banks for farm animal genetic resources.,"A gene bank for farm animal genetic resources (FAGR) is an important facility for the diversity conservation of FAGR. The primary purpose of gene banks for FAGR is the reconstruction of those breeds. With the advent of the post-genomic era, gene banks for FAGR have increasingly become an infrastructure for the support of livestock research and animal breeding, and a platform for international research collaboration. China is one of the richest countries in the world in terms of FAGR. Chinese National Gene Banks for FAGR (CNGBFs) have an important legal status and play an important function in the Chinese FAGR protection system. In this paper, we reviewed the current situation of CNGBFs construction, and systematically collected and analyzed legal rules related to CNGBFs. As results, those legal rules were categorized into two types: (a) organization and management, (b) activities. We summarized problems existing in the current legal rules for CNGBFs from three levels: institution, practical operation, and digital development. Improvement directions of legal rules regarding CNGBFs are proposed. They include clarifying the utilization function of CNGBFs and the ownership of FAGR in CNGBFs. Moreover, improving the mechanism of administrative management, rules on domestic and international access and benefit-sharing, and the system of digital sequence information management are also suggested. The improvements in those legal rules will contribute to the appropriate utilization of Chinese FAGR and international collaborations.",bio-resource,0.8473518,1,1,0.7466,1,1,39445159,0.0,none,False,False,False,0,0,0,0.4962875,low,USAGE,v2_classifier_positive
38835230.0,"SHEA position statement on pandemic preparedness for policymakers: pandemic data collection, maintenance, and release.","The Society for Healthcare Epidemiology in America (SHEA) strongly supports modernization of data collection processes and the creation of publicly available data repositories that include a wide variety of data elements and mechanisms for securely storing both cleaned and uncleaned data sets that can be curated as clinical and research needs arise. These elements can be used for clinical research and quality monitoring and to evaluate the impacts of different policies on different outcomes. Achieving these goals will require dedicated, sustained and long-term funding to support data science teams and the creation of central data repositories that include data sets that can be ""linked"" via a variety of different mechanisms and also data sets that include institutional and state and local policies and procedures. A team-based approach to data science is strongly encouraged and supported to achieve the goal of a sustainable, adaptable national shared data resource.",bio-resource,0.8865543,1,0,0.5867,0,1,38835230,0.0,none,False,False,False,0,0,0,0.49591124,low,USAGE,v2_classifier_positive
35646087.0,"Hybrid Assembly and Annotation of the Genome of the Indian <i>Punica granatum</i>, a Superfood.","The wonder fruit pomegranate (<i>Punica granatum</i>, family Lythraceae) is one of India's economically important fruit crops that can grow in different agro-climatic conditions ranging from tropical to temperate regions. This study reports high-quality <i>de novo</i> draft hybrid genome assembly of diploid Punica cultivar ""Bhagwa"" and identifies its genomic features. This cultivar is most common among the farmers due to its high sustainability, glossy red color, soft seed, and nutraceutical properties with high market value. The draft genome assembly is about 361.76 Mb (N50 = 40 Mb), ∼9.0 Mb more than the genome size estimated by flow cytometry. The genome is 90.9% complete, and only 26.68% of the genome is occupied by transposable elements and has a relative abundance of 369.93 SSRs/Mb of the genome. A total of 30,803 proteins and their putative functions were predicted. Comparative whole-genome analysis revealed <i>Eucalyptus grandis</i> as the nearest neighbor. KEGG-KASS annotations indicated an abundance of genes involved in the biosynthesis of flavonoids, phenylpropanoids, and secondary metabolites, which are responsible for various medicinal properties of pomegranate, including anticancer, antihyperglycemic, antioxidant, and anti-inflammatory activities. The genome and gene annotations provide new insights into the pharmacological properties of the secondary metabolites synthesized in pomegranate. They will also serve as a valuable resource in mining biosynthetic pathways for key metabolites, novel genes, and variations associated with disease resistance, which can facilitate the breeding of new varieties with high yield and superior quality.",bio-resource,0.79901665,1,1,0.7466,1,1,35646087,-0.5,usage_kw=1,False,False,False,0,1,0,0.49579605,low,USAGE,v2_classifier_positive
39975586.0,Environmental impact of Norwegian food and beverages: compilation of a life cycle assessment food database.,"<h4>Background</h4>Food production contributes to greenhouse gas emissions and pollution. Climate and environmental impacts from food production vary across geographical areas. To estimate these impacts of food and diets, country-specific data are needed.<h4>Objective</h4>This project aimed to compile an environmental impact food database, including the impact categories (ICs) global warming potential, soil acidification, freshwater and saltwater eutrophication, water use and land use, representative of the Norwegian diet.<h4>Design</h4>The compilation was based on literature searches for original life cycle assessment (LCA) studies on foods, including domestic and imported foods, which constitute the habitual diet in Norway. Food items of importance in the average Norwegian diet were identified based on the national dietary survey Norkost 3. The study's generic system boundaries included impacts from farm to fork: production, processing, packaging, transportation, storage and food preparation at home. Conversion factors for edible portions were applied when relevant. When LCA data of a certain food were missing, data from foods with similar cultivation conditions and nutritional composition were used as proxies. Data from other LCA food databases were also used if original LCA studies were not identified, or the LCA studies found were evaluated as being of poor quality.<h4>Results</h4>The compiled database is tailored specifically for and covers main animal- and plant-based foods in the Norwegian diet.<h4>Discussion</h4>Limitations of the compilation project include the fact that most LCA studies identified in the present project covered ICs up to the farm gate and used varying methodology. Also, proxy values were used when data for specific food items were missing. These methodological issues introduce variability and complicate direct comparisons. The strength of the present study is the thorough work in compiling and filling data gaps for the IC values of foods in the Norwegian diet.<h4>Conclusions</h4>The Norwegian LCA food database enables simultaneous estimation of food and nutrient intakes and estimation of climate and environmental impacts of Norwegian diets.",bio-resource,0.9274923,1,0,0.5867,0,1,39975586,0.5,title_pattern; usage_kw=1,False,True,False,0,1,0,0.4946602,low,USAGE,v2_classifier_positive
36403193.0,Using the BigMouth repository for periodontal medicine: Breaking the chains?,"<h4>Background</h4>To achieve the ultimate therapeutic reality of disease prevention, we must first conduct a thorough review of periodontal and peri-implant diseases concomitant with their mechanistic, predisposing, and precipitating factors to address the present oral/systemic needs of our patients.<h4>Methods</h4>An innovative dental research patient data repository (RPDR) named BigMouth was successfully launched in August 2012 with data on more than 4.5 million patients seen in 11 dental schools (members of the Consortium of Oral Health Research and Informatics, COHRI).<h4>Results</h4>Level 1 data access allots researchers with count data that may be used to formulate and test initial hypotheses based on preliminary data trends. Level 2 access gives more detailed, patient-level information with full periodontal charts. Of note, radiographic data were not accessible at the time of writing this manuscript.<h4>Conclusion</h4>As we support the use of these innovative ""big data"" tools for exploratory use, we bring to the forefront the purposeful intention to (1) not overproject unsubstantiated relationships and (2) simultaneously pursue grounding of the mechanistic underpinnings of found associations.",bio-resource,0.95009065,1,0,0.5867,0,1,36403193,1.5,title_pattern; impl_kw=1,False,True,False,1,0,0,0.49437034,low,USAGE,v2_classifier_positive
37842242.0,New mechanisms of multidrug resistance: an introduction to the <i>Cancer Drug Resistance</i> special collection.,"<i>Cancer Drug Resistance</i> publishes contributions to understanding the biology and consequences of mechanisms that interfere with successful treatment of cancer. Since virtually all patients who die of metastatic cancer have multidrug-resistant tumors, improved treatment will require an understanding of the mechanisms of resistance to design therapies that circumvent these mechanisms, exploit these mechanisms, or inactivate these multidrug resistance mechanisms. One example of a resistance mechanism is the expression of ATP-binding cassette efflux pumps, but unfortunately, inhibition of these transporters has not proved to be the solution to overcome multidrug resistance in cancer. Other mechanisms that confer multidrug resistance, and the confluence of multiple different mechanisms (multifactorial multidrug resistance) have been identified, and it is the goal of this Special Collection to expand this catalog of potential multidrug resistance mechanisms, to explore novel ways to overcome resistance, and to present thoughtful reviews on the problem of multidrug resistance in cancer.",bio-resource,0.9530744,1,0,0.7936,0,1,37842242,0.5,impl_kw=1,False,False,False,1,0,0,0.49335104,low,USAGE,v2_classifier_positive
40201543.0,Refining the annotation of &lt;i&gt;Rhodnius prolixus&lt;/i&gt; aspartic proteases A1 family genes through proteogenomics.,"<i>Rhodnius prolixus</i> Stål (Hemiptera: Reduviidae: Triatominae) a hematophagous model organism and vector of Chagas disease, relies on a complex repertoire of digestive enzymes to process its blood meals. Among these, aspartic proteases from the A1 peptidase family play a crucial role in nutrient breakdown. This study aims to refine the gene annotation of the A1 peptidase family in this organism through proteogenomics. A comprehensive analysis of aspartic protease gene sequences and protein isoforms, identified by proteomics, revealed discrepancies in existing gene annotations, including the identification of novel open reading frames and the consolidation of previously separated gene sequences. Our efforts led to the correction of seven gene annotations, reducing the total count of A1 peptidase genes from 19 to 15. Notably, 11 of these genes were confirmed at the protein level, while two were supported by transcriptomic data. Furthermore, our findings highlight instances of alternative splicing, as seen in RPRC015076, where proteoforms T1IFK7 and R4G5J6 are expressed through intron retention. This study not only provides a more accurate and comprehensive genomic framework for the A1 peptidase family but also offers new insights into the functional complexity and regulation of digestive enzymes in <i>R. prolixus</i>. These findings pave the way for future studies on insect digestive biology and their potential applications in vector control strategies.",bio-resource,0.5911731,1,0,0.5867,0,1,40201543,0.0,none,False,False,False,0,0,0,0.4932987,low,USAGE,v2_classifier_positive
38337869.0,Genetic Diversity within a Collection of Italian Maize Inbred Lines: A Resource for Maize Genomics and Breeding.,"Genetic diversity is fundamental for studying the complex architecture of the traits of agronomic importance, controlled by major and minor loci. Moreover, well-characterized germplasm collections are essential tools for dissecting and analyzing genetic and phenotypic diversity in crops. A panel of 360 entries, a subset of a larger collection maintained within the GenBank at CREA Bergamo, which includes the inbreds derived from traditional Italian maize open-pollinated (OP) varieties and advanced breeding ones (Elite Inbreds), was analyzed to identify SNP markers using the tGBS<sup>®</sup> genotyping-by-sequencing technology. A total of 797,368 SNPs were found during the initial analysis. Imputation and filtering processes were carried out based on the percentage of missing data, redundant markers, and rarest allele frequencies, resulting in a final dataset of 15,872 SNP markers for which a physical map position was identified. Using this dataset, the inbred panel was characterized for linkage disequilibrium (LD), genetic diversity, population structure, and genetic relationships. LD decay at a genome-wide level indicates that the collection is a suitable resource for association mapping. Population structure analyses, which were carried out with different clustering methods, showed stable grouping statistics for four groups, broadly corresponding to 'Insubria', 'Microsperma', and 'Scagliolino' genotypes, with a fourth group composed prevalently of elite accessions derived from Italian and US breeding programs. Based on these results, the CREA Italian maize collection, genetically characterized in this study, can be considered an important tool for the mapping and characterization of useful traits and associated loci/alleles, to be used in maize breeding programs.",bio-resource,0.8842179,1,0,0.5867,0,1,38337869,1.5,title_pattern; impl_kw=1,False,True,False,1,0,0,0.49317825,low,USAGE,v2_classifier_positive
39839853.0,The Multicentre Acute ischemic stroke imaGIng and Clinical data (MAGIC) repository: rationale and blueprint.,"<h4>Purpose</h4>The Multicentre Acute ischemic stroke imaGIng and Clinical data (MAGIC) repository is a collaboration established in 2024 by seven stroke centres in Europe. MAGIC consolidates clinical and radiological data from acute ischemic stroke (AIS) patients who underwent endovascular therapy, intravenous thrombolysis, a combination of both, or conservative management.<h4>Participants</h4>All centres ensure accuracy and completeness of the data. Only patients who did not refuse use of their routine data collected during or after their hospital stay are included in the repository. Approvals or waivers are obtained from the responsible ethics committees before data exchange. A formal data transfer agreement (DTA) is signed by all contributing centres. The centres then share their data, and files are stored centrally on a safe server at the University Hospital Zurich. There, patient identifiers are removed and images are algorithmically de-faced. De-identified structured clinical data are connected to the imaging data by a new identifier. Data are made available to participating centres which have entered into a DTA for stroke research projects.<h4>Repository setup</h4>Initially, MAGIC is set to comprise initial and first follow-up imaging of 2,500 AIS patients. Clinical data consist of a comprehensive set of patient characteristics and routine prehospital metrics, treatment and laboratory variables.<h4>Outlook</h4>Our repository will support research by leveraging the entire range of routinely collected imaging and clinical data. This dataset reflects the current state of practice in stroke patient evaluation and management and will enable researchers to retrospectively study clinically relevant questions outside the scope of randomized controlled clinical trials. New centres are invited to join MAGIC if they meet the requirements outlined here. We aim to reach approximately 10,000 cases by 2026.",bio-resource,0.9888349,1,1,0.7466,1,1,39839853,1.0,title_pattern,False,True,False,0,0,0,0.49317783,low,USAGE,v2_classifier_positive
40666496.0,Japan-Medical Image Database (J-MID): Medical Big Data Supporting Data Science.,"The digitization of radiology practices has advanced for nearly two decades, exemplified by the global standard Digital Imaging and Communications in Medicine (DICOM). Rapid technological progress in imaging modalities has led to a significant increase in the volume of data handled. However, it has become difficult for the limited number of radiologists in Japan to maintain the quality of diagnosis while efficiently processing the data. In response, the Japan Radiological Society (JRS) advocated the ""Japan Safe Radiology"" Initiative, which aims to improve the safety, efficiency, and quality of radiological medicine by actively utilizing information and communication technology (ICT) in all aspects of radiological practice. Recent advances in innovative artificial intelligence (AI) technology have shown a high affinity for image processing, prompting recognition of the importance of using big data systems to integrate radiological medicine. Consequently, in 2017, the Japan Agency for Medical Research and Development (AMED) supported the JRS project, Development Research for the Realization of a National Image Diagnosis Database, through which the Japan Medical Image Database (J-MID) was established. The J-MID is designed to centralize medical resources and systematically collect CT/MR images and diagnostic reports from 10 major university hospitals in Japan through an academic information network (SINET). Data were anonymized and stored on a central server in the cloud, enabling researchers to utilize J-MID conveniently. In April 2024, J-MID had collected more than 534 million images (1.65 million cases), making it an unparalleled repository of real-world radiological data in Japan.",bio-resource,0.99720407,1,1,0.7466,1,1,40666496,1.5,title_pattern; impl_kw=1,False,True,False,1,0,0,0.49314538,low,USAGE,v2_classifier_positive
