pmid,entity_count,entities,spacy_count,v2_count
28453684,9,"['protein-protein interaction', 'mappi-dat', 'mammalian protein-protein interaction trap', 'mappit', 'appi-dat', 'mappit cell microarray protein protein interaction-data management & analysis tool', 'macos', 'microarray protein protein interaction-data management & analysis tool', 'https://github.com/compomics/mappi-dat.<h4>contact</h4>jan.tavernier@vib-ugent.be']",6,4
23046449,9,"['drugbank', 'pharmgkb', 'homer', 'ipad', 'integrated pathway analysis database for systematic', 'ctd', 'kegg', 'integrated pathway analysis database for systematic enrichment analysis', 'reactome']",8,3
23800136,9,"['epgdb', 'metacyc', 'pathologic', 'seed', 'etapathways', 'http://hallam.microbiology.ubc.ca/metapathways', 'genbank', 'metapathways', 'kegg']",8,2
22938150,9,"['codis', 'allele frequency database', 'frog-kb', 'forensic research/reference on genetics-knowledge base', 'dbms', 'alfred', 'orensic research/reference on genetics-knowledge base', 'forensic research/reference on genetics knowledge base', 'database management system']",6,5
24149052,9,"['drugbank', 'berex', 'biomedical entity-relationship explorer', 'entity-relationship explorer', 'erex', 'string', 'biogrid', 'msigdb', 'kegg']",7,3
29122012,9,"['drug target ontology', 'to', 'dto', 'lincs', 'idg', 'illuminating the druggable genome', 'tin', 'integrated network', 'publically available']",7,4
30714210,9,"['pdb', 'functional evolution of proteins', 'ite structures', 'cpass', 'rcsb pdb', 'protein active', 'c', 'data bank', 'rcsb']",3,6
32076423,9,"['clinvar', 'fhldb', 'https://www.biotoclin.org/fhldb', 'uniprot', 'pid', 'gnomad', 'familial hemophagocytic', 'polyphen-2', 'a comprehensive database on the molecular basis of']",9,1
23772554,9,"['mint', 'intact', 'bind', 'primos', 'human protein reference database', 'a large-scale', 'protein interaction and molecule search', 'database of interacting proteins', 'biomolecular interaction network database']",9,2
25977294,9,"['mirpath', 'diana-mirpath', 'diana', 'tarbase', 'diana-', 'kegg', 'irpath', 'arbase', 'http://www.microrna.gr/mirpathv3']",6,5
23180778,9,"['zebrafish insertion collection', 'http://research.nhgri.nih.gov/zinc/', 'zebrafish insertional collection', 'zfin', 'ebrafish information network', 'zinc', 'zinc.', 'the zebrafish insertion collection', 'zebrafish international']",5,5
22080554,9,"['omim', 'disease ontology', 'snomed ct', 'express', 'd', 'iedb', 'doid', 'fundo', 'experimental factor ontology']",8,1
25521334,9,"['clinvar', 'dgv', 'sg-adviser cnv', 'genome', 'decipher', 'scripps genome adviser', 'adviser cnv', 'sg-adviser', 'genome adviser']",5,5
26149169,9,"['alfalfa gene index and expression database', 'aged', 'sgi', 'medicago sativa gene index 1.2', 'msgi', 'f56', 'medicago sativa', 'http://plantgrn.noble.org/aged/', 'expression database']",5,4
27694208,9,"['horde', 'rdb', 'human olfactory data explorer', 'odordb', 'ormodeldb', 'ordb', 'olfactory receptor database', 'data explorer', 'odoractor']",6,5
23618375,9,"['refseq', 'pfam', 'dbsnp', 'conserved domain database', 'cosmic', 'uniprotkb', 'cdd', 'snvdis', 'panther']",9,1
27795739,9,"['jcamp', 'hemspider', 'osdb', 'open spectral database', 'cakephp', 'spectral', 'dx', 'phpstorm', 'https://github.com/stuchalk/osdb/']",7,4
33705981,9,"['https://github.com/huangzhii/tsunami/.', 'gcn', 'tool suite', 'the cancer genome atlas', 'tsunami', 'gene expression omnibus', 'tcga', 'enrichr', 'geo']",8,2
26790568,9,"['anppstem', 'tropical forest c database', 'dryad.t516f', 'gpp', 'doi', 'npp', 'ropforc-db', 'dryad', 'tropforc-db']",7,4
22053084,9,"['smart', 'pfam', 'itol', 'smart 7', 'metasmart', 'm', 'protein domain annotation resource', 'simple modular architecture research tool', 'etasmart']",5,6
34428318,9,"['variant interpretation platform for genetic hearing loss', 'http://hearing.genetics.bgi.com/.', 'vip-hl', 'acmg', 'american college of medical genetics and genomics', 'hl', 'intervar', 'clingen', 'pvs1']",7,3
26320097,8,"['hms', 'transgenic rnai project at harvard medical school', 'bloomington drosophila stock', 'trip', 'drosophila transgenic rnai project', 'rnai stock validation and phenotypes project', 'tsinghua', 'rsvp']",6,4
23396299,8,"['dcct', 'data repository', 'niddk cdr', ""niddk cdr?'--p"", 'pqt', 'niddk', 'the diabetes control and complications trial', 'cdr']",3,5
26314578,8,"['gfm', 'cellfinder', 'mgfm', 'h', 'gene expression omnibus', 'marker gene finder in microarray data', 'm', 'arker gene finder in microarray data']",4,5
31439493,8,"['nimh', 'mental health research core collection as part of the phenx', 'phenx', 'common data elements for national institute of', 'mental health research collections in nimh-funded studies and discourages use of alternative measures to collect similar data without justification', 'early psychosis specialty collection rationale for measure selection as well as additional information and protocols for obtaining each measure are available on the phenx', 'phenx early psychosis specialty collection', 'mental health-funded translational early psychosis research']",8,0
31680157,8,"['chimerseq', 'chimerpub', 'chimerseq-plus', 'chimerkb', 'chimerdb', 'string', 'tcga', 'chimerpub-plus']",6,4
29059374,8,"['pcrftb', 'arrayexpress', 'pancreatic cancer research fund tissue bank', 'ped', 'tcga', 'pancreatic expression database', 'geo', 'expression database']",5,4
25414324,8,"['uniprot', 'araport', 'tair', 'portal', 'the arabidopsis information portal', 'arabidopsis information portal', 'arabidopsis', 'bar']",6,3
24319146,8,"['uniprot', 'site', 'csa 2', 'csa', 'http://www.ebi.ac.uk/thornton-srv/databases/csa', 'uniprotkb', 'macie', 'catalytic site atlas']",6,4
27766951,8,"['oykb', 'large-scale genomic variations analysis workflow and browser in', 'soykb', 'http://soykb.org/ngs_resequence/ngs_index.php', 'pgen', 'iplant', 'http://soykb.org/pegasus/index.php', 'soybean knowledge base']",7,3
33095870,8,"['clinvar', 'ncbi', 'pubchem', 'sra', 'dbsnp', 'genbank', 'bookshelf', 'pmc']",7,1
25122463,8,"['uniprot', 'rule-based literature mining system for protein phosphorylation', 'rlims-p', 'rlims', 'phosphogrid', 'gennorm', 'uniprotkb', 'elm']",6,3
22144685,8,"['uniprot', 'smart', 'gene ontology annotation', 'pfam', 'tair', 'kegg', 'nextprot', 'interpro']",8,1
21339531,8,"['gpu', 'blastp', 'accelerating blastp on cuda-enabled graphics hardware', 'cuda-blastp', 'cuda', 'compute unified device architecture', 'genbank', 'lastp']",6,4
22120664,8,"['plant pathogen transcript assemblies database', 'asap', 'plant pathogen ribosomal dna', 'pathogen transcript assemblies', 'genbank', 'pathogen ribosomal dna', 'comprehensive phytopathogen genomics resource', 'cpgr']",6,4
23282057,8,"['intpath.<h4', 'intpath--a', 'intpath', 'integrated pathway gene relationship database', 'wikipathways', 'http://compbio.ddns.comp.nus.edu.sg:8080/intpath', 'pathway gene relationship database', 'kegg']",6,3
33879674,8,"['dle', 'david', 'gene expression database', 'database for annotation, visualization, and integrated discovery', 'kyoto encyclopedia of gene and genome', 'enrichr', 'geo', 'cluego']",8,0
21762169,8,"['fish virotrak', 'of', 'aquapathogen x', 'meap-', 'aquapathogen', 'ihnv', 'molecular epidemiology of aquatic pathogens', 'virotrak']",5,4
23708255,8,"['inria=1.32', 'mevis', 'iucl', 'iucl=1.52', 'mevis=4.40', '3dus', 'inria=1.09', 'inria=3.93']",8,0
23240691,8,"['drugbank', 'autodock', 'chembl', 'findsite', 'findsite(c', 'findsite(x', 'findsite(comb', 'dud']",5,3
25093074,8,"['ontology', 'network', 'bioportal', 'lincs', 'bard', 'bao', 'ao', 'bioassay research database']",4,4
33565189,8,"['clinvar', 'sigvar', 'http://cancersigvar.bgi.com/.', 'clingen', 'cancer sigvar', 'pathoman', 'intervar', 'sequence variant interpretation working groups']",7,2
24128060,8,"['cad', 'utilldb', 'cinnamyl alcohol dehydrogenase', 'pt-flax', 'tilling', 'lax', 'http://urgv.evry.inra.fr/utilldb', 'coumarate-3-hydroxylase']",7,2
34032471,8,"['wiki', 'data-', 'salivary proteome wiki', 'proteome', 'human salivary proteome', 'human salivary proteome wiki', 'hsp wiki', 'hsp']",4,5
34122523,8,"['the cancer genome atlas', 'tmb', 'gene expression omnibus', 'molecular signatures database', 'tcga', 'gene-set enrichment analysis', 'geo', 'dtna']",8,0
24217915,8,"['omim', 'eqtl', 'wormqtl', 'gwas central', 'wormqtlhd--a', 'wormqtlhd', 'dga', 'wormqtl(hd']",6,3
33167031,8,"['pdb', 'refseq', 'clusters of orthologous groups of proteins', 'https://www.ncbi.nlm.nih.gov/research/cog', 'cog', 'clusters of orthologous genes', 'cogs', 'genbank\\ena\\ddbj']",8,1
27789703,8,"['orthologous groups', 'vogs', 'http://dmk-brain.ecn.uiowa.edu/pvogs', 'cogs', 'clusters of orthologous groups', 'prokaryotes', 'prokaryotic virus orthologous groups', 'pvogs']",6,3
22434833,8,"['http://ctd.mdibl.org/voc.go?type=disease', 'omim', 'online mendelian inheritance in man', 'comparative toxicogenomics database', 'medic', 'mendelian inheritance in man', 'ctd', 'erged disease vocabulary']",5,5
23180791,8,"['uniprot', 'omim', 'flybase', 'orthodb', 'orthodb-the', 'prokaryotes', 'interpro', 'a hierarchical catalog of animal']",7,2
32568373,8,"['rrid', 'candimeth', 'andimeth', 'scr_017974', 'powerful yet simple visualization and quantification of dna methylation at candidate genes', 'https://github.com/sjthursby/candimeth', 'andidate methylation', 'ucsc genome browser']",6,3
27402679,8,"['semantic catalog of samples', 'regulators', 'functional annotation of the mammalian genome project', 'functional annotation of the mammalian genome', 'transcription initiation', 'sstar', 'a large-scale', 'fantom5']",4,5
31307376,8,"['omim', 'phenpathtool', 'phenpath', 'a tool for characterizing biological functions underlying different phenotypes', 'hpo', 'phenpathdb', 'kegg', 'reactome']",6,3
27045953,8,"['control--369', 'project', 'london education and inclusion project', 'education and inclusion project', 'leip', 'eie-l', 'engage in education-london', 'isrctn23244695']",5,4
29854243,8,"['map', 'gdn', 't', 'genopredict', 'a large-scale', 'predict', 'treatkb', 'disease network']",5,4
30400805,8,"['semantic indexing of french biomedical data resources', 'sifr', 'text)data', 'ehealth', 'sifr annotator', 'bioportal', 'clef', 'cépidc']",7,2
21498403,8,"['smart', 'pid', 'a tool for discerning mutational significance in groups of putative cancer genes', 'pfam', 'athscan', 'pathscan', 'kegg', 'reactome']",7,2
30407583,8,"['fusiongdb', 'fusion gene annotation database', 'the cancer genome atlas', 'https://ccsm.uth.edu/fusiongdb', 'chitars', 'tcga', 'gene annotation database', 'f']",6,4
27045824,8,"['uniprot', 'omim', 'intact', 'goa', 'gpkb', 'genomic and proteomic knowledge base', 'kegg', 'reactome']",8,2
21757464,8,"['uniprot', 'pdbpaint', 'dbpaint', 'tmhmm2.0', 'pfam', 'signalp.', 'http://sourceforge.net/projects/pdbpaint', 'heat']",7,2
23599922,8,"['lasagna-search', 'lasagna', 'modencode', 'alignment', 'encode', 'length-aware site alignment guided by nucleotide association', 'ucsc genome browser', 'model organism encyclopedia']",6,3
22892045,8,"['ir', 'vbd‒', 'borne disease airline importation risk tool', 'vector-borne disease airline importation risk tool', 'bd-air', 'vbd-air', 'vector-borne disease airline importation risk', 'tool']",2,7
29036590,8,"['tissue specific gene database in cancer', 'tissue-specific gene database in cancer', 'the cancer genome atlas', 'hpa', 'http://zhaobioinfo.org/tissgdb', 'tcga', 'tissgdb', 'human protein atlas']",8,2
33351632,8,"['bcl::conf', 'bcl', 'crystallography open database', 'multiconf', 'improved open-source knowledge-based conformation sampling using the', 'csd', 'cambridge structural database', 'cod']",8,2
30304335,8,"['tissue-specific variant annotation and prediction)', 'eqtl', 'ivan', 'predicting genetic regulatory variants', 'loco', 'tissue-specific cis-', 'issue-specific variant annotation and prediction', 'tivan']",6,3
32678893,8,"['pdb', 'casp12', 'opus-tass', 'ass', 'tass', 'transformer', 'saint', 'opus']",6,2
25356683,8,"['rfam', 'pfam', 'dcgo', 'scop', 'cgor', 'd', 'dcgor', 'interpro']",6,4
21827651,8,"['braunschweig enzyme database', 'renda', 'brenda', 'enzyme database', 'drenda', 'isease related enzyme information database', 'd', 'disease related enzyme information database']",3,6
29898651,8,"['musica', 'catalogue of somatic mutations in cancer', 'mutational signatures in cancer', 'mutationalpatterns', 'cosmic', 'http://bioinfo.ciberehd.org/gptocrc/en/tools.html', 'https://github.com/marcos-diazg/musica', 'usica']",7,3
23348786,8,"['molecular imaging and', 'researching', 'ramp', 'through molecular pathways', 'micad', 'researching imaging agents through molecular pathways', 'kyoto encyclopedia of genes and genomes', 'human protein atlas']",6,3
27531214,8,"['ddrns', 'croco', 'encode', 'http://services.bio.ifi.lmu.de/croco-web', 'tcga', 'cross-species conservation framework', 'roco', 'cross-species conservation of context-specific networks']",7,2
33346083,8,"['data.table', 'mrmlm', 'https://bigd.big.ac.cn/biocode/tools/bt007077', 'fastmremma', 'v4.0.2', 'gui', 'biocode', 'https://cran.r-project.org/web/packages/mrmlm.gui/index.html']",7,2
30278585,8,"['kyoto encyclopedia of genomes', 'for the retrieval of', 'string', 'kegg', 'mirdb', 'gene expression omnibus', 'geo', 'mirwalk']",7,1
30668638,8,"['circulating microrna expression profiling', 'http://syslab5.nchu.edu.tw/cmep', 'geo', 'mep', 'cmep.<h4', 'exrna atlas', 'cmep', 'kegg']",7,3
21276248,8,"['zinc finger nucleases', 'zinc finger open targeter', 'zifopt', 'a comprehensive resource for locating zinc finger nuclease target sites in model organisms', 'zfngenome', 'zifdb', 'zinc finger consortium', 'fngenome']",7,3
23219992,8,"['database of', 'the cancer genome atlas', 'ethylation and', 'gene expression omnibus', 'ment', 'tcga', 'geo', 'methylation and expression database of']",6,3
29470400,8,"['human metabolome database', 'ramp', 'hmdb', 'relational database of metabolomics pathways', 'wikipathways', 'kegg', 'kyoto encyclopedia of genes and genomes', 'reactome']",8,2
28238542,8,"['string', 'david', 'tsgene', 'gene expression omnibus', 'aldh2', 'cdca8', 'kegg', 'bhmt']",8,0
30127348,8,"['pdb', 'protein-protein interaction sitesbase', 'scop', 'scope', 'redundant database', 'ppins.', 'ppins', 'structural classification of proteins']",7,3
25593347,8,"['nucleic acids research database', 'validatordb', 'moonprot', 'comppi', '2015 nucleic acids research database issue contains 172 papers that include descriptions of 56 new molecular biology databases', 'sasbdb', '2015 nucleic acids research database issue and molecular biology database collection', 'rnacentral']",7,2
24234447,8,"['glycomod', 'unicarbkb', 'building a knowledge platform for glycoproteomics', 'expasy', 'unicarb', 'uniprotkb', 'glycosuitedb', 'unicarb knowledgebase']",6,3
23203881,8,"['braunschweig enzyme database', 'brenda', 'drenda', 'inetic enzyme data', 'brenda (braunschweig enzyme database', 'kenda', 'bkm-react', 'reference enzyme']",2,7
27814681,8,"['guide', 'c-mfa', 'http://tang.eece.wustl.edu/tooldevelopment.htm', 'uflux', 'w', 'an open-source platform for <sup>13</sup', 'wuflux', 'user interface design environment']",5,4
29140462,8,"['lincs', 'lincs data portal', 'of integrated network', 'ased cellular signatures', 'of integrated network-based cellular signatures', 'lincs data registry', 'library of integrated network-based cellular signatures', 'ldp']",2,7
