pmid,entity_count,entities,spacy_count,v2_count
30739313,10,"['r', 'ule input network generator', 'o-glycovis', 'o-glycan', 'o', 'rule input network generator', 't47d', 'ring', 'lycovis', 'glycovis']",4,6
21082426,10,"['gene3d', 'smart', 'pdb', 'cath', 'pfam', 'tigrfams', 'scop', 'superfamily', 'interpro', 'panther']",10,1
34370723,10,"['protein interactions domain miner', 'protein-protein interactions domain miner', 'inferring domain-domain interactions from multiple sources of protein-protein interactions', 'string', 'ddi', 'codac', 'imex', '3did', 'ppidm', 'ppidomainminer']",8,3
28158609,10,"['uniprot', 'enzyme portal', 'intenz', 'pdbe', 'chembl', 'uniprotkb', 'chebi', 'enzyme', 'rhea', 'reactome']",7,3
34911434,10,"['plantgenie.org', 'genome', 'eqtl', 'eucalyptus genome integrative explorer', 'genome integrative explorer', 'plantgenie', 'qtlxplorer', 'plant genome integrative explorer', 'popgenie', 'eucgenie']",8,4
31978081,10,"['dna databank of japan', 'of gene expression', 'sequence read archive', 'sra', 'genomic expression archive', 'arrayexpress', 'gene expression omnibus', 'aoe', 'geo', 'all of gene expression']",9,3
30586411,10,"['clinvar', 'bic', 'leiden open variation database', 'global alliance for genomics and health', 'interpretation of germline', 'brca exchange', 'network for', 'brca challenge', 'brca', 'germline mutant alleles']",6,5
22408426,10,"['expocastdb', 'actor', 'ggregated computational toxicology resource', 'toxicity reference database', 'u.s. environmental protection agency', 'aggregated computational toxicology resource', 'toxcastdb', 'distributed structure-searchable toxicity', 'toxrefdb', 'dsstox']",9,6
27230105,10,"['pubchem', 'procardb', 'a database of bacterial carotenoids', 'carotenoid', 'chebi', 'procardb- prokaryotic', 'prokaryotic carotenoid database', 'kegg', 'prokaryotes', 'lpsn']",9,2
24178989,10,"['pdb', 'omim', 'pfam', 'online mendelian inheritance in man', 'hgnc', 'a database of hypoxia-regulated proteins', 'hypoxiadb', 'ensembl', 'kegg', 'kyoto encyclopedia of genes and genomes']",10,1
21785143,10,"['gene3d', 'smart', 'uniprot', 'interpro biomart', 'pfam', 'uniparc', 'tigrfams', 'superfamily', 'interpro', 'panther']",9,1
26578601,10,"['pid', 'ttd', 'therapeutic target database', 'pathway interaction database', 'metacyc', 'wikipathways', 'netpath', 'kegg', 'panther', 'reactome']",9,2
23618375,9,"['refseq', 'pfam', 'dbsnp', 'conserved domain database', 'cosmic', 'uniprotkb', 'cdd', 'snvdis', 'panther']",9,1
24149052,9,"['drugbank', 'berex', 'biomedical entity-relationship explorer', 'entity-relationship explorer', 'erex', 'string', 'biogrid', 'msigdb', 'kegg']",7,3
29067736,9,"['pdb', 'pdb101.rcsb.org', 'worldwide protein data bank partnership', 'worldwide protein data bank', 'wwpdb', 'international nucleotide sequence database collaboration', 'data bank', 'protein data bank', 'rcsb']",6,5
32076423,9,"['clinvar', 'fhldb', 'https://www.biotoclin.org/fhldb', 'uniprot', 'pid', 'gnomad', 'familial hemophagocytic', 'polyphen-2', 'a comprehensive database on the molecular basis of']",9,1
27153700,9,"['clinvar', 'http://bioinfo.ahu.edu.cn:8080/dbdsm/index.jsp', 'gwasdb', 'gwas catalog', 'polymirts', 'bdsm', 'database of deleterious synonymous mutation', 'grasp', 'dbdsm']",8,3
21727053,9,"['israel', 'i', 'israel dna database', 'dna', 'israel police dna database', 'police dna index system', 'ipdis', 'lims', 'israel police dna index system']",5,5
23304396,9,"['ctakes', 'extracting structured epilepsy and seizure information from patient discharge summaries for cohort identification', 'and seizure', 'epidea', 'sudep', 'epilepsy data extraction', 'epilepsy data extraction and annotation', 'ilae', 'prism']",7,3
25925844,9,"['node of the human variome project', 'h', 'human variome project database', 'myhvpdb).<h', 'myhvpdb).<h4', 'malaysian node of the human variome project database', 'myhvp', 'myhvpdb', 'copy number variation']",4,6
22938150,9,"['codis', 'allele frequency database', 'frog-kb', 'forensic research/reference on genetics-knowledge base', 'dbms', 'alfred', 'orensic research/reference on genetics-knowledge base', 'forensic research/reference on genetics knowledge base', 'database management system']",6,5
22434831,9,"['mouse genome informatics', 'genome', 'omim', 'online mendelian inheritance in man', 'comparative toxicogenomics database', 'mim', 'ctd', 'gi', 'mgi']",6,5
29956454,9,"['mlc', 'doar', 'mobius3d', 'oar', 'd-db', 'm3doar', 'db', 'm3d-db', 'mobius3d.']",5,4
34428318,9,"['variant interpretation platform for genetic hearing loss', 'http://hearing.genetics.bgi.com/.', 'vip-hl', 'acmg', 'american college of medical genetics and genomics', 'hl', 'intervar', 'clingen', 'pvs1']",7,3
27742822,9,"['pfam', 'mirna pathway dictionary database', 'kegg-', 'wikipathways-', 'smpdb-', 'reactome', 'mirpathdb', 'kegg', 'pid-']",9,2
27630201,9,"['silvercid', 'named entity recognition', 'toxicogenomics', 'comparative toxicogenomics database', 'silvercid-t', 'disease named entity recognition and normalization', 'uet', 'https://zenodo.org/record/34530', 'ctd']",6,3
34042877,9,"['cdisc', 'sdql', 'leipzig', 'phenoman', 'odm', 'lha', 'leipzig health atlas', 'atlas', 'lha data portal']",6,3
33705981,9,"['https://github.com/huangzhii/tsunami/.', 'gcn', 'tool suite', 'the cancer genome atlas', 'tsunami', 'gene expression omnibus', 'tcga', 'enrichr', 'geo']",8,2
22181660,9,"['line', 'z', 'egfp', 'killerred', 'zebrafish enhancer trap lines', 'zetrap', 'zebrafish enhancer trap lines database', 'etrap', 'zebrafish enhancer trap']",4,7
26473729,9,"['the connectivity map', 'et connectivity', 'et', 'gscmap', 'gslhc', 'hierarchical clustering', 'gsa', 'slhc', 'slhc)--a']",4,7
23252913,9,"['pmdb', 'chromosome-centric', 'genomewidepdb', 'ensembl', 'peptideatlas', 'nextprot', 'global proteome machine database', 'gpmdb', 'human protein atlas']",8,3
31032842,9,"['database', 'refseq', 'metacyc', 'microcyc', 'ijsem', 'metabolic pathways database for microbial taxonomic groups for mining potential metabolic capacities of archaeal and bacterial taxonomic groups', 'metabolic pathways database for microbial taxonomic groups', 'pgdb', 'macadam']",8,3
30841849,9,"['clinvar', 'omim', 'snpeff', 'online mendelian inheritance in man', 'encode', 'mgap', 'macaque genotype and phenotype', 'mendelian inheritance in', 'grasp']",8,3
26149169,9,"['alfalfa gene index and expression database', 'aged', 'sgi', 'medicago sativa gene index 1.2', 'msgi', 'f56', 'medicago sativa', 'http://plantgrn.noble.org/aged/', 'expression database']",5,4
24499703,9,"['pid', 'pathway interaction database', 'bioportal', 'http://bioportal.bioontology.org/ontologies/pw', 'rgd', 'rat genome database', 'kegg', 'kyoto encyclopedia of genes and genomes', 'pw']",8,3
24021981,9,"['ppr16', 'pprdb', 'http://giavap-genomes.ibpc.fr/ppr', 'cbs', 'mrl1', 'mca1', 'ppr29', 'ppr18', 'rap']",9,1
29590301,9,"['clinvar', 'dbgap', 'genease', 'http://research.cchmc.org/mershalab/genease/login.html.<h4>supplementary', 'gwas catalog', 'enease', 'encode', 'kegg', 'reactome']",8,2
25977294,9,"['mirpath', 'diana-mirpath', 'diana', 'tarbase', 'diana-', 'kegg', 'irpath', 'arbase', 'http://www.microrna.gr/mirpathv3']",6,5
29876460,9,"['transcriptome shotgun assembly sequence database', 'sra', 'ddbj', 'st.-hil', 'ena', 'genbank', 'transcriptome', 'sequence read archive', 'coordinators']",8,1
22080554,9,"['omim', 'disease ontology', 'snomed ct', 'express', 'd', 'iedb', 'doid', 'fundo', 'experimental factor ontology']",8,1
32733141,9,"['fredy»', 'global biodiversity information facility', 'fredy', '«fungal records database of the northern west siberia»', 'funws', 'ungal records database of yugra', 'fungal records database of yugra', 'gbif', '2020).<h4']",6,4
30335154,9,"['zflnc', 'omim', 'zflnc-a', 'zflncrnapedia', 'go)/kyoto encyclopedia of genes and genomes', 'noncode', 'sra', 'mendelian inheritance in man', 'ensembl']",8,2
25521334,9,"['clinvar', 'dgv', 'sg-adviser cnv', 'genome', 'decipher', 'scripps genome adviser', 'adviser cnv', 'sg-adviser', 'genome adviser']",5,5
28502612,9,"['clinvar', 'dgv', 'omim', 'decipher', 'model organism aggregated resources for rare variant exploration', 'integration of human and model organism genetic resources to facilitate functional annotation of the human genome', 'marrvel', 'geno2mp', 'publically available']",9,1
30668479,9,"['pdb', 'pseppdbs', 'pseudo predicted relative solvent accessibility', 'targetdbp', 'pseudo position-specific scoring matrix', 'pseudo predicted probabilities of dna-binding sites', 'support vector machine recursive feature elimination with correlation bias reduction', 'psepssm', 'pseprsa']",9,1
21496247,9,"['comparative data analysis ontology', 'treebase', 'comparative data analysis', 'phylip', 'cdao', 'cdao-store', 'cdao-explorer', 'dao-store', 'mega']",6,4
29122012,9,"['drug target ontology', 'to', 'dto', 'lincs', 'idg', 'illuminating the druggable genome', 'tin', 'integrated network', 'publically available']",7,4
24089456,9,"['funcgen', 'nencki genomics', 'uncgen', 'ensembl funcgen', 'database.nencki-genomics.org', 'encode', 'ensembl', 'nencki genomics database', 'wsdl']",5,5
31003524,9,"['ieedatabase', 'database for accurate upper-limb intent detection using electromyography and reliable extreme learning machines', 'relm', 'r-', 'ninapro', 'elm', 'ninaprodatabase', 'semg', 'extreme learning machines']",8,3
26500249,9,"['mouse genome informatics', 'edinburgh mouse atlas gene-expression database', 'www.emouseatlas.org/emap/ehistology/index.php', 'atlas of mouse development', 'ehistology', 'gxd', 'ehistology atlas', 'emouseatlas', 'mgi']",9,3
27694208,9,"['horde', 'rdb', 'human olfactory data explorer', 'odordb', 'ormodeldb', 'ordb', 'olfactory receptor database', 'data explorer', 'odoractor']",6,5
33221922,9,"['browser', 'refseq', 'gencode', 'mane', 'eukaryotic promoter database', 'encode', 'ensembl', 'ucsc', 'ucsc genome browser']",7,2
23794918,9,"['publicly', 'belgian ants atlas', 'ormidabel', 'belgian biodiversity platform', 'http://www.formicidae', 'formidabel', 'belgian ants database', 'gbif', 'through']",8,3
30576490,9,"['uniprot', 'fuzdb', 'disprot', 'mfib', 'mobidb', 'dibs', 'elm', 'an open', 'ideal']",9,2
32895427,9,"['pcoskb<s', 'omim', 'polycystic ovary syndrome knowledgebase', 'pcoskb', 'string', 'dbsnp', 'disgenet', 'kegg', 'reactome']",8,3
24581802,9,"['uniprot', 'pdb', 'smart', 'pfam', 'expasy', 'cog', 'genbank', 'domain database', 'cdd']",8,1
33094747,9,"['structural', 'oxpi', 'toxicological', 't', 'connectivity and omic phenotype evaluations', 'scope', 'and omic phenotype evaluations', 'toxicological prioritization index', 'toxpi']",2,7
31991337,9,"['frogancestrycalc', 'allele frequency database', 'frog-kb', 'resource/reference on genetics', 'alfred', 'base', 'frog', 'a standalone batch likelihood computation tool for ancestry inference panels catalogued in frog-kb', 'forensic resource/reference on genetics-knowledge base']",6,5
30325669,9,"['plant genetic resources network', 'colbase', 'renargen', 'embrapa', 'resources', 'cenargen', 'regen', 'alelo', 'embrapa network for brazilian plant genetic resources conservation']",5,4
30722483,9,"['mrs central', 'rs', 'microbial rosetta stone', 'microbial rosetta stone central agricultural database', 'agdb', 'mrs central database', 'microbial rosetta stone central', 'mrs) central', 'database']",5,5
23772554,9,"['mint', 'intact', 'bind', 'primos', 'human protein reference database', 'a large-scale', 'protein interaction and molecule search', 'database of interacting proteins', 'biomolecular interaction network database']",9,2
25865070,9,"['second inppo world congress 2016', 'proteomics', 'international plant proteomics organization', 'cost', 'nppo', 'martin hajduch', 'biology""-a', 'first inppo world congress on', 'inppo2014']",6,3
28453684,9,"['protein-protein interaction', 'mappi-dat', 'mammalian protein-protein interaction trap', 'mappit', 'appi-dat', 'mappit cell microarray protein protein interaction-data management & analysis tool', 'macos', 'microarray protein protein interaction-data management & analysis tool', 'https://github.com/compomics/mappi-dat.<h4>contact</h4>jan.tavernier@vib-ugent.be']",6,4
27795739,9,"['jcamp', 'hemspider', 'osdb', 'open spectral database', 'cakephp', 'spectral', 'dx', 'phpstorm', 'https://github.com/stuchalk/osdb/']",7,4
27899596,9,"['omim', 'refseq', 'chimeric protein-protein interaction', 'chitars-3.1', 'chitars-3', 'ensembl', 'genecards', 'chitars', 'hippi']",6,4
29106569,9,"['pdb', 'mechanism and', 'mechanism and catalytic site atlas', 'csa', 'mechanism, annotation and classification in enzymes', 'uniprotkb', 'macie', 'm-csa', 'catalytic site atlas']",7,3
25048120,9,"['immuno polymorphism database', 'ipd', 'imgt', 'ipd-estdab', 'hpa', 'the immuno polymorphism database', 'imgt/hla database', 'ipd-kir', 'kir']",5,5
32122231,9,"['omim', 'online mendelian inheritance in man', 'hpo', 'the cancer genome atlas', 'efo', 'ncrpheno', 'tcga', 'eco', 'experimental factor ontology']",9,3
23046449,9,"['drugbank', 'pharmgkb', 'homer', 'ipad', 'integrated pathway analysis database for systematic', 'ctd', 'kegg', 'integrated pathway analysis database for systematic enrichment analysis', 'reactome']",8,3
23800136,9,"['epgdb', 'metacyc', 'pathologic', 'seed', 'etapathways', 'http://hallam.microbiology.ubc.ca/metapathways', 'genbank', 'metapathways', 'kegg']",8,2
25900361,9,"['u54gm093342', 'uniprot', 'pfam', 'interpro', 'enzyme function initiative-enzyme similarity tool', 'enzyme function initiative', 'function initiative', 'omp', 'efi-est']",8,3
24885296,9,"['structure function linkage database', 'interpro', 'mechanism, annotation and classification in enzymes database', 'sfld', 'ezcatdb', 'database of enzyme catalytic mechanisms', 'macie', 'annotation and classification in enzymes', 'catalytic site atlas']",8,2
23180778,9,"['zebrafish insertion collection', 'http://research.nhgri.nih.gov/zinc/', 'zebrafish insertional collection', 'zfin', 'ebrafish information network', 'zinc', 'zinc.', 'the zebrafish insertion collection', 'zebrafish international']",5,5
30714210,9,"['pdb', 'functional evolution of proteins', 'ite structures', 'cpass', 'rcsb pdb', 'protein active', 'c', 'data bank', 'rcsb']",3,6
30261835,9,"['shoe', 'hocomoco', 'sequence homology in eukaryotes', 'https://www.youtube.com/watch?v=qarinnb9nte.', 'celldesigner', 'hoe', 'gene expression omnibus', 'geneviz', 'reactome']",7,3
33104772,9,"['mouse genome informatics', 'gene expression database', 'gxd', 'arrayexpress', 'morpheus heat map', 'mouse gene expression database', 'expression atlas', 'geo', 'mgi']",8,3
23180793,9,"['immuno polymorphism database', 'ipd', 'ipd--t', 'ipd-estdab', 'hpa', 'the immuno polymorphism database', 'he', 'ipd-kir', 'kir']",4,6
32877456,9,"['phnd', 'cmaterdb', 'pashtu handwritten numerals database and', 'pashtu handwritten numerals dataset', 'convolutional neural networks', 'pashtu handwritten numerals database', 'pashtu optical character recognition', 'pahstu handwritten numerals recognition', 'handwritten numerals']",5,6
32487193,9,"['clinvar', 'dgv', 'omim', 'hmdd', 'scdb', 'dbsnp', 'the cancer genome atlas', 'tcga', 'an integrated database of stomach cancer']",9,1
27733501,9,"['hipsci', 'human induced pluripotent stem cell initiative', 'european collection of authenticated cell cultures', 'european nucleotide archive', 'ega', 'pride', 'ena', 'arrayexpress', 'european genome-phenome archive']",9,2
