pmid,entity_count,entities,spacy_count,v2_count
23304396,9,"['ctakes', 'extracting structured epilepsy and seizure information from patient discharge summaries for cohort identification', 'and seizure', 'epidea', 'sudep', 'epilepsy data extraction', 'epilepsy data extraction and annotation', 'ilae', 'prism']",7,3
33430995,9,"['reel', 'extraction for', 'chebi', 'named entity linking', 'pagerank', 'ctd', 'bc5cdr', 'craft', 'named entity linking models']",7,2
25925844,9,"['node of the human variome project', 'h', 'human variome project database', 'myhvpdb).<h', 'myhvpdb).<h4', 'malaysian node of the human variome project database', 'myhvp', 'myhvpdb', 'copy number variation']",4,6
25048120,9,"['immuno polymorphism database', 'ipd', 'imgt', 'ipd-estdab', 'hpa', 'the immuno polymorphism database', 'imgt/hla database', 'ipd-kir', 'kir']",5,5
32733141,9,"['fredy»', 'global biodiversity information facility', 'fredy', '«fungal records database of the northern west siberia»', 'funws', 'ungal records database of yugra', 'fungal records database of yugra', 'gbif', '2020).<h4']",6,4
26473729,9,"['the connectivity map', 'et connectivity', 'et', 'gscmap', 'gslhc', 'hierarchical clustering', 'gsa', 'slhc', 'slhc)--a']",4,7
25900361,9,"['u54gm093342', 'uniprot', 'pfam', 'interpro', 'enzyme function initiative-enzyme similarity tool', 'enzyme function initiative', 'function initiative', 'omp', 'efi-est']",8,3
33221922,9,"['browser', 'refseq', 'gencode', 'mane', 'eukaryotic promoter database', 'encode', 'ensembl', 'ucsc', 'ucsc genome browser']",7,2
34042877,9,"['cdisc', 'sdql', 'leipzig', 'phenoman', 'odm', 'lha', 'leipzig health atlas', 'atlas', 'lha data portal']",6,3
26500249,9,"['mouse genome informatics', 'edinburgh mouse atlas gene-expression database', 'www.emouseatlas.org/emap/ehistology/index.php', 'atlas of mouse development', 'ehistology', 'gxd', 'ehistology atlas', 'emouseatlas', 'mgi']",9,3
31003524,9,"['ieedatabase', 'database for accurate upper-limb intent detection using electromyography and reliable extreme learning machines', 'relm', 'r-', 'ninapro', 'elm', 'ninaprodatabase', 'semg', 'extreme learning machines']",8,3
27899596,9,"['omim', 'refseq', 'chimeric protein-protein interaction', 'chitars-3.1', 'chitars-3', 'ensembl', 'genecards', 'chitars', 'hippi']",6,4
30261835,9,"['shoe', 'hocomoco', 'sequence homology in eukaryotes', 'https://www.youtube.com/watch?v=qarinnb9nte.', 'celldesigner', 'hoe', 'gene expression omnibus', 'geneviz', 'reactome']",7,3
29876460,9,"['transcriptome shotgun assembly sequence database', 'sra', 'ddbj', 'st.-hil', 'ena', 'genbank', 'transcriptome', 'sequence read archive', 'coordinators']",8,1
30335154,9,"['zflnc', 'omim', 'zflnc-a', 'zflncrnapedia', 'go)/kyoto encyclopedia of genes and genomes', 'noncode', 'sra', 'mendelian inheritance in man', 'ensembl']",8,2
23180793,9,"['immuno polymorphism database', 'ipd', 'ipd--t', 'ipd-estdab', 'hpa', 'the immuno polymorphism database', 'he', 'ipd-kir', 'kir']",4,6
33193602,9,"['personal genome project uk genomic report generator pipeline', 'snpedia', 'clinvar', 'pgp-uk', 'https://lifebit.ai/cloudos', 'singularityhub', 'personalgenomes.org.uk/data', 'genomechronicler', 'gnomad']",9,1
30841849,9,"['clinvar', 'omim', 'snpeff', 'online mendelian inheritance in man', 'encode', 'mgap', 'macaque genotype and phenotype', 'mendelian inheritance in', 'grasp']",8,3
28502612,9,"['clinvar', 'dgv', 'omim', 'decipher', 'model organism aggregated resources for rare variant exploration', 'integration of human and model organism genetic resources to facilitate functional annotation of the human genome', 'marrvel', 'geno2mp', 'publically available']",9,1
30352937,9,"['virulence factor database', 'card', 'comprehensive antibiotic resistance database', 'a platform for diagnosis and characterization of bacterial infections', 'pathosystems resource integration center', 'accapseq', 'patric', 'vfdb', 'baccapseq']",8,2
29067736,9,"['pdb', 'pdb101.rcsb.org', 'worldwide protein data bank partnership', 'worldwide protein data bank', 'wwpdb', 'international nucleotide sequence database collaboration', 'data bank', 'protein data bank', 'rcsb']",6,5
21727053,9,"['israel', 'i', 'israel dna database', 'dna', 'israel police dna database', 'police dna index system', 'ipdis', 'lims', 'israel police dna index system']",5,5
24581802,9,"['uniprot', 'pdb', 'smart', 'pfam', 'expasy', 'cog', 'genbank', 'domain database', 'cdd']",8,1
32877456,9,"['phnd', 'cmaterdb', 'pashtu handwritten numerals database and', 'pashtu handwritten numerals dataset', 'convolutional neural networks', 'pashtu handwritten numerals database', 'pashtu optical character recognition', 'pahstu handwritten numerals recognition', 'handwritten numerals']",5,6
23252913,9,"['pmdb', 'chromosome-centric', 'genomewidepdb', 'ensembl', 'peptideatlas', 'nextprot', 'global proteome machine database', 'gpmdb', 'human protein atlas']",8,3
25865070,9,"['second inppo world congress 2016', 'proteomics', 'international plant proteomics organization', 'cost', 'nppo', 'martin hajduch', 'biology""-a', 'first inppo world congress on', 'inppo2014']",6,3
30816080,9,"['gift', 'fao', 'lmic', 'fao/who global individual food consumption data tool', ""european food safety authority's food classification and description system foodex2"", 'iqfc', 'fao/who', 'global individual food consumption data tool', 'lobal individual food consumption data tool']",7,4
25046831,8,"['semrep', 'effect resource', 'side effect resource 2', 'ider2', 'psi', 'rri', 'reflective random indexing', 'lbd']",5,3
21880147,8,"['diopt', 'omim', 'drosophila rnai screening center integrative ortholog prediction tool', 'iopt', 'online mendelian inheritance in man', 'diopt-dist', 'traits query', 'mendelian inheritance in']",3,6
28049410,8,"['genome', 'the cancer genome atlas', 'copy number variation', 'mirbase', 'hgnc', 'tcga2bed', 'tcga', 'csv']",6,3
29698482,8,"['mint', 'ilpminppi', 'intact', 'bind', 'string', 'biogrid', 'greedyminppi', 'irefindex']",8,1
29590633,8,"['omim', 'disease ontology', 'rgd', 'rat genome database', 'gd', 'genome database', 'mouse genome database', 'mgd']",6,3
27318307,8,"['unicorn', 'brenda', 'unicarbkb', 'cazy', 'glycogene database', 'kegg', 'kyoto encyclopedia of genes and genomes', 'ggdb']",8,2
26284514,8,"['uniprot', 'merops', 'specialist protein resource network that', 'cazy', 'wellcome trust genome campus in hinxton', 'refseq', 'tcdb', 'resource']",7,1
34393582,8,"['ibi', 'inbio', 'global biodiversity information facility', 'barcode of life data system', 'barcoding initiative database', 'bold', '01', 'gbif']",5,4
26578571,8,"['ddbj center', 'dna data bank of japan', 'insdc', 'dna data bank of japan center', 'jga', 'ddbj', 'international nucleotide sequence database collaboration', 'japanese genotype-phenotype archive']",4,6
24210098,8,"['comparative analysis tool', 'cats', 'meta-cats', 'influenza research database', 'ird', 'vipr', 'research database', 'virus pathogen resource']",5,5
29190397,8,"['dna data bank of japan', 'insdc', 'sequence', 'european nucleotide archive', 'ddbj', 'ena', 'genbank', 'international nucleotide sequence database collaboration']",7,3
34411258,8,"['proteomexchange', 'tair', 'uniprotkb', 'peptideatlas', '≥9', 'arabidopsis peptideatlas', 'ppdb', '1']",6,3
33793633,8,"['deviation adapted virtual agent', 'evva', 'driven', 'dgdva', 'gdm', 'gdva', 'd', 'dynamic goal driven dialogue agent']",3,6
30815174,8,"['pheno-predict-cdn', 'phenopredict-cdn', 'a large-scale', 'dcombkb', 'predict', 'treatkb', 'phenotypic comorbidity disease network', 'phenopredict']",5,5
25935546,8,"['uniprot', 'comprehensive antibiotic resistance repository', 'pubchem', 'comprehensive antibiotic resistance repository of escherichia coli', 'care', 'kegg', 'cdd', 'u-care']",5,4
21622657,8,"['pdb', 'bar-plus', 'pfam', 'scop', 'a large-scale', 'bar', 'uniprotkb', 'bologna annotation resource']",7,2
29761462,8,"['xenbase', 'xenopus model organism', 'xao', 'gene expression database', 'ensembl', 'xenopus anatomy ontology', 'uniprotkb', 'xenopus gene-human']",7,3
23203989,8,"['flybase', 'pombase', 'interaction database', 'biogrid', 'saccharomyces genome database', 'wormbase', 'arabidopsis information resource', 'biological general repository for interaction datasets']",8,2
26860878,8,"['phosphors', 'the cancer genome atlas', 'cdap', 'data analysis platform', 'tcga', 'cptac', 'common data analysis platform', 'clinical proteomic tumor analysis consortium']",6,3
29897235,8,"['pdb', 'pdb2trent', 'conformational and translational-rotational entropy from molecular ensembles', 'pbd2entropy', 'pdb2t', 'pdb2entropy', 'http://github.com/federico-fogolari/pdb2entropy', 'pdb2e']",6,3
22225511,8,"['ccsd', 'ccsd(t)/cbs', 'mp2.x/6', 'smq', 'cbs', '2', 'pm6', 'rmse']",7,1
24201223,8,"['uniprot', 'scientific', 't2dm', 'enrichment of', 'sesl', 'uniprotkb', 'gxa', 'gene expression atlas']",6,2
34907160,8,"['drugbank', 'xdeathdb', 'therapeutic target database', 'string', 'biogrid', 'https://pcm2019.shinyapps.io/xdeathdb/', 'irefindex', 'disgenet']",8,1
33166387,8,"['dna data bank of japan', 'insdc', 'european nucleotide archive', 'data', 'ddbj', 'ena', 'genbank', 'international nucleotide sequence database collaboration']",7,3
34007883,8,"['spor-canadian', 'health data research network canada', 'hdrn', 'strategy for patient-oriented research canadian data platform', 'canadian', 'cihr', 'cdp', 'spor-']",6,3
32140729,8,"[""gxd's"", 'gene expression database', 'gxd', 'arrayexpress', 'gene expression omnibus', 'geo', 'search', 'expression database']",5,4
32256158,8,"['ibi', 'inbio', 'global biodiversity information facility', 'diptera 01', 'barcode of life data system', 'barcoding initiative database', 'bold', 'gbif']",4,4
30669929,8,"['smiles', 'autophagy small molecule database', 'of', 'mechanistic', 'autophagysmdb', 'simplified', 'input line entry system', 'peroxisome proliferator activated receptor gamma']",2,8
28456806,8,"['allfam', 'pfam', 'allergome', 'structural database of allergenic proteins', 'sdap', 'immune epitope database', 'allergenonline', 'iedb']",7,7
24444128,8,"['egtc', 'mouse genome informatics', 'refseq', 'for exchangeable gene trap clones', 'exchangeable gene trap clones', 'kegg', 'kyoto encyclopedia of genes and genomes', 'mgi']",6,2
31688940,8,"['citrus genome database', 'tripal', 'vaccinium genome database', 'tripal mapviewer', 'cool season food legume database', 'mapviewer', 'genome database for rosaceae', 'cottongen']",5,3
34405124,8,"['minis', 'cosmos ng', 'toxicity database', 'cosmos database', 'noael', 'd', 'cosmos', 'cosmos db']",6,4
29073280,8,"['pmd2', 'pea marker database', 'pmd', 'sen1', 'sym13', 'pmd1', 'md1', 'md2']",3,6
32006287,8,"['pdb', 'bmrb', 'biological magnetic resonance data bank', 'biomagresbank', 'data bank', 'worldwide protein data bank', 'wwpdb', 'biomagresbank or bmrb']",6,5
31396911,8,"['pdb', 'imp', 'integrative modeling platform', 'pdb-dev', 'wpdb', 'worldwide protein data bank', 'wwpdb', 'modeling biological complexes using integrative modeling platform']",3,5
25361972,8,"['uniprot', 'pdb', 'disprot', 'pfam', 'string', 'disembl', 'mobidb', 'experimental protein-protein interactions']",8,1
23193259,8,"['pdb', 'rcsb pdb', 'pdb-101', 'research collaboratory for structural bioinformatics protein data bank', 'bank', 'the rcsb protein data bank', 'data bank', 'rcsb']",4,4
21864367,8,"['mouse genome informatics', 'medelian inheritance in man', 'online medelian inheritance in man', 'gdp', 'arrayexpress', 'datgan', 'geo', 'glaucoma discovery platform']",5,4
31691821,8,"['pdb', 'litemol', 'pdbe', 'rfam', 'worldwide protein data bank', 'improved findability of macromolecular structure data in the', 'protein data bank in europe', 'wwpdb']",8,3
33166390,8,"['19 open research dataset', 'covid19 drug repository', 'covid-19 open research dataset', 'litcovid', 'covid19', 'repository', 'covid1', 'cord-19']",3,5
30419069,8,"['c/vddb', 'cad', 'cluso', 'c/vd', 'omap', 'disease', 'vd', 'database']",4,4
30499394,8,"['drugbank', 'pdb', 'dockingserver', 'brenda', 'mdweb', 'chembl', 'ochem', 'pdbind-cn']",8,0
24234439,8,"['drugbank', 'uniprot', 'international union of basic and clinical pharmacology/british pharmacological society', 'pubchem', 'chembl', 'bps', 'ensembl', 'iuphar-db']",8,0
25685613,8,"['uniprot', 'csc', 'ucsc ebola genome portal', 'ebola', 'genome browser', 'genbank', 'iedb', 'ucsc genome browser']",6,2
30395293,8,"['bioproject', 'ncbi', 'pubchem', 'dbsnp', 'igblast', 'genbank', 'bookshelf', 'entrez']",6,2
31888443,8,"['hd', '3a-hd', 'h3abionet hd', 'h3abionet', 'h3a', 'h3a-hd', 'helpdesk', 'abionet helpdesk']",3,6
33794052,8,"['human proteome organization-proteomics standards initiative', 'interaction database', 'gag', 'inavigator', 'matrixdb', 'imex', 'extracellular matrix interaction database', 'building protein-protein and protein-glycosaminoglycan interaction networks using']",8,1
29564396,8,"['rvdb', 'database', 'viral database', 'rvdbv1', 'genbank', 'hit', 'reference viral database', 'publically available']",4,4
26320369,8,"['dgar', 'edgar', 'xperimental data and geometric analysis repository', 'experimental data and geometric analysis repository-edgar', 'cei', 'ecgi', 'experimental data and geometric analysis repository-e', 'experimental data and geometric analysis repository']",5,4
29126148,8,"['mouse genome informatics', 'ftp://ftp.ncbi.nlm.nih.gov/pub/ccds/', 'coding sequence', 'consensus coding sequence', 'hugo gene nomenclature committee', 'ensembl', 'https://www.ncbi.nlm.nih.gov/ccds/ccdsbrowse.cgi', 'ccds']",7,3
33778495,8,"['the cancer genome atlas', 'cistrome', 'bart cancer', 'gene expression omnibus', 'tcga', 'geo', 'bart', 'cistrome data browser']",8,2
26838676,7,"['omim', 'online mendelian inheritance in man', 'hpo', 'hiphive', 'mendelian inheritance in man database', 'baylor miraca genetics laboratory', 'omim explorer']",5,2
30196491,7,"['imgt/2dstructure-db', 'ab-db', 'imgt/3dstructure-db', 'imgt', 'world health organization international nonproprietary name', 'mab-db', 'fpia']",5,2
31255713,7,"['hpo2vec+', 'omim', 'decipher', 'hpoemb-orphanet', 'hpo', 'hposim', 'hpo2vec']",6,1
27487407,7,"['proteomexchange', 'hpp guidelines for mass spectrometry data interpretation version 2.1 were applied to manuscripts submitted for this 2016 c-hpp', 'peptideatlas', 'nextprot', 'saavss', 'gpmdb', 'human protein atlas']",7,1
25903933,7,"['populus genome integrative explorer', 'human encyclopedia of dna elements', 'iplant', 'encode', 'popgenie', 'publically available', 'populus']",6,4
22080555,7,"['ucsc archaeal genome browser', 'genome', 'archaeal genome browser', 'arcog', 'cog', 'conserved domain database', 'ucsc genome browser']",4,4
34415997,7,"['android app field book', 'citrus genome database', 'breeding information management system', 'bims', 'pulse crop database', 'genome database for vaccinium', 'genome database for rosaceae']",7,2
28270198,7,"['laertes', 'aertes', 'cale adverse effects related to treatment evidence', 'large', 'hoi', 'rxnorm', 'observational health data sciences and informatics']",4,4
27509041,7,"['drugbank', 'pdb', 'merops', 'pubchem', 'a widerange of available compounds of matrix metalloproteinase inhibitors', 'chembl', 'mmpi']",7,1
28651575,7,"['uniprot', 'ind', 'chebi', 'disp', 'ensembl', 'hybr', 'subc']",7,0
29974823,7,"['world health organisation', 'heat plus', 'assessment toolkit', 'health equity assessment toolkit plus', 'health equity assessment toolkit', 'assessment toolkit plus', 'heat']",4,4
25422678,7,"['trans-proteomic pipeline', 'tool for rapid annotation and differential comparison of protein post-translational modifications', 'strap', 'tool for rapid annotation of proteins', 'strap ptm', 'oftware tool for rapid annotation of proteins', 'post-translational modification edition']",4,3
27052996,7,"['uniprot', 'pazar', 'transcription factor encyclopedia', 'jaspar', 'hocomoco', 'transcription factor information system', 'tfis']",7,2
31710715,7,"['2019/20', 'concise guide', 'http://onlinelibrary.wiley.com/doi/10.1111/bph.14749', 'g protein', 'concise guide to', '2015/16', 'concise']",6,1
34368755,7,"['fimdb', 'image meta', 'imdb', 'cfad', 'chatlab facial anomaly database', 'hatlab facial anomaly database', 'ace image meta-database']",1,7
22759918,7,"['sskb', 'syndrome', ""sjögren's syndrome knowledge base"", 'sjögren', 'base', 'syndrome knowledge base', 'kegg']",2,6
31612721,7,"['saavannotator', 'saavpedia', 'saavidentifier', 'identification, functional annotation', 'saavvisualizer', 'saav', 'saavs']",7,1
31710714,7,"['2019/20', 'concise guide', 'g protein', 'concise guide to', 'http://onlinelibrary.wiley.com/doi/10.1111/bph.14752', '2015/16', 'concise']",6,1
31710716,7,"['2019/20', 'concise guide', 'g protein', 'concise guide to', 'http://onlinelibrary.wiley.com/doi/10.1111/bph.14751', '2015/16', 'concise']",6,2
31710713,7,"['2019/20', 'concise guide', 'g protein', 'concise guide to', '2015/16', 'concise', 'http://onlinelibrary.wiley.com/doi/10.1111/bph.14753']",6,2
31165883,7,"['washu epigenome browser', 'tcga', 'washu epigenome', 'encode', 'ihec', '4dn', 'washu epigenome browser update 2019']",6,2
31223358,7,"['3cgp', 'cgp', 'rouen', 'international classification of primary care', 'classification', 'icpc-2', 'icpc']",3,4
28732082,7,"[""bpc)/nationwide children's hospital in columbus"", 'quadw', ""children's oncology group"", 'cog', 'dd', 'sarcoma biostatistics', 'hdd']",5,2
31743893,7,"['international atomic energy agency', 'tee', 'iaea dlw', 'environments?<h4', 'international doubly labelled water database', 'dlw', 'international atomic energy agency international doubly labelled water database']",5,3
27001666,7,"['pdb', 'h', 'uartpac', 'catalogue of somatic mutations in cancer', 'quaternary protein amino acid clustering', 'cosmic', 'quartpac']",5,4
21982513,7,"['uniprot', 'animalqtldb', 'snat', 'dbsnp', 'mendelian inheritance in', 'kegg', 'ucsc genome browser']",6,1
27827988,7,"['csf-db', 'csf) db', 'classical swine fever', 'european classical swine fever virus database', 'classical swine fever virus database', 'db', 'sf']",3,5
32071553,7,"['mbgd', 'gcmeta', 'card', 'silva', 'mpd', 'vfdb', 'effectivedb']",7,0
25348407,7,"['exploiting structure to help users understand their sequences', 'cath', 'pfam', 'genome3d', 'scop', 'd', 'genome3d.']",6,2
26332035,7,"['multi', 'complicate', 'constructions on allied telemetry experiment', 'on allied telemetry experiment', 'complicate observations and multi-parameter', 'comlicate', 'complicate observations and multi-parameter land information constructions on allied telemetry experiment']",2,6
29331638,7,"['pdb', 'opm', 'pdbtm', 'scop', 'mpstruc', 'orientations of proteins in membranes', 'structural classification of proteins']",6,1
24302577,7,"['topdb', 'topptm', 'tmpad', 'opm', 'pdbtm', 'dbptm', 'uniprotkb']",7,3
29888066,7,"['pharmgkb', 'cardiotoxicity of chemotherapy knowledgebase', 'cic', 'sider', 'catch-kb', 'snomed-ct', 'pharmacogenomics']",7,2
23553801,7,"['ransduction-specific amplification typing of l1', 'active subfamilies', 'ts-', 'l1rp', 'atlas', 'transduction-specific amplification typing of l1 active subfamilies or ts-', 'ts-atlas']",4,4
26357317,7,"['curatable named-entity recognition using semantic relations', 'coinner', 'comparative toxicogenomic database', 'co-occurrence interaction nexus with named-entity recognition', 'toxicogenomic database', 'ctd', 'introduction.htm']",4,3
23418190,7,"['drugbank', 'pharmgkb', 'drug-snping', 'string', 'dbsnp', 'rebase', 'tagsnp']",6,1
26776205,7,"['cml', 'sketch', 'maps', 'analytics', 'rdf', 'kegg', 'knowledge']",6,1
23203877,7,"['npact', 'pubchem', 'comparative toxicogenomics database', 'naturally occurring plant-based', 'nci-60', 'naturally occurring plant-based anti-cancer compound-activity-target database', 'arget database']",5,4
34690515,7,"['i', 'inbio', 'diptera', 'global biodiversity information facility', 'barcoding initiative database', 'bold', 'gbif']",5,3
24843257,7,"['gbif', 'from', 'samples', 'spanish', 'during five', 'information', 'gps']",7,0
31130983,7,"['uniprot', 'http://www.ebi.ac.uk/compneur-srv/lgicdb/lgicdb.php', 'predicting ion channels genes and their types with machine learning techniques', 'svmprot', 'niprot', 'resource', 'universal protein resource']",5,2
28186632,7,"['plantgenie.org', 'a gene expression resource for evo-devo studies of conifer wood development', 'norwood.c', 'norwood', 'norwood.congenie.org', 'cesas', 'scw']",6,2
27785876,7,"['gus', 'eumicrobedblite', 'emboss', 'eumicrobedblite-a', 'genome annotator lite', 'genome unified schema', 'a lightweight genomic resource and analytic platform for draft oomycete genomes']",6,3
27048349,7,"['proteomicsdb', 'human integrated protein expression database', 'varelect', 'publically available', 'genecards', 'hiped', 'expression database']",5,4
30152809,7,"['eukaryotic pathogen genomics database resource', 'eupathdb', 'an integrated bioinformatic resource for fungi and oomycetes', 'fungidb', 'aspgd', 'ensembl', 'genbank']",7,3
30413482,7,"['sequence read archive', 'sra', 'ddbj', 'arrayexpress', 'encode', 'chip-atlas', 'geo']",7,1
