inventory_row_id,best_name,extracted_url,source_batch,inventory_pmid,match_type,confidence,baseline_resource_id,baseline_short_name,baseline_full_name,is_gcbr,recommendation,user_decision
1061,anIsoNet,https://www.caniso.net,2022-2025,37123454,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1062,Genome2OR,https://cord.ihuman.shanghaitech.edu.cn,2022-2025,35696018,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1063,HiChIP,http://health.tsinghua.edu.cn/hichipdb/,2022-2025,36215037,PMID,1.0,5293,HiChIPdb,,0,IN_BASELINE,
1064,INSaFLU,https://insaflu.insa.pt/,2022-2025,38659008,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1065,T4SEfinder,https://tool2-mml.sjtu.edu.cn/T4SEfinder_TAPE/,2022-2025,34657153,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1066,Trackplot,https://anaconda.org/bioconda/trackplot,2022-2025,37669275,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1067,CASTpFold,https://cfold.bme.uic.edu/castpfold/,2022-2025,38783102,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1068,OSMlanduse,https://osmlanduse.org,2022-2025,40328764,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1069,ltDB,http://www.pltdb-hust.com,2022-2025,35438150,PMID,1.0,7853,PltDB,,0,IN_BASELINE,
1070,HLA3D,http://www.hla3d.cn/,2022-2025,35289353,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1071,ORALL,https://proteomics.se/forall/,2022-2025,37860104,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1072,ioArchLinux,https://bioarchlinux.org,2022-2025,40067093,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1073,DLiP,https://skb-insilico.com/dlip,2022-2025,36700083,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1074,Ontoavida,http://www.obofoundry.org/ontology/ontoavida.html,2022-2025,37689762,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1075,FL-circAS,https://cosbi.ee.ncku.edu.tw/FL-circAS/,2022-2025,37823705,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1076,ENTRAF,https://entraf.iimas.unam.mx,2022-2025,41158063,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1077,LiPBD,https://www.researchdata.scot/accessing-data/,2022-2025,40151429,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1078,GDP,https://BioGDP.com,2022-2025,39470721,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1079,FRbase,http://proteininformatics.org/mkumar/afrbase/,2022-2025,37947313,PMID,1.0,6407,AFRbase,antifungal resistance database,0,IN_BASELINE,
1080,Polarity-JaM,http://www.polarityjam.com,2022-2025,39922822,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1081,SG-ML-PLAP,http://www.nii.ac.in/sg-ml-plap.html,2022-2025,39660955,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1082,penVariant,https://openvariant.readthedocs.io,2022-2025,39663244,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1083,Brassicaceae genome resource,http://www.tbgr.org.cn,2022-2025,35670735,PMID,1.0,8066,TBGR,The Brassicaceae Genome Resource,0,IN_BASELINE,
1084,-LacFamPred,http://proteininformatics.org/mkumar/blacfampred,2022-2025,36713195,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1085,Eukaryotic Pathogen,https://veupathdb.org,2022-2025,34718728,PMID,1.0,7056,VEuPathDB,"Eukaryotic Pathogen, Vector and Host Informatics Resource",1,IN_BASELINE,
1086,Ribo-uORF,http://rnainformatics.org.cn/RiboUORF,2022-2025,36440758,PMID,1.0,6614,Ribo-uORF,,0,IN_BASELINE,
1087,ynBioTools,https://synbiotools.lifesynther.com/,2022-2025,37069545,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1088,LIPID MAPS,http://www.lipidmaps.org,2022-2025,37855672,PMID,1.0,8380,LIPID MAPS,,1,IN_BASELINE,
1089,EstroGene2,https://estrogeneii.web.app/,2022-2025,39702552,NAME_FUZZY,0.947,5096,EstroGene,,0,REVIEW,
1090,IResist,https://hiresist.ahc.umn.edu/,2022-2025,38426331,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1091,rchidBase,https://cosbi.ee.ncku.edu.tw/orchidbase5/,2022-2025,36456919,NAME_FUZZY,0.947,6113,OrchidBase,,0,REVIEW,
1092,EPREP,http://www.geprep.org.cn/,2022-2025,39341494,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1093,ITEdb,https://citedb.cn/,2022-2025,36179089,NAME_FUZZY,0.889,7417,IEDB,Immune Epitope Database and Analysis Resource,0,REVIEW,
1094,FAIR,https://eppi.ioe.ac.uk/eppi-vis/Fair,2022-2025,39677536,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1095,SFKIT,https://sfkit.org,2022-2025,37246709,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1096,G4LDB,http://www.g4ldb.com,2022-2025,39319582,NAME_EXACT,0.95,8180,G4LDB,G-quadruplex ligands database,0,LIKELY_IN_BASELINE,
1097,g:Profiler,https://biit.cs.ut.ee/gprofiler,2022-2025,37144459,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1098,Localpdb,https://labstructbioinf.github.io/localpdb/,2022-2025,35199148,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1099,miRNATissueAtlas,https://www.ccb.uni-saarland.de/tissueatlas2025,2022-2025,39540421,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1100,EGO-CSM,https://biosig.lab.uq.edu.au/lego_csm,2022-2025,37382560,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1101,Fungtion,https://step3.erc.monash.edu/Fungtion/,2022-2025,39237206,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1102,Nmix,https://tubic.org/Nm,2022-2025,39550226,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1103,Pf-HaploAtlas,https://apps.malariagen.net/pf-haploatlas,2022-2025,39565917,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1104,PneumoBrowse 2,https://veeninglab.com/pneumobrowse,2022-2025,39436044,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1105,MULEA,https://cran.r-project.org/web/packages/mulea/,2022-2025,39425047,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1106,NMPID,https://www.rnmpid.org,2022-2025,38736683,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1107,xpOmics,http://www.biomedical-web.com/expomics,2022-2025,39128019,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1108,lantCADB,https://bioinfor.nefu.edu.cn/PlantCADB/,2022-2025,36328151,PMID,1.0,4374,PlantCADB,chromatin accessibility database,0,IN_BASELINE,
1109,econdary Metabolite Transcriptomic Pipeline,https://sema-trap.ziemertlab.com,2022-2025,35580059,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1110,NAsolo,https://rnasolo.cs.put.poznan.pl,2022-2025,35674373,PMID,1.0,6593,RNAsolo,,0,IN_BASELINE,
1111,2CDB,http://pengyonglab.com/c2cdb,2022-2025,39246384,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1112,PlantFUN,https://rocesv.github.io/PlantFUNCO,2022-2025,38411627,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1113,TMNP,http://www.bcxnfz.top/TMNP,2022-2025,34933331,NAME_FUZZY,0.889,5484,TMSNP,,0,REVIEW,
1114,TMint,https://ptmint.sjtu.edu.cn/,2022-2025,36548389,PMID,1.0,6398,PTMint,,0,IN_BASELINE,
1115,ellTrackVis,http://scbeom.github.io/ctv_tutorial,2022-2025,36991341,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1116,pLM-BLAST,https://toolkit.tuebingen.mpg.de/tools/plmblast,2022-2025,37725369,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1117,MRtist,https://nmrtist.org,2022-2025,36723167,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1118,NP-TCMtarget,http://www.bcxnfz.top/NP-TCMtarget,2022-2025,40037544,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1119,GATOM,https://ctlab.itmo.ru/shiny/gatom,2022-2025,35639928,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1120,Dockground,http://dockground.compbio.ku.edu,2022-2025,"36281025, 39956358",NAME_EXACT,0.95,8133,DOCKGROUND,,0,LIKELY_IN_BASELINE,
1121,SysteMHC Atlas,https://systemhc.sjtu.edu.cn,2022-2025,38000392,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1122,AMICA,https://bioapps.maxperutzlabs.ac.at/app/amica,2022-2025,36494623,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1123,ACovPepDB,http://i.uestc.edu.cn/ACovPepDB/,2022-2025,35697698,PMID,1.0,5282,ACovPepDB,,0,IN_BASELINE,
1124,PragMeta,http://www.PragMeta.org,2022-2025,37391755,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1125,MI-System,https://misystem.cgm.ntu.edu.tw/,2022-2025,37308034,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1126,BMC Caller,https://bmc-caller.prl.msu.edu,2022-2025,35484563,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1127,CYCLOPEp Builder,http://cyclopep.com/,2022-2025,38966006,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1128,Multiomix,https://www.multiomix.org,2022-2025,34586379,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1129,HADDOCK2,https://wenmr.science.uu.nl/haddock2.4,2022-2025,38886530,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1130,Graph Theoretical Analysis Of Task-related Functional Dynamics,https://www.nitrc.org/projects/gat_fd,2022-2025,35446912,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1131,Emoji-SP,https://osf.io/dtfjv/,2022-2025,35713762,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1132,RED-LD,https://compgen.dib.uth.gr/PRED-LD/,2022-2025,40240925,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1133,Rice Online Expression Profiles Array Database Version,https://roadv2.khu.ac.kr,2022-2025,39724366,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1134,PDCM Finder,http://www.cancermodels.org,2022-2025,36399494,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1135,Plant Reactome,https://plantreactome.gramene.org,2022-2025,37986220,NAME_EXACT,0.95,8211,Plant Reactome,,0,LIKELY_IN_BASELINE,
1136,euronBridge,http://neuronbridge.janelia.org,2022-2025,38491365,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1137,Package,https://CRAN.R-project.org/package=dbGaPCheckup,2022-2025,36869285,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1138,Job Dispatcher,https://www.ebi.ac.uk/jdispatcher,2022-2025,38597606,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1139,RBP,https://rnabiology.ircm.qc.ca/RBPImage/,2022-2025,36321651,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1140,EFSE,https://www.bioconductor.org/packages/release/bioc/html/lefser.html,2022-2025,39585730,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1141,anExplorer,http://panexplorer.southgreen.fr,2022-2025,35916725,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1142,CAT Bridge,https://catbridge.work,2022-2025,39517109,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1143,iRAnno,https://ophid.utoronto.ca/miRAnno/,2022-2025,34297061,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1144,CF2Chem,https://mcf.lifesynther.com,2022-2025,37925500,PMID,1.0,5775,MCF2Chem,,0,IN_BASELINE,
1145,Idbview,https://idbview.com,2022-2025,39493756,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1146,BiP,https://www.bip-earth.com,2022-2025,40170100,NAME_FUZZY,0.857,5893,BCIP,Breast Cancer Integrative Platform,0,REVIEW,
1147,Darling,https://www.darling-miner.org/,2022-2025,40599243,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1148,disperseNN2,https://dispersenn2.readthedocs.io/en/latest/,2022-2025,37817115,NO_MATCH,0.0,,,,,NEW_RESOURCE,
1149,tAmP-DB,https://stamp.switchlab.org,2022-2025,35199146,PMID,1.0,6585,StAmP-DB,,0,IN_BASELINE,
