inventory_row_id,best_name,extracted_url,source_batch,inventory_pmid,match_type,confidence,baseline_resource_id,baseline_short_name,baseline_full_name,is_gcbr,recommendation,user_decision
25,Cellosaurus,https://web.expasy.org/cellosaurus/,2010-2022,"29805321, 31444973",NAME_EXACT,0.95,8373.0,Cellosaurus,,1.0,LIKELY_IN_BASELINE,
26,dbPepNeo,http://www.biostatistics.online/dbPepNeo/,2010-2022,32090262,NAME_EXACT,0.95,7058.0,dbPepNeo,,0.0,LIKELY_IN_BASELINE,
30,CircadiOmics,http://circadiomics.ics.uci.edu,2010-2022,29912458,NAME_EXACT,0.95,4577.0,CircadiOmics,,0.0,LIKELY_IN_BASELINE,
31,RepeatsDB,http://protein.bio.unipd.it/repeatsdb-lite,2010-2022,29746699,NAME_EXACT,0.95,6350.0,RepeatsDB,,0.0,LIKELY_IN_BASELINE,
32,BioSample Database,http://www.ebi.ac.uk/biosamples,2010-2022,22096232,PMID,1.0,7245.0,BioSamples,BioSample Database,0.0,IN_BASELINE,
38,CTD,http://ctd.mdibl.org/,2010-2022,22125387,NAME_EXACT,0.95,4821.0,CTD,Comparative Toxicogenomics Database,0.0,LIKELY_IN_BASELINE,
43,CIViC,http://bionlp.bcgsc.ca/civicmine/,2010-2022,31796060,NAME_EXACT,0.95,8374.0,CIViC,Clinical Interpretation of Variants in Cancer,1.0,LIKELY_IN_BASELINE,
44,CLRP,https://physics.carleton.ca/clrp/egs_brachy/seed_database_v2,2010-2022,"32436344, 33735471",NAME_EXACT,0.95,5951.0,CLRP,,0.0,LIKELY_IN_BASELINE,
45,IRD,https://www.retina.com.pt,2010-2022,33109251,NAME_EXACT,0.95,7099.0,IRD,Influenza Research Database,0.0,LIKELY_IN_BASELINE,
46,CSA,http://www.ebi.ac.uk/thornton-srv/m-csa,2010-2022,29106569,NAME_EXACT,0.95,7156.0,CSA,Catalytic Site Atlas,0.0,LIKELY_IN_BASELINE,
51,snoDB,http://scottgroup.med.usherbrooke.ca/snoDB/,2010-2022,31598696,NAME_EXACT,0.95,4160.0,snoDB,,0.0,LIKELY_IN_BASELINE,
61,DGVa,http://www.ncbi.nlm.nih.gov/dbvar,2010-2022,23193291,PMID,1.0,7124.0,DGVa,,0.0,IN_BASELINE,
65,Saccharomyces Genome Database,http://itunes.com/apps/yeastgenome,2010-2022,23396302,NAME_EXACT,0.95,7891.0,SGD,Saccharomyces Genome Database,1.0,LIKELY_IN_BASELINE,
66,bio.tools,https://jib.tools,2010-2022,31913853,NAME_EXACT,0.95,4097.0,bio.tools,,0.0,LIKELY_IN_BASELINE,
68,SCOP,http://scop2.mrc-lmb.cam.ac.uk/,2010-2022,24293656,NAME_EXACT,0.95,6543.0,SCOP,Structural Classification of Proteins,0.0,LIKELY_IN_BASELINE,
71,Cistrome Data Browser,http://cistrome.org/db,2010-2022,30462313,PMID,1.0,8162.0,Cistrome DB,Cistrome Data Browser,0.0,IN_BASELINE,
72,TCGA,https://trfexplorer.cloud/,2010-2022,31735953,NAME_EXACT,0.95,8392.0,TCGA,The Cancer Genome Atlas,0.0,LIKELY_IN_BASELINE,
91,SymbioGenomesDB,http://symbiogenomesdb.uv.es,2010-2022,26607947,PMID,1.0,6775.0,SymGenDB,Symbiotic Genomes Database,0.0,IN_BASELINE,
105,Viral Host Range database,https://viralhostrangedb.pasteur.cloud,2010-2022,33594411,PMID,1.0,7036.0,Viral Host Range database,Viral Host Range database,0.0,IN_BASELINE,
106,IMEx,https://www.ebi.ac.uk/intact,2010-2022,33206959,PMID,1.0,7352.0,IntAct,,0.0,IN_BASELINE,
107,PrimerBank,http://www.flyrnai.org/flyprimerbank,2010-2022,23893746,NAME_EXACT,0.95,5788.0,PrimerBank,,0.0,LIKELY_IN_BASELINE,
108,ProteomeXchange,http://www.proteomexchange.org,2010-2022,"31686107, 33995478",NAME_EXACT,0.95,8383.0,ProteomeXchange,,1.0,LIKELY_IN_BASELINE,
137,ProBiS-database,http://probis.cmm.ki.si/database,2010-2022,22268964,PMID,1.0,6192.0,ProBiS-Database,,0.0,IN_BASELINE,
166,Molecular Database on Indian Insects,http://cib.res.in,2010-2022,29618898,PMID,1.0,4509.0,MODII,MOlecular Database on Indian Insects,0.0,IN_BASELINE,
172,Legume information system,http://legumeinfo.org,2010-2022,26546515,PMID,1.0,5388.0,LIS,Legume Information System,0.0,IN_BASELINE,
174,WormQTL,http://www.wormqtl-hd.org,2010-2022,24217915,NAME_EXACT,0.95,7924.0,WormQTL,,0.0,LIKELY_IN_BASELINE,
178,Bgee,https://www.bioconductor.org/packages/BgeeDB/,2010-2022,30467516,NAME_EXACT,0.95,4120.0,Bgee,,1.0,LIKELY_IN_BASELINE,
179,DMD,http://edystrophin.genouest.org/,2010-2022,22776072,NAME_EXACT,0.95,6476.0,DMD,Dietary MicroRNA Databases,0.0,LIKELY_IN_BASELINE,
180,LINCS,http://www.maayanlab.net/LINCS/LCB,2010-2022,24906883,NAME_EXACT,0.95,5454.0,LINCS,of Integrated Network-Based Cellular Signatures,0.0,LIKELY_IN_BASELINE,
181,DMD,http://umd.be/TREAT_DMD/,2010-2022,25604253,NAME_EXACT,0.95,6476.0,DMD,Dietary MicroRNA Databases,0.0,LIKELY_IN_BASELINE,
182,TCGA,http://bioinformatics.mdanderson.org/TCGASpliceSeq,2010-2022,26602693,NAME_EXACT,0.95,8392.0,TCGA,The Cancer Genome Atlas,0.0,LIKELY_IN_BASELINE,
183,prokaryotes,https://www.pubapps.vcu.edu/epath/,2010-2022,31506471,NAME_EXACT,0.95,4756.0,dbPSP,prokaryotes,0.0,LIKELY_IN_BASELINE,
305,map,http://proteincomplexes.org,2010-2022,28596423,NAME_EXACT,0.95,6571.0,MAP,microRNA Analysis Portal,0.0,LIKELY_IN_BASELINE,
318,P,http://p3db.org,2010-2022,24243849,PMID,1.0,5817.0,P(3)DB,Plant Protein Phosphorylation Database,0.0,IN_BASELINE,
390,GDBChEMBL,http://gdb.unibe.ch,2010-2022,32117874,PMID,1.0,8168.0,GDB17,,0.0,IN_BASELINE,
437,eQTL,https://www.jamir-eqtl.org/,2010-2022,34730175,NAME_EXACT,0.95,7289.0,eQTL,,0.0,LIKELY_IN_BASELINE,
493,CLD,http://www.corvids.de/cld,2010-2022,26868053,PMID,1.0,8331.0,CLD,Corvids Literature Database,0.0,IN_BASELINE,
494,systems genetics resource,http://systems.genetics.ucla.edu,2010-2022,23730305,PMID,1.0,8364.0,SGR,Systems Genetics Resource,0.0,IN_BASELINE,
555,Alliance of Genome Resources,http://www.alliancegenome.org,2010-2022,31552413,PMID,1.0,8370.0,Alliance of Genome Resources,,1.0,IN_BASELINE,
592,Bio-Analytic Resource for Plant Biology,http://bar.utoronto.ca,2010-2022,27987167,PMID,1.0,8371.0,BAR,Bio-Analytic Resource for Plant Biology,1.0,IN_BASELINE,
593,DMD,http://www.remudy.jp/,2010-2022,25612904,NAME_EXACT,0.95,6476.0,DMD,Dietary MicroRNA Databases,0.0,LIKELY_IN_BASELINE,
594,dbSNP,http://structure.bmc.lu.se/VariSNP,2010-2022,25385275,NAME_EXACT,0.95,8368.0,dbSNP,,0.0,LIKELY_IN_BASELINE,
595,PDB,http://pitgroup.org/amyloid,2010-2022,34303324,NAME_EXACT,0.95,8357.0,PDB,Worldwide Protein Data Bank organization,1.0,LIKELY_IN_BASELINE,
603,Gene Ontology Consortium,http://geneontology.org/,2010-2022,"27899567, 30395331",NAME_EXACT,0.95,5039.0,GOC,Gene Ontology consortium,1.0,LIKELY_IN_BASELINE,
611,KDDB,http://www.allelefrequencies.net,2010-2022,23584834,PMID,1.0,8115.0,KDDB,Allele Frequency Net Database,0.0,IN_BASELINE,
637,Ubibrowser,http://ubibrowser.ncpsb.org,2010-2022,28839186,NAME_EXACT,0.95,6817.0,UbiBrowser,,0.0,LIKELY_IN_BASELINE,
682,Complex Portal,http://www.ebi.ac.uk/complexportal,2010-2022,30357405,PMID,1.0,8387.0,ComplexPortal,,0.0,IN_BASELINE,
734,interaction database,http://www.ncbi.nlm.nih.gov/genome/viruses/retroviruses/hiv-1/interactions,2010-2022,25378338,NAME_EXACT,0.95,4608.0,CCIDB,interaction database,0.0,LIKELY_IN_BASELINE,
737,Swine Pathogen Database,https://swinepathogendb.org,2010-2022,35165687,NAME_EXACT,0.95,6555.0,SPDB,Swine Pathogen Database,0.0,LIKELY_IN_BASELINE,
738,ModelSEED,https://modelseed.org/biochem,2010-2022,33179751,NAME_EXACT,0.95,5719.0,ModelSEED,,0.0,LIKELY_IN_BASELINE,
739,Eimeria transcript DB,http://www.coccidia.icb.usp.br/eimeriatdb/,2010-2022,23411718,PMID,1.0,7131.0,EimeriaTDB,Eimeria transcript DB,0.0,IN_BASELINE,
740,GXB (breastcancer),http://breastcancer.gxbsidra.org/dm3/geneBrowser/list,2010-2022,29527288,PMID,1.0,6986.0,GXB,,0.0,IN_BASELINE,
741,GXB (ige),http://ige.gxbsidra.org/dm3/geneBrowser/list,2010-2022,31290545,PMID,1.0,6986.0,GXB,,0.0,IN_BASELINE,
743,Itsonedb,http://itsonedb.ba.itb.cnr.it/,2010-2022,22786784,PMID,1.0,5413.0,ITSoneDB,,0.0,IN_BASELINE,
745,GXB (pid),http://pid.gxbsidra.org/dm3/geneBrowser/list,2010-2022,31559014,PMID,1.0,6986.0,GXB,,0.0,IN_BASELINE,
746,EQTL,https://www.ebi.ac.uk/eqtl,2010-2022,34493866,PMID,1.0,7289.0,eQTL,,0.0,IN_BASELINE,
766,Disease associated cytokine SNPs database,http://www.iupui.edu/~cytosnp,2010-2022,22079417,PMID,1.0,7372.0,DACS-DB,disease associated cytokine SNP database,0.0,IN_BASELINE,
776,Pubchem,http://bloodexposome.org,2010-2022,31557052,NAME_EXACT,0.95,8227.0,PubChem,,0.0,LIKELY_IN_BASELINE,
778,Worldwide Protein Data Bank,https://www.wwpdb.org/,2010-2022,29688351,NAME_EXACT,0.95,6737.0,wwPDB,Worldwide Protein Data Bank,0.0,LIKELY_IN_BASELINE,
779,interaction database,http://www.deathdomain.org,2010-2022,22135292,NAME_EXACT,0.95,4608.0,CCIDB,interaction database,0.0,LIKELY_IN_BASELINE,
780,VCGDB,http://bigd.big.ac.cn/vcg/,2010-2022,30465539,PMID,1.0,4092.0,VCGDB,Virtual Chinese Genome Database,0.0,IN_BASELINE,
781,Mycocosm,http://genome.jgi.doe.gov,2010-2022,22110030,NAME_EXACT,0.95,8248.0,MycoCosm,,0.0,LIKELY_IN_BASELINE,
782,Clinical Genome Resource,http://www.clinicalgenome.org/share,2010-2022,29899502,NAME_EXACT,0.95,8375.0,ClinGen,Clinical Genome Resource,1.0,LIKELY_IN_BASELINE,
783,Mendelian Inheritance In,http://www.ncbi.nlm.nih.gov,2010-2022,22140104,NAME_EXACT,0.95,5808.0,PhenoDB,Mendelian Inheritance in,0.0,LIKELY_IN_BASELINE,
786,HPO,http://snpminertrials.com,2010-2022,32459809,NAME_EXACT,0.95,7426.0,HPO,The Human Phenotype Ontology project,0.0,LIKELY_IN_BASELINE,
843,MAP,http://www.OMAP.org,2010-2022,24037269,NAME_EXACT,0.95,6571.0,MAP,microRNA Analysis Portal,0.0,LIKELY_IN_BASELINE,
846,gene expression omnibus,http://hiv.gxbsidra.org/dm3/geneBrowser/list,2010-2022,27134731,NAME_EXACT,0.95,7675.0,GEO,Gene Expression Omnibus,0.0,LIKELY_IN_BASELINE,
849,LAMP,https://rios.mp.fhi.mpg.de,2010-2022,33430968,NAME_EXACT,0.95,8346.0,LAMP,,0.0,LIKELY_IN_BASELINE,
850,geo,http://placentalendocrinology.gxbsidra.org/dm3/landing.gsp,2010-2022,27303626,NAME_EXACT,0.95,7675.0,GEO,Gene Expression Omnibus,0.0,LIKELY_IN_BASELINE,
851,PDB,http://www.mrc-lmb.cam.ac.uk/pca/,2010-2022,29335563,NAME_EXACT,0.95,8357.0,PDB,Worldwide Protein Data Bank organization,1.0,LIKELY_IN_BASELINE,
852,Megalex,https://osf.io/qsd4v/,2010-2022,33006067,NAME_EXACT,0.95,6510.0,MEGALEX,,0.0,LIKELY_IN_BASELINE,
853,tcga,https://manticore.niehs.nih.gov/cancerRxTissue,2010-2022,33858332,NAME_EXACT,0.95,8392.0,TCGA,The Cancer Genome Atlas,0.0,LIKELY_IN_BASELINE,
854,pdb,http://ifr48.timone.univ-mrs.fr/beta-lactamase/public/,2010-2022,30783007,NAME_EXACT,0.95,8357.0,PDB,Worldwide Protein Data Bank organization,1.0,LIKELY_IN_BASELINE,
855,HPO,https://monarchinitiative.org,2010-2022,31701156,NAME_EXACT,0.95,7426.0,HPO,The Human Phenotype Ontology project,0.0,LIKELY_IN_BASELINE,
856,ENA,https://meloidogyne.inra.fr/Downloads/Meloidogyne-incognita-V2-2017,2010-2022,30228995,NAME_EXACT,0.95,7319.0,ENA,European Nucleotide Archive,1.0,LIKELY_IN_BASELINE,
857,Disorders Of,http://rheuma.biobank.eu,2010-2022,28462625,NAME_EXACT,0.95,5075.0,DSDatlas,disorders of,0.0,LIKELY_IN_BASELINE,
858,Knapsack,http://www.knapsackfamily.com/Biomarker/top.php,2010-2022,33705530,NAME_EXACT,0.95,5344.0,KNApSAcK,,0.0,LIKELY_IN_BASELINE,
859,prokaryotes,http://mlsa.cnpso.embrapa.br,2010-2022,26040196,NAME_EXACT,0.95,4756.0,dbPSP,prokaryotes,0.0,LIKELY_IN_BASELINE,
860,PDB,http://www.zbh.uni-hamburg.de/platinum_dataset,2010-2022,28206754,NAME_EXACT,0.95,8357.0,PDB,Worldwide Protein Data Bank organization,1.0,LIKELY_IN_BASELINE,
861,Sequence Read Archive,http://www.ncbi.nlm.nih.gov/sra/,2010-2022,26732614,NAME_EXACT,0.95,7845.0,SRA,Sequence Read Archive,0.0,LIKELY_IN_BASELINE,
862,Ucsc Genome Browser,https://snengs.nichd.nih.gov,2010-2022,32533862,NAME_EXACT,0.95,8137.0,UCSC Genome Browser,UCSC Genome Browser,1.0,LIKELY_IN_BASELINE,
863,Biomodels,https://sems.uni-rostock.de/projects/masymos/,2010-2022,25754863,NAME_EXACT,0.95,7179.0,BioModels,,0.0,LIKELY_IN_BASELINE,
864,geo,http://134.245.63.235/ikmb-tools/bloodmiRs,2010-2022,28934507,NAME_EXACT,0.95,7675.0,GEO,Gene Expression Omnibus,0.0,LIKELY_IN_BASELINE,
865,CBS,http://www.SaccharomycesSensuStricto.org,2010-2022,22384314,NAME_EXACT,0.95,4420.0,CBS,Conserved regulatory Binding Sites,0.0,LIKELY_IN_BASELINE,
866,proteomexchange,https://massive.ucsd.edu/,2010-2022,33166149,NAME_EXACT,0.95,8383.0,ProteomeXchange,,1.0,LIKELY_IN_BASELINE,
868,prokaryotes,http://meltomeatlas.proteomics.wzw.tum.de:5003/,2010-2022,32284610,NAME_EXACT,0.95,4756.0,dbPSP,prokaryotes,0.0,LIKELY_IN_BASELINE,
869,Arrayexpress,http://www.ebi.ac.uk/gxa,2010-2022,22064864,PMID,1.0,8122.0,Expression Atlas,,0.0,IN_BASELINE,
870,chembl,http://www.guidetopharmacology.org,2010-2022,24234439,NAME_EXACT,0.95,7147.0,ChEMBL,,1.0,LIKELY_IN_BASELINE,
871,string,http://www.isb-sib.ch,2010-2022,24792157,NAME_EXACT,0.95,6606.0,STRING,,1.0,LIKELY_IN_BASELINE,
873,Proteomexchange,http://www.ncbi.nlm.nih.gov/,2010-2022,26305468,NAME_EXACT,0.95,8383.0,ProteomeXchange,,1.0,LIKELY_IN_BASELINE,
905,Atlas,https://atlas.cancer.org.au,2010-2022,31570101,NAME_EXACT,0.95,8150.0,ATLAS,Altered TCR Ligand Affinities and Structures,0.0,LIKELY_IN_BASELINE,
926,SCOPE,http://scope.aertslab.org,2010-2022,29909982,NAME_EXACT,0.95,6453.0,SCOPe,Structural Classification of Proteins-extended,0.0,LIKELY_IN_BASELINE,
953,BacDive,https://bacdive.dsmz.de,2022-2025,"34718743, 39470737",NAME_EXACT,0.95,3908.0,BacDive,Bacterial Diversity Metadatabase,1.0,LIKELY_IN_BASELINE,
954,canSAR,https://cansar.ai,2022-2025,"36624665, 39535036",NAME_EXACT,0.95,4593.0,canSAR,,0.0,LIKELY_IN_BASELINE,
955,KEGG,https://www.kegg.jp,2022-2025,"36300620, 37881892, 39417505",NAME_EXACT,0.95,7621.0,KEGG,Kyoto Encyclopedia of Genes and Genomes,0.0,LIKELY_IN_BASELINE,
956,UniProt,https://www.uniprot.org/,2022-2025,"36408920, 39552041",NAME_EXACT,0.95,6502.0,UniProt,,1.0,LIKELY_IN_BASELINE,
957,CRISPR-surfaceome,https://crispr-surfaceome.siais.shanghaitech.edu.cn/home,2022-2025,35891797,PMID,1.0,4816.0,CRISPR-Surfaceome,,0.0,IN_BASELINE,
961,Cell Taxonomy,https://ngdc.cncb.ac.cn/celltaxonomy,2022-2025,36161321,PMID,1.0,6148.0,Cell Taxonomy,,0.0,IN_BASELINE,
964,Diseases,https://diseases.jensenlab.org,2022-2025,35348648,PMID,1.0,4801.0,DISEASES,,0.0,IN_BASELINE,
968,Small molecule antiviral compound collection,https://smacc.mml.unc.edu,2022-2025,37169224,PMID,1.0,6621.0,SMACC,Small Molecule Antiviral Compound Collection,0.0,IN_BASELINE,
969,Protist.guru,http://protist.guru/,2022-2025,35389344,PMID,1.0,6383.0,protist.guru,,0.0,IN_BASELINE,
970,Plant Metabolic Network,https://plantcyc.org,2022-2025,39558185,NAME_EXACT,0.95,6362.0,Plant Metabolic Network,Plant Metabolic Network,0.0,LIKELY_IN_BASELINE,
974,Curcumin Chalcone Derivatives Database,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,2022-2025,37605747,PMID,1.0,6630.0,Curcumin Chalcone Derivatives Database,Curcumin Chalcone Derivatives Database,0.0,IN_BASELINE,
977,Yeast mitochondrial posttranslational modification,http://compbio.fmph.uniba.sk/y-mtptm/,2022-2025,37183478,PMID,1.0,4601.0,yeast mitochondrial posttranslational modification,yeast mitochondrial posttranslational modification,0.0,IN_BASELINE,
978,Mare-MAGE,http://mare-mage.weebly.com/,2022-2025,36932341,PMID,1.0,5772.0,Mare-MAGE,,0.0,IN_BASELINE,
983,MHC Motif Atlas,http://mhcmotifatlas.org/,2022-2025,36318236,PMID,1.0,5754.0,MHC Motif,MHC Motif Atlas,0.0,IN_BASELINE,
984,exRNAdisease,http://www.origin-gene.cn/database/exRNAdisease/,2022-2025,35690280,PMID,1.0,7854.0,exRNADisease,,0.0,IN_BASELINE,
987,A3D,http://biocomp.chem.uw.edu.pl/A3D2/yeast,2022-2025,"37716955, 37897355",NAME_EXACT,0.95,4154.0,A3D,,0.0,LIKELY_IN_BASELINE,
988,Tumor-specific Neoantigen Database,https://pgx.zju.edu.cn/tsnadb/,2022-2025,36209954,PMID,1.0,8221.0,TSNAdb,tumor-specific neoantigen database,0.0,IN_BASELINE,
991,CUCUME,http://cucume.cn/,2022-2025,36698975,PMID,1.0,4846.0,Cucume,Cucurbit RNA methylation,0.0,IN_BASELINE,
997,MANE,https://texmst.ibms.sinica.edu.tw/,2022-2025,36170113,PMID,1.0,6833.0,MANE,expression profiles of MANE select transcripts,0.0,IN_BASELINE,
998,MicroScope,https://mage.genoscope.cns.fr/microscope,2022-2025,36520398,NAME_EXACT,0.95,7405.0,MicroScope,,0.0,LIKELY_IN_BASELINE,
1009,ColabFit exchange,https://colabfit.org,2022-2025,37861121,PMID,1.0,4615.0,ColabFit,,0.0,IN_BASELINE,
1019,MobiDB,https://mobidb.org/,2022-2025,"36416266, 39470701",NAME_EXACT,0.95,5762.0,MobiDB,,0.0,LIKELY_IN_BASELINE,
1020,Brain Catalog,https://ngdc.cncb.ac.cn/braincatalog,2022-2025,36243988,PMID,1.0,6152.0,Brain Catalog,,0.0,IN_BASELINE,
1021,huARdb,https://huarc.net/database,2022-2025,34606616,PMID,1.0,5269.0,huARdb,human Antigen Receptor database,0.0,IN_BASELINE,
1022,Oligogenic Diseases Database,https://olida.ibsquare.be,2022-2025,35411390,PMID,1.0,6140.0,OLIDA,OLIgogenic diseases DAtabase,0.0,IN_BASELINE,
1025,Kincore,http://dunbrack.fccc.edu/kincore,2022-2025,34643709,PMID,1.0,5063.0,Kincore,,0.0,IN_BASELINE,
1028,Pear Genomics Database,http://pyrusgdb.sdau.edu.cn,2022-2025,37710163,PMID,1.0,6406.0,PGDB,Pear Genomics Database,0.0,IN_BASELINE,
1031,Canis MitoSNP,https://canismitosnp.pl,2022-2025,37351774,PMID,1.0,4606.0,Canis MitoSNP,,0.0,IN_BASELINE,
1033,eccDNA,http://www.eccdnadb.org,2022-2025,35388171,PMID,1.0,7304.0,eccDNAdb,,0.0,IN_BASELINE,
1036,MirDIP,https://ophid.utoronto.ca/mirDIP,2022-2025,36453996,PMID,1.0,6158.0,mirDIP,,0.0,IN_BASELINE,
1039,IPD-MHC,http://www.ebi.ac.uk/ipd/mhc/,2022-2025,39436012,NAME_EXACT,0.95,7213.0,IPD-MHC,,0.0,LIKELY_IN_BASELINE,
1041,CPLM 4.0,http://cplm.biocuckoo.cn/,2022-2025,34581824,PMID,1.0,8177.0,CPLM,Compendium of Protein Lysine Modifications,0.0,IN_BASELINE,
1042,PmP,https://apps.thesgc.org/pmp/,2022-2025,39657145,NAME_EXACT,0.95,7690.0,PMP,Protein Model Portal,0.0,LIKELY_IN_BASELINE,
1044,BV-BRC,https://www.bv-brc.org/,2022-2025,36350631,PMID,1.0,7312.0,BV-BRC,Bacterial and Viral Bioinformatics Resource Center,0.0,IN_BASELINE,
1051,C4S,https://c4s.site,2022-2025,37244568,PMID,1.0,4382.0,C4S,Comprehensive Collection and Comparison for ChIP-Seq Database,0.0,IN_BASELINE,
1055,DIANA-miTED,http://www.microrna.gr/mited,2022-2025,34469540,PMID,1.0,7840.0,miTED,,0.0,IN_BASELINE,
1056,AMHRED,https://camhred.org/,2022-2025,37337236,PMID,1.0,4605.0,CAMHRED,Cameroon Health Research and Evidence Database,0.0,IN_BASELINE,
1059,sBGC-hm,https://www.wzubio.com/sbgc,2022-2025,36929933,PMID,1.0,8086.0,sBGC-hm,,0.0,IN_BASELINE,
1063,HiChIP,http://health.tsinghua.edu.cn/hichipdb/,2022-2025,36215037,PMID,1.0,5293.0,HiChIPdb,,0.0,IN_BASELINE,
1069,ltDB,http://www.pltdb-hust.com,2022-2025,35438150,PMID,1.0,7853.0,PltDB,,0.0,IN_BASELINE,
1079,FRbase,http://proteininformatics.org/mkumar/afrbase/,2022-2025,37947313,PMID,1.0,6407.0,AFRbase,antifungal resistance database,0.0,IN_BASELINE,
1083,Brassicaceae genome resource,http://www.tbgr.org.cn,2022-2025,35670735,PMID,1.0,8066.0,TBGR,The Brassicaceae Genome Resource,0.0,IN_BASELINE,
1085,Eukaryotic Pathogen,https://veupathdb.org,2022-2025,34718728,PMID,1.0,7056.0,VEuPathDB,"Eukaryotic Pathogen, Vector and Host Informatics Resource",1.0,IN_BASELINE,
1086,Ribo-uORF,http://rnainformatics.org.cn/RiboUORF,2022-2025,36440758,PMID,1.0,6614.0,Ribo-uORF,,0.0,IN_BASELINE,
1088,LIPID MAPS,http://www.lipidmaps.org,2022-2025,37855672,PMID,1.0,8380.0,LIPID MAPS,,1.0,IN_BASELINE,
1096,G4LDB,http://www.g4ldb.com,2022-2025,39319582,NAME_EXACT,0.95,8180.0,G4LDB,G-quadruplex ligands database,0.0,LIKELY_IN_BASELINE,
1108,lantCADB,https://bioinfor.nefu.edu.cn/PlantCADB/,2022-2025,36328151,PMID,1.0,4374.0,PlantCADB,chromatin accessibility database,0.0,IN_BASELINE,
1110,NAsolo,https://rnasolo.cs.put.poznan.pl,2022-2025,35674373,PMID,1.0,6593.0,RNAsolo,,0.0,IN_BASELINE,
1114,TMint,https://ptmint.sjtu.edu.cn/,2022-2025,36548389,PMID,1.0,6398.0,PTMint,,0.0,IN_BASELINE,
1120,Dockground,http://dockground.compbio.ku.edu,2022-2025,"36281025, 39956358",NAME_EXACT,0.95,8133.0,DOCKGROUND,,0.0,LIKELY_IN_BASELINE,
1123,ACovPepDB,http://i.uestc.edu.cn/ACovPepDB/,2022-2025,35697698,PMID,1.0,5282.0,ACovPepDB,,0.0,IN_BASELINE,
1135,Plant Reactome,https://plantreactome.gramene.org,2022-2025,37986220,NAME_EXACT,0.95,8211.0,Plant Reactome,,0.0,LIKELY_IN_BASELINE,
1144,CF2Chem,https://mcf.lifesynther.com,2022-2025,37925500,PMID,1.0,5775.0,MCF2Chem,,0.0,IN_BASELINE,
1149,tAmP-DB,https://stamp.switchlab.org,2022-2025,35199146,PMID,1.0,6585.0,StAmP-DB,,0.0,IN_BASELINE,
1151,DSDBASE,http://caps.ncbs.res.in/dsdbase2,2022-2025,35230424,PMID,1.0,4568.0,DSDBASE2.0,DiSulphide dataBASE,0.0,IN_BASELINE,
1152,InParanoiD,https://inparanoidb.sbc.su.se/,2022-2025,36764355,PMID,1.0,5525.0,InParanoiDB,,0.0,IN_BASELINE,
1155,modERN,http://encodeproject.org,2022-2025,36652461,NAME_EXACT,0.95,4994.0,ModERN,Model Organism ENCyclopedia,0.0,LIKELY_IN_BASELINE,
1158,steoDIP,http://ophid.utoronto.ca/OsteoDIP,2022-2025,36474475,PMID,1.0,6160.0,OsteoDIP,Osteoarthritis Data Integration Portal,0.0,IN_BASELINE,
1161,CeDR Atlas,https://ngdc.cncb.ac.cn/cedr,2022-2025,34634794,PMID,1.0,6118.0,CeDR,,0.0,IN_BASELINE,
