"row_num","best_name","paper_titles","best_name_updated","full_name_updated","confidence","notes"
"19","PerturbAtlas","PerturbAtlas: a comprehensive atlas of public genetic perturbation bulk RNA-seq datasets.","PerturbAtlas","PerturbAtlas","HIGH","No expansion in title"
"20","xQTLatlas","xQTLatlas: a comprehensive resource for human cellular-resolution multi-omics genetic regulatory landscape.","xQTLatlas","xQTLatlas","HIGH","No expansion in title"
"21","BeetleAtlas","BeetleAtlas: An Ontogenetic and Tissue-specific Transcriptomic Atlas of the Red Flour Beetle Tribolium castaneum.","BeetleAtlas","BeetleAtlas","HIGH","No expansion in title"
"22","FaissMolLib","FaissMolLib: An efficient and easy deployable tool for ligand-based virtual screening.","FaissMolLib","FaissMolLib","HIGH","No expansion in title"
"23","ClinicalOmicsDB","ClinicalOmicsDB: exploring molecular associations of oncology drug responses in clinical trials.","ClinicalOmicsDB","ClinicalOmicsDB","HIGH","No expansion in title"
"24","MakeSBML","MakeSBML: a tool for converting between Antimony and SBML.","MakeSBML","MakeSBML","HIGH","No expansion in title"
"25","MMiKG","MMiKG: a knowledge graph-based platform for path mining of microbiota-mental diseases interactions.","MMiKG","MMiKG","HIGH","No expansion in title"
"26","ExMove","ExMove: An open-source toolkit for processing and exploring animal-tracking data in R.","ExMove","ExMove","HIGH","No expansion in title"
"27","sc2GWAS","sc2GWAS: a comprehensive platform linking single cell and GWAS traits of human.","sc2GWAS","sc2GWAS","HIGH","No expansion in title"
"28","Harmonizome","Harmonizome 3.0: integrated knowledge about genes and proteins from diverse multi-omics resources.","Harmonizome","Harmonizome","HIGH","No expansion in title"
"29","PEPhub","PEPhub: a database, web interface, and API for editing, sharing, and validating biological sample metadata.","PEPhub","PEPhub","HIGH","No expansion in title"
"30","D-ORB","D-ORB: A Web Server to Extract Structural Features of Related But Unaligned RNA Sequences.","D-ORB","D-ORB","HIGH","No expansion in title"
"31","ssREAD","A single-cell and spatial RNA-seq database for Alzheimer's disease (ssREAD).","ssREAD","ssREAD","HIGH","No expansion in title"
"32","MOI","MOI is a comprehensive database collecting processed multi-omics data associated with viral infection.","MOI","MOI","HIGH","No expansion in title"
"33","HuPoxNET","Navigating the human-monkeypox virus interactome: HuPoxNET atlas reveals functional insights.","HuPoxNET","HuPoxNET","HIGH","No expansion in title"
"34","DeepBIO","DeepBIO: an automated and interpretable deep-learning platform for high-throughput biological sequence prediction, functional annotation and visualization analysis.","DeepBIO","DeepBIO","HIGH","No expansion in title"
"35","PolyCrit","PolyCrit: An Online Collaborative Platform for Polymer Characterization.","PolyCrit","PolyCrit","HIGH","No expansion in title"
"36","pmTR","pmTR database: population matched (pm) germline allelic variants of T-cell receptor (TR) loci.","pmTR","pmTR","HIGH","No expansion in title"
"37","PanEffect","PanEffect: a pan-genome visualization tool for variant effects in maize.","PanEffect","PanEffect","HIGH","No expansion in title"
"38","GAUSS","GAUSS: a summary-statistics-based R package for accurate estimation of linkage disequilibrium for variants, Gaussian imputation, and TWAS analysis of cosmopolitan cohorts.","GAUSS","GAUSS","HIGH","No expansion in title"
"39","RGT","RGT: a toolbox for the integrative analysis of high throughput regulatory genomics data.","RGT","RGT","HIGH","No expansion in title"
"40","PlantCircRNA","PlantCircRNA: a comprehensive database for plant circular RNAs.","PlantCircRNA","PlantCircRNA","HIGH","No expansion in title"
"41","aop-wiki","Providing Adverse Outcome Pathways from the AOP-Wiki in a Semantic Web Format to Increase Usability and Accessibility of the Content.","AOP-Wiki","AOP-Wiki","HIGH","No expansion in title"
"42","SUBTLEX-CY","SUBTLEX-CY: A new word frequency database for Welsh.","SUBTLEX-CY","SUBTLEX-CY","HIGH","No expansion in title"
"43","An open","An open-access database of video stimuli for action observation research in neuroimaging settings: psychometric evaluation and motion characterization.","An open","An open","LOW","Unclear name - appears to be a general description"
"44","PlateletBase","PlateletBase: A Comprehensive Knowledgebase for Platelet Research and Disease Insights.","PlateletBase","PlateletBase","HIGH","No expansion in title"
"45","DSFworld","DSFworld: A flexible and precise tool to analyze differential scanning fluorimetry data.","DSFworld","DSFworld","HIGH","No expansion in title"
"46","BioKIT","BioKIT: a versatile toolkit for processing and analyzing diverse types of sequence data.","BioKIT","BioKIT","HIGH","No expansion in title"
"47","TaxSEA","TaxSEA: rapid interpretation of microbiome alterations using taxon set enrichment analysis and public databases.","TaxSEA","TaxSEA","HIGH","No expansion in title"
"48","CAVE","CAVE: a cloud-based platform for analysis and visualization of metabolic pathways.","CAVE","CAVE","HIGH","No expansion in title"
"49","CovBinderInPDB","CovBinderInPDB: A Structure-Based Covalent Binder Database.","CovBinderInPDB","CovBinderInPDB","HIGH","No expansion in title"
"50","MicNet","MicNet toolbox: Visualizing and unraveling a microbial network.","MicNet","MicNet","HIGH","No expansion in title"
"51","AVM","AVM: A Manually Curated Database of Aerosol-transmitted Virus Mutations, Human Diseases, and Drugs.","AVM","AVM","HIGH","No expansion in title"
"52","PANGEA","PANGEA: a new gene set enrichment tool for Drosophila and common research organisms.","PANGEA","PANGEA","HIGH","No expansion in title"
"53","DisEnrich","DisEnrich: database of enriched regions in human dark proteome.","DisEnrich","DisEnrich","HIGH","No expansion in title"
"54","ListiWiki","ListiWiki: A database for the foodborne pathogen Listeria monocytogenes.","ListiWiki","ListiWiki","HIGH","No expansion in title"
"55","GametesOmics","GametesOmics: A Comprehensive Multi-omics Database for Exploring the Gametogenesis in Humans and Mice.","GametesOmics","GametesOmics","HIGH","No expansion in title"
"56","mitoPADdb","mitoPADdb: A database of mitochondrial proteins associated with diseases.","mitoPADdb","mitoPADdb","HIGH","No expansion in title"
"57","GRAVEN","GRAVEN: a database of teaching method that applies gestures to represent the neurosurgical approach's blood vessels and nerves.","GRAVEN","GRAVEN","HIGH","No expansion in title"
"58","Antigen-antibody Complex Database","A comprehensive antigen-antibody complex database unlocking insights into interaction interface.","Antigen-antibody Complex Database","Antigen-antibody Complex Database","HIGH","Already descriptive name"
"59","ProteInfer","ProteInfer, deep neural networks for protein functional inference.","ProteInfer","ProteInfer","HIGH","No expansion in title"
"60","DIONYSUS","DIONYSUS: a database of protein-carbohydrate interfaces.","DIONYSUS","DIONYSUS","HIGH","No expansion in title"
"61","metsDB","metsDB: a knowledgebase of cancer metastasis at bulk, single-cell and spatial levels.","metsDB","metsDB","HIGH","No expansion in title"
"62","LCRAnnotationsDB","LCRAnnotationsDB: a database of low complexity regions functional and structural annotations.","LCRAnnotationsDB","LCRAnnotationsDB","HIGH","No expansion in title"
"63","COMER","The COMER web server for protein analysis by homology.","COMER","COMER","HIGH","No expansion in title"
"64","AVDOS-VR","AVDOS-VR: Affective Video Database with Physiological Signals and Continuous Ratings Collected Remotely in VR.","AVDOS-VR","Affective Video Database with Physiological Signals","HIGH","Expansion explicit - AVDOS maps to Affective Video Database"
"65","BridgeDPI","BridgeDPI: a novel Graph Neural Network for predicting drug-protein interactions.","BridgeDPI","BridgeDPI","HIGH","No expansion in title"
"66","GutBugDB","GutBugDB: a web resource to predict the human gut microbiome-mediated biotransformation of biotic and xenobiotic molecules.","GutBugDB","GutBugDB","HIGH","No expansion in title"
"67","EryDB","EryDB: A Transcriptomic Profile Database for Erythropoiesis and Erythroid-related Diseases.","EryDB","EryDB","HIGH","No expansion in title"
"68","NeoTCR","NeoTCR: An Immunoinformatic Database of Experimentally-supported Functional Neoantigen-specific TCR Sequences.","NeoTCR","NeoTCR","HIGH","No expansion in title"
"69","TIRESIA","TIRESIA: An eXplainable Artificial Intelligence Platform for Predicting Developmental Toxicity.","TIRESIA","TIRESIA","HIGH","No expansion in title"
"70","INS","Culicoides Latreille (Diptera, Ceratopogonidae) of Colombia: records from the collection of insects of medical importance from National Institute of Health.","INS","INS","HIGH","No expansion in title"
"71","MiCloud","MiCloud: A unified web platform for comprehensive microbiome data analysis.","MiCloud","MiCloud","HIGH","No expansion in title"
"72","OncoSexome","OncoSexome: the landscape of sex-based differences in oncologic diseases.","OncoSexome","OncoSexome","HIGH","No expansion in title"
"73","CHEM","A BERT-based ensemble learning approach for the BioCreative VII challenges: full-text chemical identification and multi-label classification in PubMed articles.","CHEM","CHEM","HIGH","No expansion in title"
"74","PRA-Pred","PRA-Pred: Structure-based prediction of protein-RNA binding affinity.","PRA-Pred","PRA-Pred","HIGH","No expansion in title"
"75","VCAT","VCAT: an integrated variant function annotation tools.","VCAT","VCAT","HIGH","No expansion in title"
"76","SUBTLEX-AR","SUBTLEX-AR: Arabic word distributional characteristics based on movie subtitles.","SUBTLEX-AR","SUBTLEX-AR","HIGH","No expansion in title"
"77","GenArk","GenArk: towards a million UCSC genome browsers.","GenArk","GenArk","HIGH","No expansion in title"
"78","OrgXenomics","OrgXenomics: an integrated proteomic knowledge base for patient-derived organoid and xenograft.","OrgXenomics","OrgXenomics","HIGH","No expansion in title"
"79","HUT","B-Cell Epitope Prediction for Antipeptide Paratopes with the HAPTIC2/HEPTAD User Toolkit (HUT).","HUT","HAPTIC2/HEPTAD User Toolkit","HIGH","Expansion explicit in parentheses"
"80","NLM-Chem","NLM-Chem-BC7: manually annotated full-text resources for chemical entity annotation and indexing in biomedical articles.","NLM-Chem","NLM-Chem","HIGH","No expansion in title"
"81","VITALdb","VITALdb: to select the best viroinformatics tools for a desired virus or application.","VITALdb","VITALdb","HIGH","No expansion in title"
"82","Easy-MODA","Easy-MODA: Simplifying standardised registration of scientific simulation workflows through MODA template guidelines powered by the Enalos Cloud Platform.","Easy-MODA","Easy-MODA","HIGH","No expansion in title"
"83","OmicsNet","OmicsNet 2.0: a web-based platform for multi-omics integration and network visual analytics.","OmicsNet","OmicsNet","HIGH","No expansion in title"
"84","SingPro","SingPro: a knowledge base providing single-cell proteomic data.","SingPro","SingPro","HIGH","No expansion in title"
"85","nextPYP","nextPYP: a comprehensive and scalable platform for characterizing protein variability in situ using single-particle cryo-electron tomography.","nextPYP","nextPYP","HIGH","No expansion in title"
"86","BALDR","BALDR: A Web-based platform for informed comparison and prioritization of biomarker candidates for type 2 diabetes mellitus.","BALDR","BALDR","HIGH","No expansion in title"
"87","Regulatory Circuits","Improving reusability along the data life cycle: a regulatory circuits case study.","Regulatory Circuits","Regulatory Circuits","HIGH","No expansion in title"
"88","GBCdb","GBCdb: RNA expression landscapes and ncRNA-mRNA interactions in gallbladder carcinoma.","GBCdb","GBCdb","HIGH","No expansion in title"
"89","GOntoSim","GOntoSim: a semantic similarity measure based on LCA and common descendants.","GOntoSim","GOntoSim","HIGH","No expansion in title"
"90","ThermusQ","ThermusQ: Toward the cell simulation platform for Thermus thermophilus.","ThermusQ","ThermusQ","HIGH","No expansion in title"
"91","CircaKB","CircaKB: a comprehensive knowledgebase of circadian genes across multiple species.","CircaKB","CircaKB","HIGH","No expansion in title"
"92","HiBC","HiBC: a publicly available collection of bacterial strains isolated from the human gut.","HiBC","HiBC","HIGH","No expansion in title"
"93","StemDriver","StemDriver: a knowledgebase of gene functions for hematopoietic stem cell fate determination.","StemDriver","StemDriver","HIGH","No expansion in title"
"94","DRMref","DRMref: comprehensive reference map of drug resistance mechanisms in human cancer.","DRMref","DRMref","HIGH","No expansion in title"
"95","ASCARIS","ASCARIS: Positional feature annotation and protein structure-based representation of single amino acid variations.","ASCARIS","ASCARIS","HIGH","No expansion in title"
"96","SomaLogic","High Throughput Proteomics Using the SomaLogic Platform.","SomaLogic","SomaLogic","HIGH","No expansion in title"
"97","ProsperousPlus","ProsperousPlus: a one-stop and comprehensive platform for accurate protease-specific substrate cleavage prediction and machine-learning model construction.","ProsperousPlus","ProsperousPlus","HIGH","No expansion in title"
"98","PRANA","PRANA: an R package for differential co-expression network analysis with the presence of additional covariates.","PRANA","PRANA","HIGH","No expansion in title"
"99","BioKA","BioKA: a curated and integrated biomarker knowledgebase for animals.","BioKA","BioKA","HIGH","No expansion in title"
"100","PhaeoEpiView","PhaeoEpiView: an epigenome browser of the newly assembled genome of the model diatom Phaeodactylum tricornutum.","PhaeoEpiView","PhaeoEpiView","HIGH","No expansion in title"
"101","PungentDB","PungentDB: Bridging traditional Chinese medicine of medicine food homology and modern food flavor chemistry.","PungentDB","PungentDB","HIGH","No expansion in title"
"102","RNAscape","RNAscape: geometric mapping and customizable visualization of RNA structure.","RNAscape","RNAscape","HIGH","No expansion in title"
"103","Emati","Emati: a recommender system for biomedical literature based on supervised learning.","Emati","Emati","HIGH","No expansion in title"
"104","SoyMD","SoyMD: a platform combining multi-omics data with various tools for soybean research and breeding.","SoyMD","SoyMD","HIGH","No expansion in title"
"105","ConTraSt","The ConTraSt database for analysing and comparing empirical studies of consciousness theories.","ConTraSt","ConTraSt","HIGH","No expansion in title"
"106","CHRR","Practical sampling of constraint-based models: Optimized thinning boosts CHRR performance.","CHRR","CHRR","HIGH","No expansion in title"
"107","PubPlant","PubPlant - a continuously updated online resource for sequenced and published plant genomes.","PubPlant","PubPlant","HIGH","No expansion in title"
"108","dbCAN3","dbCAN3: automated carbohydrate-active enzyme and substrate annotation.","dbCAN3","dbCAN3","HIGH","No expansion in title"
"109","ColPTMScape","ColPTMScape: An open access knowledge base for tissue-specific collagen PTM maps.","ColPTMScape","ColPTMScape","HIGH","No expansion in title"
"110","AcidBasePred","[AcidBasePred: a protein acid-base tolerance prediction platform based on deep learning].","AcidBasePred","AcidBasePred","HIGH","No expansion in title"
"111","MHA","MHA, an interactive website for scRNA-seq data of male genitourinary development and disease.","MHA","MHA","HIGH","No expansion in title"
"112","Emotional palette","Emotional palette: a computational mapping of aesthetic experiences evoked by visual art.","Emotional palette","Emotional palette","HIGH","No expansion in title"
"113","Computed Authors in 2024","PubMed Computed Authors in 2024: an open resource of disambiguated author names in biomedical literature.","PubMed Computed Authors","PubMed Computed Authors","HIGH","No expansion in title"
"114","Database Tool Integrating Genomic and Pharmacologic Data from Adrenocortical Carcinoma Cell Lines","A Database Tool Integrating Genomic and Pharmacologic Data from Adrenocortical Carcinoma Cell Lines, PDX, and Patient Samples.","Database Tool Integrating Genomic and Pharmacologic Data from Adrenocortical Carcinoma Cell Lines","Database Tool Integrating Genomic and Pharmacologic Data from Adrenocortical Carcinoma Cell Lines","HIGH","Already descriptive name"
"115","Complex Inhibitory Activity of Pentacyclic Triterpenoids against Cutaneous Melanoma In Vitro and In Vivo","Complex Inhibitory Activity of Pentacyclic Triterpenoids against Cutaneous Melanoma In Vitro and In Vivo: A Literature Review and Reconstruction of Their Melanoma-Related Protein Interactome.","Complex Inhibitory Activity of Pentacyclic Triterpenoids","Complex Inhibitory Activity of Pentacyclic Triterpenoids","LOW","Unclear - appears to be study title rather than resource name"
"116","Global COVID-19 VIRUS Registry Database","Lessons From a Rapid Project Management Exercise in the Time of Pandemic: Methodology for a Global COVID-19 VIRUS Registry Database.","Global COVID-19 VIRUS Registry Database","Global COVID-19 VIRUS Registry Database","HIGH","Already descriptive name"
"117","NewAbstractConcepts","NewAbstractConcepts: A Database of 42 Normed Abstract Concepts and Exemplars.","NewAbstractConcepts","NewAbstractConcepts","HIGH","No expansion in title"
"118","Native Size-Exclusion Chromatography-Based Mass Spectrometry Reveals New Components of the Early Heat Shock Protein 90 Inhibition Response Among Limited Global Changes","Native Size-Exclusion Chromatography-Based Mass Spectrometry Reveals New Components of the Early Heat Shock Protein 90 Inhibition Response Among Limited Global Changes.","Native Size-Exclusion Chromatography-Based Mass Spectrometry","Native Size-Exclusion Chromatography-Based Mass Spectrometry","LOW","Unclear - appears to be method description rather than resource name"
"119","Human Brain Map Of Mitochondrial Respiratory Capacity And Diversity","A human brain map of mitochondrial respiratory capacity and diversity.","Human Brain Map Of Mitochondrial Respiratory Capacity And Diversity","Human Brain Map Of Mitochondrial Respiratory Capacity And Diversity","HIGH","Already descriptive name"
"120","Biological Misinterpretation of Transcriptional Signatures in Tumor Samples Can Unknowingly Undermine Mechanistic Understanding and Faithful Alignment with Preclinical Data","Biological Misinterpretation of Transcriptional Signatures in Tumor Samples Can Unknowingly Undermine Mechanistic Understanding and Faithful Alignment with Preclinical Data.","Biological Misinterpretation","Biological Misinterpretation","LOW","Unclear - appears to be study title rather than resource name"
"121","Rhodoexplorer Platform for Red Algal Genomics and Whole-Genome Assemblies for Several Gracilaria Species","The Rhodoexplorer Platform for Red Algal Genomics and Whole-Genome Assemblies for Several Gracilaria Species.","Rhodoexplorer","Rhodoexplorer","HIGH","No expansion in title"
"122","Pebblescout","Indexing and searching petabase-scale nucleotide resources.","Pebblescout","Pebblescout","HIGH","No expansion in title"
"123","MID","Predicted mouse interactome and network-based interpretation of differentially expressed genes.","MID","MID","HIGH","No expansion in title"
"124","Wheatcnvb","Tagging large CNV blocks in wheat boosts digitalization of germplasm resources by ultra-low-coverage sequencing.","Wheatcnvb","Wheatcnvb","HIGH","No expansion in title"
"125","3d-scere","Additional insights into the organization of transcriptional regulatory modules based on a 3D model of the Saccharomyces cerevisiae genome.","3d-scere","3d-scere","HIGH","No expansion in title"
"126","CAWA","Aging atlas reveals cell-type-specific effects of pro-longevity strategies.","CAWA","CAWA","HIGH","No expansion in title"
"127","PBMGC","Delineating protein biomarkers for gastric cancers: A catalogue of mass spectrometry-based markers and assessment of their suitability for targeted proteomics applications.","PBMGC","PBMGC","HIGH","No expansion in title"
"128","Sprof-go","Fast and accurate protein function prediction from sequence through pretrained language model and homology-based label diffusion.","Sprof-go","Sprof-go","HIGH","No expansion in title"
"129","Omolvar","Missense variants pathogenicity annotation from homologous proteins.","Omolvar","Omolvar","HIGH","No expansion in title"
"130","Miso2","From extraction to end-uses and waste management: Modeling economy-wide material cycles and stock dynamics around the world.","Miso2","Miso2","HIGH","No expansion in title"
"131","NPPRED","A novel framework based on explainable AI and genetic algorithms for designing neurological medicines.","NPPRED","NPPRED","HIGH","No expansion in title"
"132","BIJ","Identification of lncRNAs regulating seed traits in Brassica juncea and development of a comprehensive seed omics database.","BIJ","BIJ","HIGH","No expansion in title"
"133","Icatmar","Fisheries data management systems in the NW Mediterranean: from data collection to web visualization.","Icatmar","Icatmar","HIGH","No expansion in title"
"134","AKL","Fast and interpretable genomic data analysis using multiple approximate kernel learning.","AKL","AKL","HIGH","No expansion in title"
"135","Resolute","Advancing drug discovery through assay development: a survey of tool compounds within the human solute carrier superfamily.","Resolute","Resolute","HIGH","No expansion in title"
"136","Umatrix","Augmenting small biomedical datasets using generative AI methods based on self-organizing neural networks.","Umatrix","Umatrix","HIGH","No expansion in title"
"137","Oct Mice Eye","Classification-based framework for binarization on mice eye image in vivo with optical coherence tomography.","Oct Mice Eye","Oct Mice Eye","HIGH","No expansion in title"
"138","Genomes On A Tree","A catalogue of chromosome counts for Phylum Nematoda.","Genomes On A Tree","Genomes On A Tree","HIGH","No expansion in title"
"139","Gbm-coregmap","A coregulatory influence map of glioblastoma heterogeneity and plasticity.","Gbm-coregmap","Gbm-coregmap","HIGH","No expansion in title"
"140","Reference Materials Search Tool","A new database to guide reference material selection for dietary supplement and nutrition science.","Reference Materials Search Tool","Reference Materials Search Tool","HIGH","Already descriptive name"
"141","Mapppdr","Antarctic Penguin Biogeography Project: Database of abundance and distribution for the Adelie, chinstrap, gentoo, emperor, macaroni and king penguin south of 60 S.","Mapppdr","Mapppdr","HIGH","No expansion in title"
"142","Genome Sample Resource","Fast and compact matching statistics analytics.","Genome Sample Resource","Genome Sample Resource","HIGH","No expansion in title"
"143","QSCN","Machine learning aided construction of the quorum sensing communication network for human gut microbiota.","QSCN","QSCN","HIGH","No expansion in title"
"144","NLP","Hybrid natural language processing tool for semantic annotation of medical texts in Spanish.","NLP","NLP","HIGH","No expansion in title"
"145","Cap Medicine In Breast","A Hiplot-based web service for cold atmospheric plasma high-throughput data integration and analysis on breast cancer.","Cap Medicine In Breast","Cap Medicine In Breast","HIGH","No expansion in title"
"146","CIRRBP","A web server for identifying circRNA-RBP variable-length binding sites based on stacked generalization ensemble deep learning network.","CIRRBP","CIRRBP","HIGH","No expansion in title"
"147","Via Pseudo","Differential network connectivity analysis for microbiome data adjusted for clinical covariates using jackknife pseudo-values.","Via Pseudo","Via Pseudo","HIGH","No expansion in title"
"148","Eural Network-based Cell Annotation","A neural network-based method for exhaustive cell label assignment using single cell RNA-seq data.","Neural Network-based Cell Annotation","Neural Network-based Cell Annotation","HIGH","No expansion in title"
"149","Human Pgc Database","Integrated analysis and systematic characterization of the regulatory network for human germline development.","Human Pgc Database","Human Pgc Database","HIGH","No expansion in title"
"150","SADA","Structural analogue-based protein structure domain assembly assisted by deep learning.","SADA","SADA","HIGH","No expansion in title"
"151","https://structural-server.kinametrix.com/.","Structural signatures: a web server for exploring a database of and generating protein structural features from human cell lines and tissues.","Structural signatures","Structural signatures","HIGH","No expansion in title"
"152","CTCAE","Implementation and impact of an electronic patient reported outcomes system in a phase II multi-site adaptive platform clinical trial for early-stage breast cancer.","CTCAE","CTCAE","HIGH","No expansion in title"
"153","COST","Transcriptomic and metabolomic integration as a resource in grapevine to study fruit metabolite quality traits.","COST","COST","HIGH","No expansion in title"
"154","Aquaculture Nutrient Removal Calculator Tool Https://connect.fisheries.noaa.gov/anrc/ Based On This Analysis","Development and application of an online tool to quantify nitrogen removal associated with harvest of cultivated eastern oysters.","Aquaculture Nutrient Removal Calculator Tool","Aquaculture Nutrient Removal Calculator Tool","HIGH","Already descriptive name"
"155","mouse genome informatics | https://tools.nf.synapse.org/.","Centralizing neurofibromatosis experimental tool knowledge with the NF Research Tools Database.","NF Research Tools Database","NF Research Tools Database","HIGH","No expansion in title"
"156","Neuminer","Tracing weak neuron fibers.","Neuminer","Neuminer","HIGH","No expansion in title"
"157","SPN","Lessons from a catalogue of 6674 brain recordings.","SPN","SPN","HIGH","No expansion in title"
"158","KASP","A new database of chestnut DNA fingerprints for genetic diversity assessment, precise varietal identification, and traceability.","KASP","KASP","HIGH","No expansion in title"
"159","MLC","A catalogue with semantic annotations makes multilabel datasets FAIR.","MLC","MLC","HIGH","No expansion in title"
"160","Metagenomicsdb","Development of a new data management system for the study of the gut microbiome of children who are small for their gestational age.","Metagenomicsdb","Metagenomicsdb","HIGH","No expansion in title"
"161","PLINK","Efficient storage and regression computation for population-scale genome sequencing studies.","PLINK","PLINK","HIGH","No expansion in title"
"162","MZMINE","A New Comprehensive Platform for Profile-Mode-Based Untargeted Metabolomics for Efficient Data Mining to Improve Compound Extraction and Identification.","MZMINE","MZMINE","HIGH","No expansion in title"
"163","The Foundations Of Cancer Care","Development of online cancer resources to support pre-registration nurses and allied health professionals.","The Foundations Of Cancer Care","The Foundations Of Cancer Care","HIGH","No expansion in title"
"164","World Health Organization","A Database on Antibiotics and Antibiotic Resistance in Wastewater and Solid Waste from Pharmaceutical Industry Based on a Systematic Review.","World Health Organization","World Health Organization","HIGH","No expansion in title"
"165","kc","Mapping assays to the key characteristics of carcinogens to support decision-making.","kc","kc","HIGH","No expansion in title"
"166","Animal Quantitative Trait Loci Database","A combinatorial approach implementing new database structures to facilitate practical data curation management of QTL, association, correlation and heritability data on trait variants.","Animal Quantitative Trait Loci Database","Animal Quantitative Trait Loci Database","HIGH","Already descriptive name"
"167","genbank | https://www.ebi.ac.uk/biostudies/studies/s-bsst1399","Accurate, comprehensive database of group I introns and their homing endonucleases.","genbank","genbank","HIGH","No expansion in title"
"168","seer | lcss","Online decision tools for personalized survival prediction and treatment optimization in elderly patients with lung squamous cell carcinoma: a retrospective cohort study.","seer","seer","HIGH","No expansion in title"
"169","KINET","A web portal for exploring kinase-substrate interactions.","KINET","KINET","HIGH","No expansion in title"
"170","Cerebri","A single-cell atlas deconstructs heterogeneity across multiple models in murine traumatic brain injury and identifies novel cell-specific targets.","Cerebri","Cerebri","HIGH","No expansion in title"
"171","NODAP","Development, validation and visualization of a web-based nomogram for predicting risk of new-onset diabetes after percutaneous coronary intervention.","NODAP","NODAP","HIGH","No expansion in title"
"172","PPML","Allelic phenotype prediction of phenylketonuria based on the machine learning method.","PPML","PPML","HIGH","No expansion in title"
"173","Dbnascent","Atlas of nascent RNA transcripts reveals tissue-specific enhancer to gene linkages.","Dbnascent","Dbnascent","HIGH","No expansion in title"
"174","INS","A database of synthetic inelastic neutron scattering spectra from molecules and crystals.","INS","INS","HIGH","No expansion in title"
"175","SSSHIC","Significance in scale space for Hi-C data.","SSSHIC","SSSHIC","HIGH","No expansion in title"
"176","Https://github.com/gizem-tas/haploblock-autoencoders","Computing linkage disequilibrium aware genome embeddings using autoencoders.","haploblock-autoencoders","haploblock-autoencoders","HIGH","No expansion in title"
"177","The Genomics/proteomics Module Contains Information On Different Strains Responsible For Mucormycosis","Genome-based solutions for managing mucormycosis.","Genomics/proteomics Module","Genomics/proteomics Module","LOW","Unclear - appears to be module description rather than resource name"
"178","Psycinfo","Mapping the evidence on factors related to postpartum contraception among sub-Saharan African immigrant and refugee women in the United States of America: A scoping review protocol.","Psycinfo","Psycinfo","HIGH","No expansion in title"
"179","Ausgeochem","A geospatial platform for the tectonic interpretation of low-temperature thermochronology Big Data.","Ausgeochem","Ausgeochem","HIGH","No expansion in title"
