"row_num","best_name","paper_titles","best_name_updated","full_name_updated","confidence","notes"
"49","euronBridge","NeuronBridge: an intuitive web application for neuronal morphology search across large data sets.","NeuronBridge","NeuronBridge","HIGH","No expansion in title"
"50","Package","dbGaPCheckup: pre-submission checks of dbGaP-formatted subject phenotype files.","dbGaPCheckup","dbGaPCheckup","HIGH","No expansion in title"
"51","Job Dispatcher","The EMBL-EBI Job Dispatcher sequence analysis tools framework in 2024.","EMBL-EBI Job Dispatcher","EMBL-EBI Job Dispatcher","HIGH","No expansion in title"
"52","RBP","RBP Image Database: A resource for the systematic characterization of the subcellular distribution properties of human RNA binding proteins.","RBP Image Database","RBP Image Database","HIGH","No expansion in title"
"53","EFSE","lefser: implementation of metagenomic biomarker discovery tool, LEfSe, in R.","lefser","lefser","HIGH","No expansion in title"
"54","anExplorer","PanExplorer: a web-based tool for exploratory analysis and visualization of bacterial pan-genomes.","PanExplorer","PanExplorer","HIGH","No expansion in title"
"55","CAT Bridge","CAT Bridge: an efficient toolkit for gene-metabolite association mining from multiomics data.","CAT Bridge","CAT Bridge","HIGH","No expansion in title"
"56","iRAnno","miRAnno-network-based functional microRNA annotation.","miRAnno","miRAnno","HIGH","No expansion in title"
"57","Idbview","Idbview: a database and interactive platform for respiratory-associated disease.","Idbview","Idbview","HIGH","No expansion in title"
"58","Darling","Darling (v2.0): Mining disease-related databases for the detection of biomedical entity associations.","Darling","Darling","HIGH","No expansion in title"
"59","disperseNN2","disperseNN2: a neural network for estimating dispersal distance from georeferenced polymorphism data.","disperseNN2","disperseNN2","HIGH","No expansion in title"
"60","ioDynaMo","BioDynaMo: a modular platform for high-performance agent-based simulation.","BioDynaMo","BioDynaMo","HIGH","No expansion in title"
"61","DGI","ODGI: understanding pangenome graphs.","ODGI","ODGI","HIGH","No expansion in title"
"62","VCAb","VCAb: a web-tool for structure-guided exploration of antibodies.","VCAb","VCAb","HIGH","No expansion in title"
"63","NBLAST","NBLAST: a graphical user interface-based two-way BLAST software with a dot plot viewer.","NBLAST","NBLAST","HIGH","No expansion in title"
"64","ormulationAI","FormulationAI: a novel web-based platform for drug formulation design driven by artificial intelligence.","FormulationAI","FormulationAI","HIGH","No expansion in title"
"65","AVR/I","AVR/I/SSAPDB: a comprehensive & specialised knowledgebase of antimicrobial peptides to combat VRSA, VISA, and VSSA.","AVR/I/SSAPDB","AVR/I/SSAPDB","HIGH","No expansion in title"
"66","THINGS-data","THINGS-data, a multimodal collection of large-scale datasets for investigating object representations in human brain and behavior.","THINGS-data","THINGS-data","HIGH","No expansion in title"
"67","evUP","RevUP: an online scoring system for regulatory variants implicated in rare diseases.","RevUP","RevUP","HIGH","No expansion in title"
"68","NDEx IQuery","NDEx IQuery: a multi-method network gene set analysis leveraging the Network Data Exchange.","NDEx IQuery","NDEx IQuery","HIGH","No expansion in title"
"69","Rnet","IRnet: Immunotherapy response prediction using pathway knowledge-informed graph neural network.","IRnet","IRnet","HIGH","No expansion in title"
"70","MLOsMetaDB","MLOsMetaDB, a meta-database to centralize the information on liquid-liquid phase separation proteins and membraneless organelles.","MLOsMetaDB","MLOsMetaDB","HIGH","No expansion in title"
"71","AnnoDUF","AnnoDUF: A Web-Based Tool for Annotating Functions of Proteins Having Domains of Unknown Function.","AnnoDUF","AnnoDUF","HIGH","No expansion in title"
"72","Overture","Overture: an open-source genomics data platform.","Overture","Overture","HIGH","No expansion in title"
"73","SHAPEwarp-web","SHAPEwarp-web: sequence-agnostic search for structurally homologous RNA regions across databases of chemical probing data.","SHAPEwarp-web","SHAPEwarp-web","HIGH","No expansion in title"
"74","Disease trend analysis platform","Disease trend analysis platform accurately predicts the occurrence of cervical cancer under mixed diseases.","Disease trend analysis platform","Disease trend analysis platform","HIGH","Already descriptive name"
"75","Single","SMARTdb: An Integrated Database for Exploring Single-cell Multi-omics Data of Reproductive Medicine.","SMARTdb","SMARTdb","HIGH","No expansion in title"
"76","traditional Chinese medicine modernization","TCMM: A unified database for traditional Chinese medicine modernization and therapeutic innovations.","TCMM","TCMM","HIGH","No expansion in title"
"77","PFAS-Tox Database","The PFAS-Tox Database: A systematic evidence map of health studies on 29 per- and polyfluoroalkyl substances.","PFAS-Tox Database","PFAS-Tox Database","HIGH","No expansion in title"
"78","Open Biomedical Imaging Archive","OBIA: An Open Biomedical Imaging Archive.","OBIA","Open Biomedical Imaging Archive","HIGH","Expansion explicit - OBIA maps to Open Biomedical Imaging Archive"
"79","OSAP","COSAP: Comparative Sequencing Analysis Platform.","COSAP","Comparative Sequencing Analysis Platform","HIGH","Expansion explicit - COSAP maps to words in title"
"80","Locuaz","Locuaz: an in silico platform for protein binders optimization.","Locuaz","Locuaz","HIGH","No expansion in title"
"81","OThresher","GOThresher: a program to remove annotation biases from protein function annotation datasets.","GOThresher","GOThresher","HIGH","No expansion in title"
"82","Visiomode","Visiomode: An open-source platform for building rodent touchscreen-based behavioral assays.","Visiomode","Visiomode","HIGH","No expansion in title"
"83","enchAMRking","BenchAMRking: a Galaxy-based platform for illustrating the major issues associated with current antimicrobial resistance (AMR) gene prediction workflows.","BenchAMRking","BenchAMRking","HIGH","No expansion in title"
"84","BEAGLE","BEAGLE 2.0: A Web Server for RNA Secondary Structure Similarity Detection Leveraging SHAPE-directed RNA Structure Determination.","BEAGLE","BEAGLE","HIGH","No expansion in title"
"85","PancanQTLv2.0","PancanQTLv2.0: a comprehensive resource for expression quantitative trait loci across human cancers.","PancanQTLv2.0","PancanQTLv2.0","HIGH","No expansion in title"
"86","FoPGDB","FoPGDB: a pangenome database of Fusarium oxysporum, a cross-kingdom fungal pathogen.","FoPGDB","FoPGDB","HIGH","No expansion in title"
"87","COVID-19Base","COVID-19Base v3: Update of the knowledgebase for drugs and biomedical entities linked to COVID-19.","COVID-19Base","COVID-19Base","HIGH","No expansion in title"
"88","Molecules","MIPD: Molecules, Imagings, and Clinical Phenotype Integrated Database.","MIPD","MIPD","HIGH","No expansion in title"
"89","ipidMS","LipidMS 3.0: an R-package and a web-based tool for LC-MS/MS data processing and lipid annotation.","LipidMS","LipidMS","HIGH","No expansion in title"
"90","PTMD 2.0","PTMD 2.0: an updated database of disease-associated post-translational modifications.","PTMD 2.0","PTMD 2.0","HIGH","No expansion in title"
"91","OLS","OLS4: a new Ontology Lookup Service for a growing interdisciplinary knowledge ecosystem.","OLS4","Ontology Lookup Service","HIGH","Expansion explicit in title"
"92","AGC","AGC: compact representation of assembled genomes with fast queries and updates.","AGC","AGC","HIGH","No expansion in title"
"93","ssMutPA","ssMutPA: single-sample mutation-based pathway analysis approach for cancer precision medicine.","ssMutPA","ssMutPA","HIGH","No expansion in title"
"94","hosMap","PhosMap: An ensemble bioinformatic platform to empower interactive analysis of quantitative phosphoproteomics.","PhosMap","PhosMap","HIGH","No expansion in title"
"95","CODD-Pred","CODD-Pred: A Web Server for Efficient Target Identification and Bioactivity Prediction of Small Molecules.","CODD-Pred","CODD-Pred","HIGH","No expansion in title"
"96","Distribution Of Prokaryotic Protein Families","GDPF: a data resource for the distribution of prokaryotic protein families across the global biosphere.","GDPF","GDPF","HIGH","No expansion in title"
"97","FlyPhoneDB2","FlyPhoneDB2: A computational framework for analyzing cell-cell communication in Drosophila scRNA-seq data integrating AlphaFold-multimer predictions.","FlyPhoneDB2","FlyPhoneDB2","HIGH","No expansion in title"
"98","Cross","CIEC: Cross-tissue Immune Cell Type Enrichment and Expression Map Visualization for Cancer.","CIEC","CIEC","HIGH","No expansion in title"
"99","PrankWeb","PrankWeb 3: accelerated ligand-binding site predictions for experimental and modelled protein structures.","PrankWeb","PrankWeb","HIGH","No expansion in title"
"100","pSATdb 2.0","pSATdb 2.0: a database of organellar common, polymorphic, and unique microsatellites.","pSATdb 2.0","pSATdb 2.0","HIGH","No expansion in title"
"101","AARS Online","AARS Online: A collaborative database on the structure, function, and evolution of the aminoacyl-tRNA synthetases.","AARS Online","AARS Online","HIGH","No expansion in title"
"102","Oryza CLIMtools","Oryza CLIMtools: A genome-environment association resource reveals adaptive roles for heterotrimeric G proteins in the regulation of rice agronomic traits.","Oryza CLIMtools","Oryza CLIMtools","HIGH","No expansion in title"
"103","Agnodice","Agnodice: indexing experimentally supported bacterial sRNA-RNA interactions.","Agnodice","Agnodice","HIGH","No expansion in title"
"104","raphGONet","GraphGONet: a self-explaining neural network encapsulating the Gene Ontology graph for phenotype prediction on gene expression.","GraphGONet","GraphGONet","HIGH","No expansion in title"
"105","Crop-GPA","Crop-GPA: an integrated platform of crop gene-phenotype associations.","Crop-GPA","Crop-GPA","HIGH","No expansion in title"
"106","Genetically Modified Mice Information Database","GMMID: genetically modified mice information database.","GMMID","Genetically Modified Mice Information Database","HIGH","Expansion explicit - GMMID maps to words in title"
"107","Assessment","CAPRI-Q: The CAPRI resource evaluating the quality of predicted structures of protein complexes.","CAPRI-Q","CAPRI-Q","HIGH","No expansion in title"
"108","AMMA","GAMMA: a tool for the rapid identification, classification and annotation of translated gene matches from sequencing data.","GAMMA","GAMMA","HIGH","No expansion in title"
"109","DHARANI","DHARANI: A 3D Developing Human-Brain Atlas Resource to Advance Neuroscience Internationally Integrated Multimodal Imaging and High-Resolution Histology of the Second Trimester.","DHARANI","DHARANI","HIGH","No expansion in title"
"110","Nphos","Nphos: Database and Predictor of Protein N-phosphorylation.","Nphos","Nphos","HIGH","No expansion in title"
"111","Rmadillo","MOLGENIS Armadillo: a lightweight server for federated analysis using DataSHIELD.","MOLGENIS Armadillo","MOLGENIS Armadillo","HIGH","No expansion in title"
"112","MGnify Genomes","MGnify Genomes: A Resource for Biome-specific Microbial Genome Catalogues.","MGnify Genomes","MGnify Genomes","HIGH","No expansion in title"
"113","Multiorgan","MUTATE: a human genetic atlas of multiorgan artificial intelligence endophenotypes using genome-wide association summary statistics.","MUTATE","MUTATE","HIGH","No expansion in title"
"114","Dali","Dali server: structural unification of protein families.","Dali","Dali","HIGH","No expansion in title"
"115","COBREXA 2","COBREXA 2: tidy and scalable construction of complex metabolic models.","COBREXA 2","COBREXA 2","HIGH","No expansion in title"
"116","getSequenceInfo","getSequenceInfo: a suite of tools allowing to get genome sequence information from public repositories.","getSequenceInfo","getSequenceInfo","HIGH","No expansion in title"
"117","Genome Editing Meta-database","Pipeline to explore information on genome editing using large language models and genome editing meta-database.","Genome Editing Meta-database","Genome Editing Meta-database","HIGH","Already descriptive name"
"118","SAAMBE-MEM","SAAMBE-MEM: a sequence-based method for predicting binding free energy change upon mutation in membrane protein-protein complexes.","SAAMBE-MEM","SAAMBE-MEM","HIGH","No expansion in title"
"119","eUseData","ReUseData: an R/Bioconductor tool for reusable and reproducible genomic data management.","ReUseData","ReUseData","HIGH","No expansion in title"
"120","Marigold","Marigold: a machine learning-based web app for zebrafish pose tracking.","Marigold","Marigold","HIGH","No expansion in title"
"121","lzCode","AlzCode: a platform for multiview analysis of genes related to Alzheimer's disease.","AlzCode","AlzCode","HIGH","No expansion in title"
"122","Single-cell Lineage Tracing Database","scLTdb: a comprehensive single-cell lineage tracing database.","scLTdb","scLTdb","HIGH","No expansion in title"
"123","Abalign","Abalign: a comprehensive multiple sequence alignment platform for B-cell receptor immune repertoires.","Abalign","Abalign","HIGH","No expansion in title"
"124","DIANA-miRPath","DIANA-miRPath v4.0: expanding target-based miRNA functional analysis in cell-type and tissue contexts.","DIANA-miRPath","DIANA-miRPath","HIGH","No expansion in title"
"125","NucMap 2.0","NucMap 2.0: An Updated Database of Genome-wide Nucleosome Positioning Maps Across Species.","NucMap 2.0","NucMap 2.0","HIGH","No expansion in title"
"126","Nanobase.org","Nanobase.org: a repository for DNA and RNA nanostructures.","Nanobase.org","Nanobase.org","HIGH","No expansion in title"
"127","REMBRANDT","Enhancing the REMBRANDT MRI collection with expert segmentation labels and quantitative radiomic features.","REMBRANDT","REMBRANDT","HIGH","No expansion in title"
"128","Amphibian Genomics Consortium","The Amphibian Genomics Consortium: advancing genomic and genetic resources for amphibian research and conservation.","Amphibian Genomics Consortium","Amphibian Genomics Consortium","HIGH","Already descriptive name"
"129","eoCancerPrognosticDatasetsRetriever","geoCancerPrognosticDatasetsRetriever: a bioinformatics tool to easily identify cancer prognostic datasets on Gene Expression Omnibus (GEO).","geoCancerPrognosticDatasetsRetriever","geoCancerPrognosticDatasetsRetriever","HIGH","No expansion in title"
"130","DIGEST","Online in silico validation of disease and gene sets, clusterings or subnetworks with DIGEST.","DIGEST","DIGEST","HIGH","No expansion in title"
"131","Decomprolute","Decomprolute is a benchmarking platform designed for multiomics-based tumor deconvolution.","Decomprolute","Decomprolute","HIGH","No expansion in title"
"132","Alpha&ESMhFolds","Alpha&ESMhFolds: A Web Server for Comparing AlphaFold2 and ESMFold Models of the Human Reference Proteome.","Alpha&ESMhFolds","Alpha&ESMhFolds","HIGH","No expansion in title"
"133","Alzheimer DataLENS","Alzheimer DataLENS: An Open Data Analytics Portal for Alzheimer's Disease Research.","Alzheimer DataLENS","Alzheimer DataLENS","HIGH","No expansion in title"
"134","Hacksig","hacksig: a unified and tidy R framework to easily compute gene expression signature scores.","hacksig","hacksig","HIGH","No expansion in title"
"135","scATAC-seq preprocessing and imputation evaluation system","scATAC-seq preprocessing and imputation evaluation system for visualization, clustering and digital footprinting.","scATAC-seq preprocessing and imputation evaluation system","scATAC-seq preprocessing and imputation evaluation system","HIGH","Already descriptive name"
"136","DAVID Ortholog","DAVID Ortholog: an integrative tool to enhance functional analysis through orthologs.","DAVID Ortholog","DAVID Ortholog","HIGH","No expansion in title"
"137","ISSTA","HISSTA: a human in situ single-cell transcriptome atlas.","HISSTA","HISSTA","HIGH","No expansion in title"
"138","CovEp","CovEpiAb: a comprehensive database and analysis resource for immune epitopes and antibodies of human coronaviruses.","CovEpiAb","CovEpiAb","HIGH","No expansion in title"
"139","Pysodb","Streamlining spatial omics data analysis with Pysodb.","Pysodb","Pysodb","HIGH","No expansion in title"
"140","Genebe.net","Genebe.net: Implementation and validation of an automatic ACMG variant pathogenicity criteria assignment.","Genebe.net","Genebe.net","HIGH","No expansion in title"
"141","TKO","Assessing interference in isobaric tag-based sample multiplexing using an 18-plex interference standard.","TKO","TKO","HIGH","No expansion in title"
"142","EV-ADD","EV-ADD, a database for EV-associated DNA in human liquid biopsy samples.","EV-ADD","EV-ADD","HIGH","No expansion in title"
"143","Solu","Solu: a cloud platform for real-time genomic pathogen surveillance.","Solu","Solu","HIGH","No expansion in title"
"144","Microbe Directory","The Microbe Directory: a centralized database for biological interpretation of microbiome data.","Microbe Directory","Microbe Directory","HIGH","No expansion in title"
"145","Gene Updater","Gene Updater: a web tool that autocorrects and updates for Excel misidentified gene names.","Gene Updater","Gene Updater","HIGH","No expansion in title"
"146","Microbial Signal Transduction","MiST 4.0: a new release of the microbial signal transduction database, now with a metagenomic component.","MiST","MiST","HIGH","No expansion in title"
"147","PAE viewer","PAE viewer: a webserver for the interactive visualization of the predicted aligned error for multimer structure predictions and crosslinks.","PAE viewer","PAE viewer","HIGH","No expansion in title"
"148","FAST_QC","DFAST_QC: quality assessment and taxonomic identification tool for prokaryotic Genomes.","DFAST_QC","DFAST_QC","HIGH","No expansion in title"
"149","IGNORApp","SIGNORApp: a Cytoscape 3 application to access SIGNOR data.","SIGNORApp","SIGNORApp","HIGH","No expansion in title"
"150","OER","IUPAC International Chemical Identifier (InChI)-related education and training materials through InChI Open Education Resource (OER).","InChI OER","InChI Open Education Resource","HIGH","Expansion explicit in parentheses"
"151","Rigon","tRigon: an R package and Shiny App for integrative (path-)omics data analysis.","tRigon","tRigon","HIGH","No expansion in title"
"152","Ribocentre-switch","Ribocentre-switch: a database of riboswitches.","Ribocentre-switch","Ribocentre-switch","HIGH","No expansion in title"
"153","Codon Statistics","The Codon Statistics Database: A Database of Codon Usage Bias.","Codon Statistics Database","Codon Statistics Database","HIGH","No expansion in title"
"154","Riority Index","Priority index: database of genetic targets in immune-mediated disease.","Priority Index","Priority Index","HIGH","No expansion in title"
"155","GAS-J","GAS-J, a User-Friendly Browser Application for Genome Assembly, emm-Typing, MLST Typing, and Virulence Factor Gene Detection of Streptococcus pyogenes.","GAS-J","GAS-J","HIGH","No expansion in title"
"156","arKG","TarKG: a comprehensive biomedical knowledge graph for target discovery.","TarKG","TarKG","HIGH","No expansion in title"
"157","Haplogrep","Haplogrep 3 - an interactive haplogroup classification and analysis platform.","Haplogrep","Haplogrep","HIGH","No expansion in title"
"158","PBrowse","VPBrowse: Genome-based representation of MS/MS spectra to quantify 10,000 bovine proteins.","VPBrowse","VPBrowse","HIGH","No expansion in title"
"159","Syntenet","syntenet: an R/Bioconductor package for the inference and analysis of synteny networks.","syntenet","syntenet","HIGH","No expansion in title"
"160","ICRUSt2","PICRUSt2-SC: an update to the reference database used for functional prediction within PICRUSt2.","PICRUSt2-SC","PICRUSt2-SC","HIGH","No expansion in title"
"161","AtSubP","AtSubP-2.0: An integrated web server for the annotation of Arabidopsis proteome subcellular localization using deep learning.","AtSubP-2.0","AtSubP-2.0","HIGH","No expansion in title"
"162","yCoM","PyCoM: a python library for large-scale analysis of residue-residue coevolution data.","PyCoM","PyCoM","HIGH","No expansion in title"
"163","Cortexa","Cortexa: a comprehensive resource for studying gene expression and alternative splicing in the murine brain.","Cortexa","Cortexa","HIGH","No expansion in title"
"164","Pra-GE-ATLAS","Pra-GE-ATLAS: Empowering Pinus radiata stress and breeding research through a multi-omics database.","Pra-GE-ATLAS","Pra-GE-ATLAS","HIGH","No expansion in title"
"165","Open Genes","Open Genes-a new comprehensive database of human genes associated with aging and longevity.","Open Genes","Open Genes","HIGH","No expansion in title"
"166","Oldcomp","Foldcomp: a library and format for compressing and indexing large protein structure sets.","Foldcomp","Foldcomp","HIGH","No expansion in title"
"167","ONET","MONET: a database for prediction of neoantigens derived from microsatellite loci.","MONET","MONET","HIGH","No expansion in title"
"168","Damietta Server","The Damietta Server: a comprehensive protein design toolkit.","Damietta Server","Damietta Server","HIGH","No expansion in title"
"169","Heligeom","Heligeom: A web resource to generate, analyze, and visualize filament architectures based on pairwise association geometries of biological macromolecules.","Heligeom","Heligeom","HIGH","No expansion in title"
"170","enchStab","BenchStab: a tool for automated querying of web-based stability predictors.","BenchStab","BenchStab","HIGH","No expansion in title"
"171","Ymptom Annotation Made Simple","Deep phenotyping: symptom annotation made simple with SAMS.","SAMS","SAMS","HIGH","No expansion in title"
"172","ROSBASE1","ROSBASE1.0: a comprehensive database of reactive oxygen species (ROS): categorization of cell organelles, proteins, taxonomy, and diseases based on ROS-related activities.","ROSBASE1.0","ROSBASE1.0","HIGH","No expansion in title"
"173","Variomes","Variomes: a high recall search engine to support the curation of genomic variants.","Variomes","Variomes","HIGH","No expansion in title"
"174","GMWI-w","GMWI-webtool: a user-friendly browser application for assessing health through metagenomic gut microbiome profiling.","GMWI-webtool","GMWI-webtool","HIGH","No expansion in title"
"175","pathlinkR","Facilitating pathway and network based analysis of RNA-Seq data with pathlinkR.","pathlinkR","pathlinkR","HIGH","No expansion in title"
"176","Enalos","In silico assessment of nanoparticle toxicity powered by the Enalos Cloud Platform: Integrating automated machine learning and synthetic data for enhanced nanosafety evaluation.","Enalos Cloud Platform","Enalos Cloud Platform","HIGH","No expansion in title"
"177","eactomeGSA","ReactomeGSA: new features to simplify public data reuse.","ReactomeGSA","ReactomeGSA","HIGH","No expansion in title"
"178","APEX","VAPEX: an interactive web server for the deep exploration of natural virus and phage genomes.","VAPEX","VAPEX","HIGH","No expansion in title"
"179","UTR","peaks2utr: a robust Python tool for the annotation of 3' UTRs.","peaks2utr","peaks2utr","HIGH","No expansion in title"
"180","cPEPmatch Webserver","cPEPmatch Webserver: A comprehensive tool and database to aid rational design of cyclic peptides for drug discovery.","cPEPmatch Webserver","cPEPmatch Webserver","HIGH","No expansion in title"
"181","Shimming toolbox","Shimming toolbox: An open-source software toolbox for B0 and B1 shimming in MRI.","Shimming toolbox","Shimming toolbox","HIGH","No expansion in title"
"182","Project2-dngisws9d7xkygjcvnue8u","Prediction of hepatic metastasis in esophageal cancer based on machine learning.","Project2-dngisws9d7xkygjcvnue8u","Project2-dngisws9d7xkygjcvnue8u","LOW","Unclear name - possibly auto-generated ID"
