"row_num","best_name","paper_titles","best_name_updated","full_name_updated","confidence","notes"
"56","FusionNeoAntigen","FusionNeoAntigen: a resource of fusion gene-specific neoantigens.","FusionNeoAntigen","FusionNeoAntigen","HIGH","No expansion in title"
"57","UniTmp","UniTmp: unified resources for transmembrane proteins.","UniTmp","UniTmp","HIGH","No expansion in title"
"58","TargetGene","TargetGene: a comprehensive database of cell-type-specific target genes for genetic variants.","TargetGene","TargetGene","HIGH","No expansion in title"
"59","CSM-Potential2","CSM-Potential2: A comprehensive deep learning platform for the analysis of protein interacting interfaces.","CSM-Potential2","CSM-Potential2","HIGH","No expansion in title"
"60","DeepAR","DeepAR: a novel deep learning-based hybrid framework for the interpretable prediction of androgen receptor antagonists.","DeepAR","DeepAR","HIGH","No expansion in title"
"61","SCARdock","SCARdock: A Web Server and Manually Curated Resource for Discovering Covalent Ligands.","SCARdock","SCARdock","HIGH","No expansion in title"
"62","scCancerExplorer","scCancerExplorer: a comprehensive database for interactively exploring single-cell multi-omics data of human pan-cancer.","scCancerExplorer","scCancerExplorer","HIGH","No expansion in title"
"63","ANNInter","ANNInter: A platform to explore ncRNA-ncRNA interactome of Arabidopsis thaliana.","ANNInter","ANNInter","HIGH","No expansion in title"
"64","PROTCROWN","PROTCROWN: A Manually Curated Resource of Protein Corona Data for Unlocking the Potential of Protein-Nanoparticle Interactions.","PROTCROWN","PROTCROWN","HIGH","No expansion in title"
"65","National Genomics Data Center","Database Resources of the National Genomics Data Center, China National Center for Bioinformation in 2024.","National Genomics Data Center","National Genomics Data Center","HIGH","Already descriptive name"
"66","ProMetheusDB","ProMetheusDB: An In-Depth Analysis of the High-Quality Human Methyl-proteome.","ProMetheusDB","ProMetheusDB","HIGH","No expansion in title"
"67","MTFAP","MTFAP: a comprehensive platform for predicting and analyzing master transcription factors.","MTFAP","MTFAP","HIGH","No expansion in title"
"68","AlignMe","AlignMe: an update of the web server for alignment of membrane protein sequences.","AlignMe","AlignMe","HIGH","No expansion in title"
"69","OrthoQuantum","OrthoQuantum: visualizing evolutionary repertoire of eukaryotic proteins.","OrthoQuantum","OrthoQuantum","HIGH","No expansion in title"
"70","HairDB","Constructing HairDB to facilitate exposome research using human hair.","HairDB","HairDB","HIGH","No expansion in title"
"71","scBlood","scBlood: A comprehensive single-cell accessible chromatin database of blood cells.","scBlood","scBlood","HIGH","No expansion in title"
"72","GrameneOryza","GrameneOryza: a comprehensive resource for Oryza genomes, genetic variation, and functional data.","GrameneOryza","GrameneOryza","HIGH","No expansion in title"
"73","e-TSN","e-TSN: an interactive visual exploration platform for target-disease knowledge mapping from literature.","e-TSN","e-TSN","HIGH","No expansion in title"
"74","VACCELERATE","VACCELERATE Volunteer Registry: A European study participant database to facilitate clinical trial enrolment.","VACCELERATE","VACCELERATE","HIGH","No expansion in title"
"75","HGMMX","HGMMX: Host Gut Microbiota Metabolism Xenobiotics Database.","HGMMX","Host Gut Microbiota Metabolism Xenobiotics Database","HIGH","Expansion explicit - HGMMX maps to words in title"
"76","DeepMBEnzy","DeepMBEnzy: An AI-Driven Database of Mycotoxin Biotransformation Enzymes.","DeepMBEnzy","DeepMBEnzy","HIGH","No expansion in title"
"77","EDGE","EDGE COVID-19: a web platform to generate submission-ready genomes from SARS-CoV-2 sequencing efforts.","EDGE COVID-19","EDGE COVID-19","HIGH","No expansion in title"
"78","CuPCA","CuPCA: a web server for pan-cancer association analysis of large-scale cuproptosis-related genes.","CuPCA","CuPCA","HIGH","No expansion in title"
"79","STOmicsDB","STOmicsDB: a comprehensive database for spatial transcriptomics data sharing, analysis and visualization.","STOmicsDB","STOmicsDB","HIGH","No expansion in title"
"80","MAJIQlopedia","MAJIQlopedia: an encyclopedia of RNA splicing variations in human tissues and cancer.","MAJIQlopedia","MAJIQlopedia","HIGH","No expansion in title"
"81","RNAincoder","RNAincoder: a deep learning-based encoder for RNA and RNA-associated interaction.","RNAincoder","RNAincoder","HIGH","No expansion in title"
"82","PGS-Depot","PGS-Depot: a comprehensive resource for polygenic scores constructed by summary statistics based methods.","PGS-Depot","PGS-Depot","HIGH","No expansion in title"
"83","BBSdb","BBSdb, an open resource for bacterial biofilm-associated proteins.","BBSdb","BBSdb","HIGH","No expansion in title"
"84","StopKB","StopKB: a comprehensive knowledgebase for nonsense suppression therapies.","StopKB","StopKB","HIGH","No expansion in title"
"85","AbAMPdb","AbAMPdb: a database of Acinetobacter baumannii specific antimicrobial peptides.","AbAMPdb","AbAMPdb","HIGH","No expansion in title"
"86","iNClusive","iNClusive: a database collecting useful information on non-canonical amino acids and their incorporation into proteins for easier genetic code expansion implementation.","iNClusive","iNClusive","HIGH","No expansion in title"
"87","mEMbrain","mEMbrain: an interactive deep learning MATLAB tool for connectomic segmentation on commodity desktops.","mEMbrain","mEMbrain","HIGH","No expansion in title"
"88","AtlasXplore","AtlasXplore: a web platform for visualizing and sharing spatial epigenome data.","AtlasXplore","AtlasXplore","HIGH","No expansion in title"
"89","PlasticDB","PlasticDB: a database of microorganisms and proteins linked to plastic biodegradation.","PlasticDB","PlasticDB","HIGH","No expansion in title"
"90","SoIR","SoIR: a comprehensive Solanaceae information resource for comparative and functional genomic study.","SoIR","SoIR","HIGH","No expansion in title"
"91","CRISPRoffT","CRISPRoffT: comprehensive database of CRISPR/Cas off-targets.","CRISPRoffT","CRISPRoffT","HIGH","No expansion in title"
"92","GutMetaNet","GutMetaNet: an integrated database for exploring horizontal gene transfer and functional redundancy in the human gut microbiome.","GutMetaNet","GutMetaNet","HIGH","No expansion in title"
"93","PlaqView","PlaqView 2.0: A comprehensive web portal for cardiovascular single-cell genomics.","PlaqView","PlaqView","HIGH","No expansion in title"
"94","ARBRE","ARBRE: Computational resource to predict pathways towards industrially important aromatic compounds.","ARBRE","ARBRE","HIGH","No expansion in title"
"95","TumorAgDB1.0","TumorAgDB1.0: tumor neoantigen database platform.","TumorAgDB1.0","TumorAgDB1.0","HIGH","No expansion in title"
"96","HADDOCK3","HADDOCK3: A Modular and Versatile Platform for Integrative Modeling of Biomolecular Complexes.","HADDOCK3","HADDOCK3","HIGH","No expansion in title"
"97","CobraMod","CobraMod: a pathway-centric curation tool for constraint-based metabolic models.","CobraMod","CobraMod","HIGH","No expansion in title"
"98","ArtSymbioCyc","ArtSymbioCyc, a metabolic network database collection dedicated to arthropod symbioses: a case study, the tripartite cooperation in Sipha maydis.","ArtSymbioCyc","ArtSymbioCyc","HIGH","No expansion in title"
"99","SpectroPipeR","SpectroPipeR-a streamlining post Spectronaut DIA-MS data analysis R package.","SpectroPipeR","SpectroPipeR","HIGH","No expansion in title"
"100","AUGcontext DB","AUGcontext DB: a comprehensive catalog of the mRNA AUG initiator codon context across eukaryotes.","AUGcontext DB","AUGcontext DB","HIGH","No expansion in title"
"101","TFTG","TFTG: A comprehensive database for human transcription factors and their targets.","TFTG","TFTG","HIGH","No expansion in title"
"102","HSADab","HSADab: A comprehensive database for human serum albumin.","HSADab","HSADab","HIGH","No expansion in title"
"103","CellSTAR","CellSTAR: a comprehensive resource for single-cell transcriptomic annotation.","CellSTAR","CellSTAR","HIGH","No expansion in title"
"104","CNEV","CNEV: A corpus of Chinese nonverbal emotional vocalizations with a database of emotion category, valence, arousal, and gender.","CNEV","CNEV","HIGH","No expansion in title"
"105","ELI","Eyewitness Lineup Identity (ELI) database: Crime videos and mugshots for eyewitness identification research.","ELI","Eyewitness Lineup Identity","HIGH","Expansion explicit in parentheses"
"106","cellCounts","cellCounts: an R function for quantifying 10x Chromium single-cell RNA sequencing data.","cellCounts","cellCounts","HIGH","No expansion in title"
"107","SpatialCTD","SpatialCTD: A Large-Scale Tumor Microenvironment Spatial Transcriptomic Dataset to Evaluate Cell Type Deconvolution for Immuno-Oncology.","SpatialCTD","SpatialCTD","HIGH","No expansion in title"
"108","miR2Trait","miR2Trait: an integrated resource for investigating miRNA-disease associations.","miR2Trait","miR2Trait","HIGH","No expansion in title"
"109","Brain Protein Atlas","The Brain Protein Atlas: A conglomerate of proteomics datasets of human neural tissue.","Brain Protein Atlas","Brain Protein Atlas","HIGH","Already descriptive name"
"110","ATPdock","ATPdock: a template-based method for ATP-specific protein-ligand docking.","ATPdock","ATPdock","HIGH","No expansion in title"
"111","VarGuideAtlas","VarGuideAtlas: a repository of variant interpretation guidelines.","VarGuideAtlas","VarGuideAtlas","HIGH","No expansion in title"
"112","PPanG","PPanG: a precision pangenome browser enabling nucleotide-level analysis of genomic variations in individual genomes and their graph-based pangenome.","PPanG","PPanG","HIGH","No expansion in title"
"113","CellAnn","CellAnn: a comprehensive, super-fast, and user-friendly single-cell annotation web server.","CellAnn","CellAnn","HIGH","No expansion in title"
"114","scImmOmics","scImmOmics: a manually curated resource of single-cell multi-omics immune data.","scImmOmics","scImmOmics","HIGH","No expansion in title"
"115","Pairpot","Pairpot: a database with real-time lasso-based analysis tailored for paired single-cell and spatial transcriptomics.","Pairpot","Pairpot","HIGH","No expansion in title"
"116","cfOmics","cfOmics: a cell-free multi-Omics database for diseases.","cfOmics","cfOmics","HIGH","No expansion in title"
"117","APPIC","The Atlas of Protein-Protein Interactions in Cancer (APPIC)-a webtool to visualize and analyze cancer subtypes.","APPIC","Atlas of Protein-Protein Interactions in Cancer","HIGH","Expansion explicit in parentheses"
"118","CDS-DB","CDS-DB, an omnibus for patient-derived gene expression signatures induced by cancer treatment.","CDS-DB","CDS-DB","HIGH","No expansion in title"
"119","PLoV","PLoV: a comprehensive database of genetic variants leading to pregnancy loss.","PLoV","PLoV","HIGH","No expansion in title"
"120","AGIDB","AGIDB: a versatile database for genotype imputation and variant decoding across species.","AGIDB","AGIDB","HIGH","No expansion in title"
"121","dbAPIS","dbAPIS: a database of anti-prokaryotic immune system genes.","dbAPIS","dbAPIS","HIGH","No expansion in title"
"122","BreVamiR3","BreVamiR3': A comprehensive database for breast cancer-associated genetic variations in miRNA and 3' UTR of their target genes.","BreVamiR3","BreVamiR3","HIGH","No expansion in title"
"123","EpigenPlot","EpigenPlot: An interactive web platform for DNA methylation-based biomarker and drug target discovery in colorectal cancer.","EpigenPlot","EpigenPlot","HIGH","No expansion in title"
"124","ImmRNA","ImmRNA: a database of RNAs associated with tumor immunity.","ImmRNA","ImmRNA","HIGH","No expansion in title"
"125","TMVisDB","TMVisDB: Annotation and 3D-visualization of Transmembrane Proteins.","TMVisDB","TMVisDB","HIGH","No expansion in title"
"126","SMAFIRA","SMAFIRA: a literature-based web tool to assist researchers with retrieval of 3R-relevant information.","SMAFIRA","SMAFIRA","HIGH","No expansion in title"
"127","BASE","BASE: a web service for providing compound-protein binding affinity prediction datasets with reduced similarity bias.","BASE","BASE","HIGH","No expansion in title"
"128","VEGAHUB","The VEGAHUB Platform: The Philosophy and the Tools.","VEGAHUB","VEGAHUB","HIGH","No expansion in title"
"129","HemaCisDB","HemaCisDB: An Interactive Database for Analyzing Cis-regulatory Elements Across Hematopoietic Malignancies.","HemaCisDB","HemaCisDB","HIGH","No expansion in title"
"130","FusionESP","FusionESP: Improved Enzyme-Substrate Pair Prediction by Fusing Protein and Chemical Knowledge.","FusionESP","FusionESP","HIGH","No expansion in title"
"131","Patent and Literature Antibody Database","The Patent and Literature Antibody Database (PLAbDab): an evolving reference set of functionally diverse, literature-annotated antibody sequences and structures.","PLAbDab","Patent and Literature Antibody Database","HIGH","Expansion explicit before acronym in parentheses"
"132","SYNBIP","SYNBIP 2.0: epitopes mapping, sequence expansion and scaffolds discovery for synthetic binding protein innovation.","SYNBIP","SYNBIP","HIGH","No expansion in title"
"133","Autophagy3D","Autophagy3D: a comprehensive autophagy structure database.","Autophagy3D","Autophagy3D","HIGH","No expansion in title"
"134","GWAShug","GWAShug: a comprehensive platform for decoding the shared genetic basis between complex traits based on summary statistics.","GWAShug","GWAShug","HIGH","No expansion in title"
"135","ERVcancer","ERVcancer: a web resource designed for querying activation of human endogenous retroviruses across major cancer types.","ERVcancer","ERVcancer","HIGH","No expansion in title"
"136","ThermoSeek","ThermoSeek: An Integrated Web Resource for Sequence and Structural Analysis of Proteins from Thermophilic Species.","ThermoSeek","ThermoSeek","HIGH","No expansion in title"
"137","ProteomicsML","ProteomicsML: An Online Platform for Community-Curated Data sets and Tutorials for Machine Learning in Proteomics.","ProteomicsML","ProteomicsML","HIGH","No expansion in title"
"138","MicrobioSee","MicrobioSee: A Web-Based Visualization Toolkit for Multi-Omics of Microbiology.","MicrobioSee","MicrobioSee","HIGH","No expansion in title"
"139","DynAMoS","DynAMoS: The Dynamic Affective Movie Clip Database for Subjectivity Analysis.","DynAMoS","Dynamic Affective Movie Clip Database for Subjectivity Analysis","HIGH","Expansion explicit - DynAMoS maps to words in title"
"140","CAManim","CAManim: Animating end-to-end network activation maps.","CAManim","CAManim","HIGH","No expansion in title"
"141","CircNetVis","CircNetVis: an interactive web application for visualizing interaction networks of circular RNAs.","CircNetVis","CircNetVis","HIGH","No expansion in title"
"142","LATUP-Net","LATUP-Net: A lightweight 3D attention U-Net with parallel convolutions for brain tumor segmentation.","LATUP-Net","LATUP-Net","HIGH","No expansion in title"
"143","MiPRIME","MiPRIME: an integrated and intelligent platform for mining primer and probe sequences of microbial species.","MiPRIME","MiPRIME","HIGH","No expansion in title"
"144","Y2MD","Genome-wide development of intra- and inter-specific transferable SSR markers and construction of a dynamic web resource for yam molecular breeding: Y2MD.","Y2MD","Y2MD","HIGH","No expansion in title"
"145","TELL","Toolkit to Examine Lifelike Language (TELL): An app to capture speech and language markers of neurodegeneration.","TELL","Toolkit to Examine Lifelike Language","HIGH","Expansion explicit in parentheses"
"146","CROST","CROST: a comprehensive repository of spatial transcriptomics.","CROST","CROST","HIGH","No expansion in title"
"147","LM-GlycoRepo","LM-GlycoRepo Version 1.0: A Novel Repository System for Mouse Tissue Glycome Mapping Data.","LM-GlycoRepo","LM-GlycoRepo","HIGH","No expansion in title"
"148","TargetGeneReg","TargetGeneReg 2.0: a comprehensive web-atlas for p53, p63, and cell cycle-dependent gene regulation.","TargetGeneReg","TargetGeneReg","HIGH","No expansion in title"
"149","Immunolyser","Immunolyser: A web-based computational pipeline for analysing and mining immunopeptidomic data.","Immunolyser","Immunolyser","HIGH","No expansion in title"
"150","STCDB4ND","STCDB4ND: a signal transduction classification database for neurological diseases.","STCDB4ND","STCDB4ND","HIGH","No expansion in title"
"151","VT3D","VT3D: a visualization toolbox for 3D transcriptomic data.","VT3D","VT3D","HIGH","No expansion in title"
"152","PIGOME","PIGOME: An Integrated and Comprehensive Multi-omics Database for Pig Functional Genomics Studies.","PIGOME","PIGOME","HIGH","No expansion in title"
"153","CCLHunter","CCLHunter: An efficient toolkit for cancer cell line authentication.","CCLHunter","CCLHunter","HIGH","No expansion in title"
"154","FERREG","FERREG: ferroptosis-based regulation of disease occurrence, progression and therapeutic response.","FERREG","FERREG","HIGH","No expansion in title"
"155","AmiCa","AmiCa: Atlas of miRNA-gene correlations in cancer.","AmiCa","AmiCa","HIGH","No expansion in title"
"156","HMicroDB","HMicroDB: A Comprehensive Database of Herpetofaunal Microbiota With a Focus on Host Phylogeny, Physiological Traits, and Environment Factors.","HMicroDB","HMicroDB","HIGH","No expansion in title"
"157","ADENet","ADENet: a novel network-based inference method for prediction of drug adverse events.","ADENet","ADENet","HIGH","No expansion in title"
"158","CryptoBench","CryptoBench: cryptic protein-ligand binding sites dataset and benchmark.","CryptoBench","CryptoBench","HIGH","No expansion in title"
"159","ClusterCAD","ClusterCAD 2.0: an updated computational platform for chimeric type I polyketide synthase and nonribosomal peptide synthetase design.","ClusterCAD","ClusterCAD","HIGH","No expansion in title"
"160","MolHyb","MolHyb: A Web Server for Structure-Based Drug Design by Molecular Hybridization.","MolHyb","MolHyb","HIGH","No expansion in title"
"161","SEDA","SEDA: A Desktop Tool Suite for FASTA Files Processing.","SEDA","SEDA","HIGH","No expansion in title"
"162","collectNET","collectNET: a web server for integrated inference of cell-cell communication network.","collectNET","collectNET","HIGH","No expansion in title"
"163","GeTeSEPdb","GeTeSEPdb: A comprehensive database and online tool for the identification and analysis of gene profiles with temporal-specific expression patterns.","GeTeSEPdb","GeTeSEPdb","HIGH","No expansion in title"
"164","TriticeaeSSRdb","TriticeaeSSRdb: a comprehensive database of simple sequence repeats in Triticeae.","TriticeaeSSRdb","TriticeaeSSRdb","HIGH","No expansion in title"
"165","HTNpedia","HTNpedia: A Knowledge Base for Hypertension Research.","HTNpedia","HTNpedia","HIGH","No expansion in title"
"166","High Dynamic Range","Subjective Quality Assessment of Compressed Tone-Mapped High Dynamic Range Videos.","High Dynamic Range","High Dynamic Range","HIGH","No expansion in title"
"167","FAIRsoft","FAIRsoft-a practical implementation of FAIR principles for research software.","FAIRsoft","FAIRsoft","HIGH","No expansion in title"
"168","IMOPAC","IMOPAC: A web server for interactive multiomics and pharmacological analyses of patient-derived cancer cell lines.","IMOPAC","IMOPAC","HIGH","No expansion in title"
"169","PCI-DB","PCI-DB: a novel primary tissue immunopeptidome database to guide next-generation peptide-based immunotherapy development.","PCI-DB","PCI-DB","HIGH","No expansion in title"
"170","Polygenic Risk Score Knowledge Base","The Polygenic Risk Score Knowledge Base offers a centralized online repository for calculating and contextualizing polygenic risk scores.","Polygenic Risk Score Knowledge Base","Polygenic Risk Score Knowledge Base","HIGH","Already descriptive name"
"171","BRCAIndica","BRCAIndica: a resource for ACMG/AMP classified BRCA1 and BRCA2 variants.","BRCAIndica","BRCAIndica","HIGH","No expansion in title"
"172","ForestForward","ForestForward: visualizing and accessing integrated world forest data from the last 50 years.","ForestForward","ForestForward","HIGH","No expansion in title"
"173","LukProt","LukProt: A Database of Eukaryotic Predicted Proteins Designed for Investigations of Animal Origins.","LukProt","LukProt","HIGH","No expansion in title"
"174","ZooPathWeb","ZooPathWeb: a comprehensive web resource for zoonotic pathogens.","ZooPathWeb","ZooPathWeb","HIGH","No expansion in title"
"175","LGRPv2","LGRPv2: A high-value platform for the advancement of Fabaceae genomics.","LGRPv2","LGRPv2","HIGH","No expansion in title"
"176","NanoForms","NanoForms: an integrated server for processing, analysis and assembly of raw sequencing data of microbial genomes, from Oxford Nanopore technology.","NanoForms","NanoForms","HIGH","No expansion in title"
"177","LmRaC","LmRaC: a functionally extensible tool for LLM interrogation of user experimental results.","LmRaC","LmRaC","HIGH","No expansion in title"
"178","BGMP","BGMP: a comprehensive database of human blood group gene mutations and phenotypes.","BGMP","BGMP","HIGH","No expansion in title"
"179","PerturbSeq.db","PerturbSeq.db: An Integrated Repository for Comprehensive Analysis of Single-cell Perturbation Data.","PerturbSeq.db","PerturbSeq.db","HIGH","No expansion in title"
"180","McAN","McAN: a novel computational algorithm and platform for constructing and visualizing haplotype networks.","McAN","McAN","HIGH","No expansion in title"
"181","m6A2Circ","m6A2Circ: A comprehensive database for decoding the regulatory relationship between m6A modification and circular RNA.","m6A2Circ","m6A2Circ","HIGH","No expansion in title"
"182","Cat-E","Cat-E: A comprehensive web tool for exploring cancer targeting strategies.","Cat-E","Cat-E","HIGH","No expansion in title"
"183","MammOnc-DB","MammOnc-DB, an integrative breast cancer data analysis platform for target discovery.","MammOnc-DB","MammOnc-DB","HIGH","No expansion in title"
"184","LogoMotif","LogoMotif: A Comprehensive Database of Transcription Factor Binding Site Profiles in Actinobacteria.","LogoMotif","LogoMotif","HIGH","No expansion in title"
"185","SilkMeta","SilkMeta: a comprehensive platform for sharing and exploiting pan-genomic and multi-omic silkworm data.","SilkMeta","SilkMeta","HIGH","No expansion in title"
"186","ZEBRA","ZEBRA: a hierarchically integrated gene expression atlas of the murine and human brain at single-cell resolution.","ZEBRA","ZEBRA","HIGH","No expansion in title"
